%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.961e+03	+3.399e+03	+9.889e+03	+0.328
0.100	+6.159e+03	+2.719e+03	+1.047e+04	+0.306
0.200	+8.885e+03	+1.649e+03	+1.064e+04	+0.157
0.300	+8.453e+03	+2.338e+03	+9.520e+03	+0.217
0.400	+6.086e+03	+3.284e+03	+9.777e+03	+0.350
0.500	+7.645e+03	+3.357e+03	+8.889e+03	+0.305
0.600	+7.267e+03	+2.643e+03	+9.806e+03	+0.267
0.700	+8.328e+03	+4.151e+03	+8.558e+03	+0.333
0.800	+7.372e+03	+1.115e+03	+9.763e+03	+0.131
0.900	+7.061e+03	+2.258e+03	+1.010e+04	+0.242
1.000	+7.602e+03	+2.212e+03	+1.170e+04	+0.225
1.100	+7.394e+03	+2.600e+03	+9.630e+03	+0.260
1.200	+6.527e+03	+3.493e+03	+9.732e+03	+0.349
1.300	+6.705e+03	+2.665e+03	+1.016e+04	+0.284
1.400	+7.642e+03	+4.713e+03	+1.027e+04	+0.381
1.500	+6.962e+03	+2.158e+03	+1.061e+04	+0.237
1.600	+7.400e+03	+3.530e+03	+9.973e+03	+0.323
1.700	+7.960e+03	+3.009e+03	+9.431e+03	+0.274
1.800	+8.662e+03	+3.277e+03	+1.045e+04	+0.274
1.900	+6.714e+03	+1.685e+03	+1.013e+04	+0.201
2.000	+7.911e+03	+2.160e+03	+1.095e+04	+0.214
2.100	+8.305e+03	+2.269e+03	+1.058e+04	+0.215
2.200	+8.037e+03	+3.492e+03	+9.694e+03	+0.303
2.300	+7.786e+03	+3.068e+03	+1.053e+04	+0.283
2.400	+7.798e+03	+4.467e+03	+9.864e+03	+0.364
2.500	+7.391e+03	+2.598e+03	+1.174e+04	+0.260
2.600	+6.527e+03	+2.730e+03	+1.161e+04	+0.295
2.700	+6.927e+03	+1.997e+03	+1.061e+04	+0.224
2.800	+7.256e+03	+2.450e+03	+9.615e+03	+0.252
2.900	+8.778e+03	+2.511e+03	+1.031e+04	+0.222
3.000	+6.536e+03	+1.977e+03	+7.987e+03	+0.232
3.100	+7.163e+03	+1.770e+03	+9.815e+03	+0.198
3.200	+8.256e+03	+1.834e+03	+1.041e+04	+0.182
3.300	+6.944e+03	+3.372e+03	+9.564e+03	+0.327
3.400	+7.611e+03	+2.189e+03	+9.892e+03	+0.223
3.500	+7.332e+03	+1.756e+03	+8.960e+03	+0.193
3.600	+6.370e+03	+2.126e+03	+1.021e+04	+0.250
3.700	+6.263e+03	+2.209e+03	+9.684e+03	+0.261
3.800	+6.561e+03	+2.620e+03	+1.059e+04	+0.285
3.900	+7.783e+03	+3.286e+03	+1.110e+04	+0.297
4.000	+7.918e+03	+2.174e+03	+9.400e+03	+0.215
4.100	+8.231e+03	+2.992e+03	+9.521e+03	+0.267
4.200	+9.080e+03	+3.144e+03	+1.013e+04	+0.257
4.300	+8.385e+03	+3.606e+03	+1.123e+04	+0.301
4.400	+7.565e+03	+2.772e+03	+9.791e+03	+0.268
4.500	+7.458e+03	+3.057e+03	+9.355e+03	+0.291
4.600	+8.795e+03	+2.809e+03	+1.005e+04	+0.242
4.700	+8.086e+03	+1.708e+03	+9.999e+03	+0.174
4.800	+6.486e+03	+2.273e+03	+9.794e+03	+0.259
4.900	+6.647e+03	+3.494e+03	+1.047e+04	+0.345
5.000	+8.077e+03	+2.425e+03	+8.804e+03	+0.231
5.100	+6.381e+03	+1.457e+03	+9.663e+03	+0.186
5.200	+8.977e+03	+2.711e+03	+1.042e+04	+0.232
5.300	+7.513e+03	+2.240e+03	+9.879e+03	+0.230
5.400	+8.399e+03	+1.610e+03	+9.165e+03	+0.161
5.500	+7.915e+03	+3.079e+03	+9.737e+03	+0.280
5.600	+5.470e+03	+2.565e+03	+1.006e+04	+0.319
5.700	+7.895e+03	+2.576e+03	+1.006e+04	+0.246
5.800	+7.359e+03	+1.396e+03	+8.833e+03	+0.159
5.900	+6.968e+03	+2.252e+03	+9.437e+03	+0.244
6.000	+7.943e+03	+1.990e+03	+9.486e+03	+0.200
6.100	+7.611e+03	+2.619e+03	+8.880e+03	+0.256
6.200	+6.281e+03	+3.039e+03	+9.700e+03	+0.326
6.300	+6.581e+03	+2.764e+03	+9.979e+03	+0.296
6.400	+8.255e+03	+2.332e+03	+9.434e+03	+0.220
6.500	+7.865e+03	+2.301e+03	+9.872e+03	+0.226
6.600	+7.686e+03	+3.374e+03	+1.000e+04	+0.305
6.700	+7.944e+03	+2.597e+03	+9.782e+03	+0.246
6.800	+7.953e+03	+2.301e+03	+1.097e+04	+0.224
6.900	+8.358e+03	+1.711e+03	+9.810e+03	+0.170
7.000	+7.997e+03	+2.263e+03	+1.061e+04	+0.221
7.100	+8.002e+03	+1.034e+03	+9.965e+03	+0.114
7.200	+7.637e+03	+2.059e+03	+9.370e+03	+0.212
7.300	+7.808e+03	+2.575e+03	+9.782e+03	+0.248
7.400	+7.729e+03	+2.900e+03	+1.028e+04	+0.273
7.500	+8.147e+03	+2.742e+03	+9.342e+03	+0.252
7.600	+7.078e+03	+3.232e+03	+1.010e+04	+0.313
7.700	+7.549e+03	+2.326e+03	+1.081e+04	+0.236
7.800	+6.751e+03	+3.274e+03	+9.259e+03	+0.327
7.900	+7.177e+03	+2.175e+03	+9.717e+03	+0.233
8.000	+7.462e+03	+3.577e+03	+9.807e+03	+0.324
8.100	+7.496e+03	+1.629e+03	+9.747e+03	+0.178
8.200	+6.544e+03	+1.536e+03	+1.011e+04	+0.190
8.300	+6.705e+03	+2.459e+03	+9.688e+03	+0.268
8.400	+8.166e+03	+2.492e+03	+9.527e+03	+0.234
8.500	+6.414e+03	+3.080e+03	+8.881e+03	+0.324
8.600	+8.053e+03	+3.020e+03	+1.142e+04	+0.273
8.700	+7.254e+03	+2.465e+03	+8.501e+03	+0.254
8.800	+7.639e+03	+2.068e+03	+9.980e+03	+0.213
8.900	+7.468e+03	+2.621e+03	+1.028e+04	+0.260
9.000	+7.120e+03	+3.493e+03	+9.872e+03	+0.329
9.100	+8.298e+03	+2.671e+03	+9.779e+03	+0.244
9.200	+6.352e+03	+2.858e+03	+1.060e+04	+0.310
9.300	+7.111e+03	+3.392e+03	+9.565e+03	+0.323
9.400	+6.469e+03	+2.264e+03	+1.070e+04	+0.259
9.500	+6.772e+03	+2.858e+03	+9.528e+03	+0.297
9.600	+8.383e+03	+1.991e+03	+1.031e+04	+0.192
9.700	+8.661e+03	+2.153e+03	+1.058e+04	+0.199
9.800	+7.786e+03	+2.891e+03	+9.958e+03	+0.271
9.900	+7.518e+03	+8.656e+02	+1.127e+04	+0.103
10.000	+7.454e+03	+2.201e+03	+1.037e+04	+0.228
10.100	+7.690e+03	+2.184e+03	+1.028e+04	+0.221
10.200	+7.334e+03	+2.517e+03	+9.502e+03	+0.256
10.300	+8.223e+03	+1.493e+03	+1.024e+04	+0.154
10.400	+8.145e+03	+2.387e+03	+9.587e+03	+0.227
10.500	+7.819e+03	+1.958e+03	+9.634e+03	+0.200
10.600	+7.831e+03	+3.093e+03	+9.678e+03	+0.283
10.700	+8.436e+03	+2.348e+03	+9.322e+03	+0.218
10.800	+7.262e+03	+3.349e+03	+9.891e+03	+0.316
10.900	+7.815e+03	+7.513e+02	+8.598e+03	+0.088
11.000	+8.829e+03	+3.131e+03	+1.120e+04	+0.262
11.100	+7.276e+03	+2.248e+03	+1.025e+04	+0.236
11.200	+8.124e+03	+2.840e+03	+9.526e+03	+0.259
11.300	+7.863e+03	+2.015e+03	+9.939e+03	+0.204
11.400	+7.644e+03	+4.094e+03	+9.898e+03	+0.349
11.500	+8.214e+03	+1.411e+03	+9.157e+03	+0.147
