%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+7.551e+01
2	2	+7.551e+01	+2.582e+00
3	3	+7.809e+01	+1.852e+00
2	2	+7.994e+01	+7.181e-01
3	3	+8.066e+01	+2.021e+00
2	2	+8.268e+01	+1.155e+00
1	1	+8.384e+01	+4.576e+00
2	2	+8.841e+01	+7.025e-01
3	3	+8.911e+01	+1.289e+00
2	2	+9.040e+01	+1.265e+00
3	3	+9.167e+01	+1.297e+00
2	2	+9.297e+01	+2.413e-01
3	3	+9.321e+01	+6.034e-01
2	2	+9.381e+01	+5.269e+00
3	3	+9.908e+01	+1.495e+00
2	2	+1.006e+02	+3.102e+00
1	1	+1.037e+02	+6.661e+01
2	2	+1.703e+02	+1.864e+00
3	3	+1.721e+02	+4.752e-01
2	2	+1.726e+02	+6.732e-02
3	3	+1.727e+02	+1.072e+00
2	2	+1.738e+02	+1.320e+00
3	3	+1.751e+02	+5.513e-01
2	2	+1.756e+02	+2.794e-01
3	3	+1.759e+02	+5.721e-01
2	2	+1.765e+02	+2.316e+00
3	3	+1.788e+02	+6.701e-01
2	2	+1.795e+02	+6.220e-01
1	1	+1.801e+02	+2.236e+00
2	2	+1.823e+02	+1.618e-01
1	1	+1.825e+02	+1.284e+01
2	2	+1.953e+02	+7.224e-01
1	1	+1.961e+02	+3.942e+00
0	0	+2.000e+02	+Inf
