%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.156e+00
2	2	+1.156e+00	+1.750e+00
3	3	+2.906e+00	+1.935e+00
2	2	+4.841e+00	+7.777e-01
3	3	+5.619e+00	+1.802e+00
2	2	+7.420e+00	+1.624e+00
3	3	+9.044e+00	+7.201e-01
2	2	+9.764e+00	+2.445e-01
3	3	+1.001e+01	+2.250e+00
2	2	+1.226e+01	+3.141e+00
3	3	+1.540e+01	+1.264e+00
2	2	+1.666e+01	+3.416e-01
3	3	+1.701e+01	+5.603e+00
2	2	+2.261e+01	+1.141e+00
3	3	+2.375e+01	+2.453e+00
2	2	+2.620e+01	+4.663e+00
3	3	+3.086e+01	+1.230e-01
2	2	+3.099e+01	+1.403e+00
3	3	+3.239e+01	+2.033e+00
2	2	+3.442e+01	+2.190e-01
1	1	+3.464e+01	+4.035e+01
2	2	+7.499e+01	+1.173e-01
1	1	+7.511e+01	+1.249e+02
0	0	+2.000e+02	+Inf
