%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+8.402e-01
3	3	+8.402e-01	+1.491e+00
2	2	+2.331e+00	+1.412e+00
3	3	+3.743e+00	+1.688e+00
2	2	+5.431e+00	+7.099e-01
3	3	+6.141e+00	+1.995e+00
2	2	+8.136e+00	+6.228e+00
3	3	+1.436e+01	+1.235e-01
2	2	+1.449e+01	+2.410e+00
3	3	+1.690e+01	+7.214e-01
2	2	+1.762e+01	+4.985e-01
3	3	+1.812e+01	+4.394e+00
2	2	+2.251e+01	+8.272e-01
1	1	+2.334e+01	+4.210e+01
2	2	+6.543e+01	+4.745e+00
3	3	+7.018e+01	+7.840e-02
2	2	+7.026e+01	+3.159e-01
3	3	+7.057e+01	+1.019e-01
2	2	+7.067e+01	+8.446e-01
1	1	+7.152e+01	+1.285e+02
0	0	+2.000e+02	+Inf
