%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+4.569e+01
2	2	+4.569e+01	+5.079e-01
3	3	+4.619e+01	+2.678e+00
2	2	+4.887e+01	+3.172e-01
3	3	+4.919e+01	+1.279e+00
2	2	+5.047e+01	+3.072e+00
3	3	+5.354e+01	+3.461e-01
2	2	+5.389e+01	+7.060e-01
1	1	+5.459e+01	+3.113e+01
2	2	+8.572e+01	+1.515e+00
3	3	+8.723e+01	+1.458e+00
2	2	+8.869e+01	+3.527e-02
3	3	+8.873e+01	+5.936e-01
2	2	+8.932e+01	+3.158e+00
3	3	+9.248e+01	+2.324e-01
2	2	+9.271e+01	+2.616e-01
3	3	+9.297e+01	+5.386e-02
2	2	+9.303e+01	+8.722e-02
1	1	+9.311e+01	+3.667e+00
2	2	+9.678e+01	+1.195e+00
1	1	+9.798e+01	+6.933e+01
2	2	+1.673e+02	+2.784e+00
3	3	+1.701e+02	+9.542e-01
2	2	+1.710e+02	+1.468e-01
3	3	+1.712e+02	+6.113e-01
2	2	+1.718e+02	+2.670e+00
3	3	+1.745e+02	+1.258e-01
2	2	+1.746e+02	+5.687e-01
3	3	+1.752e+02	+3.171e-01
2	2	+1.755e+02	+3.447e+00
3	3	+1.789e+02	+4.274e+00
2	2	+1.832e+02	+1.413e+00
3	3	+1.846e+02	+3.242e+00
2	2	+1.879e+02	+3.696e-01
3	3	+1.882e+02	+2.729e+00
2	2	+1.910e+02	+3.130e+00
1	1	+1.941e+02	+5.910e+00
0	0	+2.000e+02	+Inf
