%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+2.913e+00
2	2	+2.913e+00	+2.416e+00
3	3	+5.329e+00	+6.629e-01
2	2	+5.992e+00	+2.317e+00
3	3	+8.309e+00	+8.054e-01
2	2	+9.115e+00	+2.473e-01
3	3	+9.362e+00	+2.345e+00
2	2	+1.171e+01	+5.943e-01
3	3	+1.230e+01	+5.338e+00
2	2	+1.764e+01	+1.340e+00
1	1	+1.898e+01	+1.093e+02
2	2	+1.282e+02	+2.496e-01
3	3	+1.285e+02	+2.040e-01
2	2	+1.287e+02	+1.287e+00
3	3	+1.300e+02	+9.405e-01
2	2	+1.309e+02	+1.384e+00
3	3	+1.323e+02	+2.408e+00
2	2	+1.347e+02	+6.648e-01
3	3	+1.354e+02	+4.474e-01
2	2	+1.358e+02	+3.978e+00
3	3	+1.398e+02	+1.349e+00
2	2	+1.412e+02	+2.095e-02
3	3	+1.412e+02	+3.597e-01
2	2	+1.415e+02	+3.787e+00
1	1	+1.453e+02	+6.276e+00
2	2	+1.516e+02	+2.462e-01
3	3	+1.518e+02	+2.964e-01
2	2	+1.521e+02	+1.112e+00
3	3	+1.533e+02	+1.840e+00
2	2	+1.551e+02	+8.989e-01
3	3	+1.560e+02	+6.275e+00
2	2	+1.623e+02	+5.790e+00
3	3	+1.681e+02	+4.066e+00
2	2	+1.721e+02	+8.304e-01
3	3	+1.730e+02	+1.745e-01
2	2	+1.731e+02	+2.429e+00
1	1	+1.756e+02	+2.444e+01
0	0	+2.000e+02	+Inf
