%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.869e+03	+2.287e+03	+9.610e+03	+0.225
0.100	+8.803e+03	+3.650e+03	+1.020e+04	+0.293
0.200	+7.431e+03	+3.676e+03	+1.003e+04	+0.331
0.300	+8.146e+03	+3.205e+03	+1.053e+04	+0.282
0.400	+9.471e+03	+2.946e+03	+1.059e+04	+0.237
0.500	+7.215e+03	+2.956e+03	+1.005e+04	+0.291
0.600	+7.600e+03	+2.525e+03	+1.072e+04	+0.249
0.700	+6.846e+03	+3.774e+03	+9.281e+03	+0.355
0.800	+7.195e+03	+2.177e+03	+9.711e+03	+0.232
0.900	+7.247e+03	+3.990e+03	+1.085e+04	+0.355
1.000	+6.960e+03	+2.918e+03	+9.583e+03	+0.295
1.100	+7.771e+03	+1.083e+03	+9.148e+03	+0.122
1.200	+7.632e+03	+2.422e+03	+1.090e+04	+0.241
1.300	+8.122e+03	+2.383e+03	+1.014e+04	+0.227
1.400	+7.101e+03	+3.703e+03	+9.780e+03	+0.343
1.500	+6.761e+03	+3.048e+03	+1.107e+04	+0.311
1.600	+8.343e+03	+2.052e+03	+1.059e+04	+0.197
1.700	+7.376e+03	+2.919e+03	+9.046e+03	+0.284
1.800	+7.532e+03	+2.566e+03	+9.434e+03	+0.254
1.900	+8.318e+03	+3.497e+03	+1.087e+04	+0.296
2.000	+7.593e+03	+2.100e+03	+9.435e+03	+0.217
2.100	+7.992e+03	+2.065e+03	+1.093e+04	+0.205
2.200	+8.033e+03	+2.445e+03	+9.870e+03	+0.233
2.300	+8.940e+03	+2.566e+03	+1.001e+04	+0.223
2.400	+6.431e+03	+2.365e+03	+1.023e+04	+0.269
2.500	+8.122e+03	+3.278e+03	+9.375e+03	+0.288
2.600	+8.690e+03	+2.227e+03	+1.012e+04	+0.204
2.700	+8.111e+03	+1.120e+03	+9.093e+03	+0.121
2.800	+8.526e+03	+2.602e+03	+9.422e+03	+0.234
2.900	+7.982e+03	+2.082e+03	+8.972e+03	+0.207
3.000	+8.382e+03	+2.131e+03	+9.230e+03	+0.203
3.100	+6.819e+03	+3.306e+03	+1.099e+04	+0.327
3.200	+7.569e+03	+4.158e+03	+9.642e+03	+0.355
3.300	+7.189e+03	+3.663e+03	+1.051e+04	+0.338
3.400	+8.460e+03	+2.315e+03	+1.115e+04	+0.215
3.500	+7.858e+03	+1.965e+03	+1.031e+04	+0.200
3.600	+8.127e+03	+2.578e+03	+1.085e+04	+0.241
3.700	+8.760e+03	+2.824e+03	+1.025e+04	+0.244
3.800	+8.568e+03	+2.754e+03	+1.173e+04	+0.243
3.900	+7.774e+03	+2.518e+03	+1.152e+04	+0.245
4.000	+9.153e+03	+2.894e+03	+1.114e+04	+0.240
4.100	+6.956e+03	+2.220e+03	+8.918e+03	+0.242
4.200	+8.182e+03	+1.876e+03	+1.040e+04	+0.187
4.300	+7.471e+03	+1.992e+03	+8.416e+03	+0.210
4.400	+7.258e+03	+1.306e+03	+9.924e+03	+0.153
4.500	+8.011e+03	+1.406e+03	+1.118e+04	+0.149
4.600	+8.332e+03	+3.823e+03	+1.006e+04	+0.315
4.700	+8.494e+03	+1.981e+03	+8.028e+03	+0.189
4.800	+8.493e+03	+2.522e+03	+1.046e+04	+0.229
4.900	+6.633e+03	+2.819e+03	+9.306e+03	+0.298
