%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+2.201e+01
2	2	+2.201e+01	+2.274e+00
3	3	+2.428e+01	+5.349e-01
2	2	+2.482e+01	+8.526e-01
3	3	+2.567e+01	+2.249e+00
2	2	+2.792e+01	+1.311e+00
3	3	+2.923e+01	+1.728e-01
2	2	+2.940e+01	+1.944e+00
3	3	+3.135e+01	+6.548e-01
2	2	+3.200e+01	+2.106e+00
1	1	+3.411e+01	+1.071e+02
2	2	+1.412e+02	+1.859e+00
3	3	+1.431e+02	+5.114e-03
2	2	+1.431e+02	+1.088e-01
3	3	+1.432e+02	+2.532e+00
2	2	+1.457e+02	+5.662e-01
1	1	+1.463e+02	+2.979e+01
2	2	+1.761e+02	+4.064e-01
1	1	+1.765e+02	+2.352e+01
0	0	+2.000e+02	+Inf
