%state	deg. state	t_start (s)	t_dwell (s)
4	2	+0.000e+00	+4.453e+01
3	2	+4.453e+01	+8.956e-02
2	1	+4.462e+01	+1.812e+00
3	2	+4.643e+01	+2.030e+00
2	1	+4.846e+01	+2.095e+00
3	2	+5.056e+01	+3.408e-01
2	1	+5.090e+01	+5.698e+00
1	1	+5.660e+01	+6.154e+00
2	1	+6.275e+01	+3.802e+00
3	2	+6.655e+01	+1.031e+00
2	1	+6.758e+01	+3.305e-01
1	1	+6.791e+01	+4.874e+00
2	1	+7.279e+01	+1.798e+00
3	2	+7.458e+01	+2.114e-01
2	1	+7.480e+01	+4.253e-01
1	1	+7.522e+01	+1.568e+01
4	2	+9.090e+01	+1.507e+00
3	2	+9.241e+01	+1.787e+00
2	1	+9.420e+01	+2.373e+00
1	1	+9.657e+01	+1.211e+01
2	1	+1.087e+02	+7.265e-01
3	2	+1.094e+02	+1.440e+00
2	1	+1.108e+02	+7.235e-01
3	2	+1.116e+02	+3.418e-01
2	1	+1.119e+02	+2.690e+00
3	2	+1.146e+02	+1.326e+00
2	1	+1.159e+02	+3.338e-01
3	2	+1.163e+02	+5.173e-01
2	1	+1.168e+02	+8.176e-01
1	1	+1.176e+02	+2.104e+00
4	2	+1.197e+02	+4.031e+01
0	0	+1.600e+02	+Inf
