%state	deg. state	t_start (s)	t_dwell (s)
4	2	+0.000e+00	+5.521e+01
3	2	+5.521e+01	+6.226e-01
2	1	+5.583e+01	+8.046e-01
3	2	+5.663e+01	+3.210e-01
2	1	+5.695e+01	+8.067e-01
3	2	+5.776e+01	+1.182e+00
2	1	+5.894e+01	+5.474e-01
3	2	+5.949e+01	+3.363e-01
2	1	+5.983e+01	+1.568e-01
3	2	+5.998e+01	+3.124e-01
2	1	+6.030e+01	+5.061e-01
3	2	+6.080e+01	+1.182e-01
2	1	+6.092e+01	+6.813e-01
3	2	+6.160e+01	+2.210e+00
2	1	+6.381e+01	+3.407e-01
1	1	+6.415e+01	+6.759e+00
4	2	+7.091e+01	+4.606e-01
3	2	+7.137e+01	+5.626e-01
2	1	+7.193e+01	+9.336e+00
3	2	+8.127e+01	+4.324e-01
2	1	+8.170e+01	+2.008e+00
1	1	+8.371e+01	+2.256e+01
2	1	+1.063e+02	+3.111e-01
3	2	+1.066e+02	+1.191e+00
2	1	+1.078e+02	+1.550e+00
1	1	+1.093e+02	+3.009e+01
0	0	+1.394e+02	+Inf
