%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+9.217e+03	+1.909e+03	+9.466e+03	+0.172
0.200	+7.359e+03	+4.880e+03	+1.508e+04	+0.399
0.400	+9.866e+03	+5.705e+03	+1.240e+04	+0.366
0.600	+7.869e+03	+3.266e+03	+1.494e+04	+0.293
0.800	+7.030e+03	+3.307e+03	+1.295e+04	+0.320
1.000	+8.061e+03	+5.084e+03	+1.419e+04	+0.387
1.200	+1.130e+04	+3.467e+03	+1.300e+04	+0.235
1.400	+8.099e+03	+1.693e+03	+1.239e+04	+0.173
1.600	+1.152e+04	+1.510e+03	+1.211e+04	+0.116
1.800	+5.959e+03	+3.045e+03	+1.301e+04	+0.338
2.000	+7.141e+03	+3.458e+03	+1.216e+04	+0.326
2.200	+7.215e+03	+2.309e+03	+1.389e+04	+0.242
2.400	+5.952e+03	+5.107e+03	+9.980e+03	+0.462
2.600	+1.084e+04	+3.194e+03	+1.055e+04	+0.228
2.800	+8.927e+03	+4.574e+03	+1.360e+04	+0.339
3.000	+6.455e+03	+3.173e+03	+8.890e+03	+0.330
3.200	+7.484e+03	+2.485e+03	+1.355e+04	+0.249
3.400	+6.914e+03	+2.976e+03	+1.160e+04	+0.301
3.600	+1.026e+04	+3.722e+03	+1.453e+04	+0.266
3.800	+4.239e+03	+1.801e+03	+1.367e+04	+0.298
4.000	+1.031e+04	+4.422e+03	+1.284e+04	+0.300
4.200	+1.015e+04	+3.777e+03	+1.415e+04	+0.271
4.400	+9.076e+03	+5.493e+03	+1.522e+04	+0.377
4.600	+9.397e+03	+5.350e+03	+1.034e+04	+0.363
4.800	+9.076e+03	+4.434e+03	+1.083e+04	+0.328
5.000	+1.133e+04	+5.469e+03	+1.140e+04	+0.326
5.200	+1.093e+04	+4.936e+03	+1.137e+04	+0.311
5.400	+1.047e+04	+5.657e+03	+1.176e+04	+0.351
5.600	+9.349e+03	+4.904e+03	+1.775e+04	+0.344
5.800	+8.444e+03	+3.585e+03	+1.332e+04	+0.298
6.000	+8.691e+03	+2.946e+03	+1.466e+04	+0.253
6.200	+9.272e+03	+3.610e+03	+1.233e+04	+0.280
6.400	+9.244e+03	+2.808e+03	+1.345e+04	+0.233
6.600	+1.291e+04	+8.175e+02	+1.089e+04	+0.060
6.800	+7.643e+03	+1.644e+03	+1.391e+04	+0.177
7.000	+1.145e+04	+2.306e+03	+1.342e+04	+0.168
7.200	+9.164e+03	+4.563e+03	+1.412e+04	+0.332
7.400	+1.139e+04	+3.251e+03	+1.373e+04	+0.222
7.600	+6.164e+03	+5.051e+03	+1.023e+04	+0.450
7.800	+9.620e+03	+4.430e+03	+1.104e+04	+0.315
8.000	+9.858e+03	+3.952e+03	+1.101e+04	+0.286
8.200	+2.969e+03	+1.782e+03	+1.321e+04	+0.375
8.400	+9.689e+03	+4.604e+03	+1.543e+04	+0.322
8.600	+7.060e+03	+6.212e+03	+1.110e+04	+0.468
8.800	+1.095e+04	+4.535e+03	+1.412e+04	+0.293
