%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.971e+03	+2.465e+03	+8.426e+03	+0.331
0.200	+5.842e+03	+1.929e+03	+8.288e+03	+0.248
0.400	+7.406e+03	+1.424e+03	+7.787e+03	+0.161
0.600	+4.701e+03	+2.350e+03	+7.728e+03	+0.333
0.800	+5.343e+03	+2.637e+03	+7.475e+03	+0.330
1.000	+6.224e+03	+1.980e+03	+9.413e+03	+0.241
1.200	+4.741e+03	+7.241e+02	+7.004e+03	+0.133
1.400	+4.916e+03	+2.513e+03	+7.526e+03	+0.338
1.600	+5.959e+03	+2.375e+03	+6.784e+03	+0.285
1.800	+5.871e+03	+1.945e+03	+7.834e+03	+0.249
2.000	+6.222e+03	+1.240e+03	+5.740e+03	+0.166
2.200	+4.839e+03	+3.023e+03	+8.873e+03	+0.385
2.400	+6.528e+03	+2.110e+03	+7.243e+03	+0.244
2.600	+5.298e+03	+3.428e+03	+8.806e+03	+0.393
2.800	+5.114e+03	+3.247e+03	+6.925e+03	+0.388
3.000	+5.242e+03	+1.250e+03	+6.745e+03	+0.193
3.200	+4.513e+03	+2.643e+03	+7.768e+03	+0.369
3.400	+4.109e+03	+1.361e+03	+9.632e+03	+0.249
3.600	+5.690e+03	+3.251e+03	+7.977e+03	+0.364
3.800	+5.458e+03	+3.142e+03	+7.983e+03	+0.365
4.000	+5.008e+03	+2.090e+03	+5.979e+03	+0.294
4.200	+6.674e+03	+2.874e+03	+7.803e+03	+0.301
4.400	+4.741e+03	+1.778e+03	+6.100e+03	+0.273
4.600	+4.839e+03	+9.096e+02	+6.562e+03	+0.158
4.800	+4.567e+03	+1.347e+03	+9.184e+03	+0.228
5.000	+6.323e+03	+3.596e+03	+8.113e+03	+0.362
5.200	+4.760e+03	+3.875e+03	+9.937e+03	+0.449
5.400	+3.691e+03	+2.667e+03	+7.738e+03	+0.419
5.600	+4.467e+03	+2.520e+03	+7.233e+03	+0.361
5.800	+7.487e+03	+1.966e+03	+7.211e+03	+0.208
6.000	+6.205e+03	+1.572e+03	+6.813e+03	+0.202
6.200	+5.287e+03	+3.401e+03	+8.144e+03	+0.391
6.400	+5.400e+03	+2.226e+03	+8.217e+03	+0.292
6.600	+5.978e+03	+1.841e+03	+7.650e+03	+0.235
6.800	+4.709e+03	+1.906e+03	+7.632e+03	+0.288
7.000	+4.939e+03	+2.478e+03	+6.361e+03	+0.334
7.200	+5.623e+03	+4.446e+03	+9.605e+03	+0.442
7.400	+2.619e+03	+2.733e+03	+6.440e+03	+0.511
7.600	+5.610e+03	+2.315e+03	+5.285e+03	+0.292
7.800	+6.421e+03	+1.313e+03	+5.491e+03	+0.170
8.000	+7.797e+03	+1.503e+03	+6.235e+03	+0.162
8.200	+6.017e+03	+3.025e+03	+7.850e+03	+0.335
8.400	+4.386e+03	+8.922e+02	+6.810e+03	+0.169
8.600	+5.262e+03	+2.527e+03	+1.023e+04	+0.324
8.800	+6.473e+03	+3.253e+03	+7.561e+03	+0.334
9.000	+5.577e+03	+2.333e+03	+6.770e+03	+0.295
9.200	+5.170e+03	+1.365e+03	+7.201e+03	+0.209
9.400	+2.819e+03	+3.446e+03	+7.282e+03	+0.550
9.600	+5.715e+03	+1.957e+03	+6.448e+03	+0.255
9.800	+5.591e+03	+2.327e+03	+7.706e+03	+0.294
10.000	+6.557e+03	+2.623e+03	+8.137e+03	+0.286
10.200	+6.704e+03	+2.486e+03	+8.561e+03	+0.271
10.400	+5.939e+03	+3.183e+03	+8.562e+03	+0.349
10.600	+5.241e+03	+2.393e+03	+7.755e+03	+0.313
10.800	+5.443e+03	+1.819e+03	+8.719e+03	+0.251
11.000	+4.983e+03	+2.212e+03	+6.574e+03	+0.307
11.200	+3.914e+03	+2.358e+03	+6.826e+03	+0.376
11.400	+5.297e+03	+2.509e+03	+8.356e+03	+0.321
11.600	+4.577e+03	+8.320e+02	+6.801e+03	+0.154
11.800	+4.281e+03	+1.514e+03	+8.230e+03	+0.261
12.000	+6.882e+03	+1.442e+03	+7.461e+03	+0.173
12.200	+5.779e+03	+3.189e+03	+9.108e+03	+0.356
12.400	+4.784e+03	+2.048e+03	+6.563e+03	+0.300
12.600	+4.840e+03	+3.586e+03	+8.023e+03	+0.426
12.800	+5.608e+03	+2.650e+03	+5.849e+03	+0.321
13.000	+5.246e+03	+3.939e+03	+8.382e+03	+0.429
13.200	+5.132e+03	+1.939e+03	+9.304e+03	+0.274
13.400	+4.441e+03	+3.809e+03	+8.159e+03	+0.462
13.600	+4.648e+03	+1.196e+03	+8.155e+03	+0.205
13.800	+6.130e+03	+1.785e+03	+8.998e+03	+0.226
14.000	+3.617e+03	+1.710e+03	+7.956e+03	+0.321
14.200	+5.613e+03	+9.573e+02	+7.668e+03	+0.146
14.400	+5.009e+03	+1.987e+03	+9.294e+03	+0.284
14.600	+6.541e+03	+2.507e+03	+8.893e+03	+0.277
14.800	+3.336e+03	+2.043e+03	+7.363e+03	+0.380
15.000	+4.229e+03	+2.753e+03	+7.365e+03	+0.394
15.200	+5.291e+03	+2.875e+03	+8.099e+03	+0.352
15.400	+4.909e+03	+2.441e+03	+8.831e+03	+0.332
15.600	+6.882e+03	+7.691e+02	+7.164e+03	+0.101
15.800	+4.729e+03	+1.696e+03	+6.786e+03	+0.264
16.000	+5.990e+03	+2.797e+03	+7.862e+03	+0.318
16.200	+4.497e+03	+1.899e+03	+5.405e+03	+0.297
16.400	+4.970e+03	+2.425e+03	+7.703e+03	+0.328
16.600	+4.204e+03	+2.110e+03	+7.681e+03	+0.334
16.800	+4.778e+03	+1.711e+03	+9.282e+03	+0.264
17.000	+4.628e+03	+1.565e+03	+8.021e+03	+0.253
17.200	+6.276e+03	+3.423e+03	+6.716e+03	+0.353
17.400	+3.978e+03	+2.056e+03	+8.267e+03	+0.341
17.600	+5.181e+03	+3.516e+03	+7.425e+03	+0.404
17.800	+4.278e+03	+2.436e+03	+5.641e+03	+0.363
18.000	+4.534e+03	+1.526e+03	+8.163e+03	+0.252
18.200	+5.514e+03	+3.815e+03	+8.115e+03	+0.409
18.400	+5.306e+03	+2.576e+03	+9.069e+03	+0.327
18.600	+5.772e+03	+3.230e+03	+7.588e+03	+0.359
18.800	+6.114e+03	+2.693e+03	+9.138e+03	+0.306
19.000	+4.334e+03	+2.229e+03	+9.845e+03	+0.340
19.200	+5.307e+03	+1.682e+03	+6.761e+03	+0.241
19.400	+4.989e+03	+2.036e+03	+8.049e+03	+0.290
19.600	+5.841e+03	+1.707e+03	+7.657e+03	+0.226
19.800	+7.161e+03	+3.586e+03	+8.274e+03	+0.334
20.000	+7.083e+03	+2.695e+03	+8.191e+03	+0.276
20.200	+5.816e+03	+1.691e+03	+9.289e+03	+0.225
20.400	+6.741e+03	+5.076e+02	+9.007e+03	+0.070
20.600	+4.010e+03	+1.644e+03	+7.774e+03	+0.291
20.800	+5.430e+03	+1.898e+03	+7.234e+03	+0.259
21.000	+6.731e+03	+3.478e+03	+8.256e+03	+0.341
21.200	+4.677e+03	+2.701e+03	+8.509e+03	+0.366
21.400	+6.442e+03	+1.405e+03	+8.300e+03	+0.179
21.600	+5.054e+03	+2.450e+03	+4.726e+03	+0.326
21.800	+5.923e+03	+3.441e+03	+7.371e+03	+0.367
22.000	+3.418e+03	+3.959e+03	+8.501e+03	+0.537
22.200	+6.191e+03	+3.637e+03	+6.929e+03	+0.370
22.400	+6.841e+03	+2.156e+03	+1.020e+04	+0.240
22.600	+3.693e+03	+3.492e+03	+6.184e+03	+0.486
22.800	+5.094e+03	+2.540e+03	+6.662e+03	+0.333
23.000	+4.630e+03	+2.433e+03	+6.745e+03	+0.344
23.200	+3.749e+03	+2.277e+03	+6.095e+03	+0.378
23.400	+5.905e+03	+1.410e+03	+8.509e+03	+0.193
23.600	+6.005e+03	+2.673e+03	+6.786e+03	+0.308
23.800	+4.779e+03	+2.418e+03	+7.267e+03	+0.336
24.000	+4.381e+03	+1.500e+03	+8.114e+03	+0.255
24.200	+3.861e+03	+2.680e+03	+7.857e+03	+0.410
24.400	+6.229e+03	+2.037e+03	+7.712e+03	+0.246
24.600	+5.360e+03	+1.734e+03	+9.403e+03	+0.244
24.800	+6.865e+03	+2.213e+03	+7.358e+03	+0.244
25.000	+5.206e+03	+1.954e+03	+7.280e+03	+0.273
25.200	+5.282e+03	+2.356e+03	+8.896e+03	+0.308
25.400	+4.758e+03	+2.762e+03	+9.787e+03	+0.367
25.600	+6.292e+03	+2.413e+03	+8.172e+03	+0.277
25.800	+6.292e+03	+3.262e+03	+5.443e+03	+0.341
26.000	+6.168e+03	+2.047e+03	+6.148e+03	+0.249
26.200	+4.207e+03	+3.643e+03	+7.939e+03	+0.464
26.400	+5.072e+03	+3.642e+03	+7.764e+03	+0.418
26.600	+6.534e+03	+2.315e+03	+6.366e+03	+0.262
26.800	+5.924e+03	+2.878e+03	+6.665e+03	+0.327
27.000	+5.841e+03	+2.895e+03	+6.683e+03	+0.331
27.200	+5.704e+03	+2.746e+03	+7.123e+03	+0.325
27.400	+5.717e+03	+2.217e+03	+7.339e+03	+0.279
27.600	+6.047e+03	+9.109e+02	+7.567e+03	+0.131
27.800	+4.570e+03	+1.067e+03	+8.947e+03	+0.189
28.000	+2.824e+03	+1.830e+03	+9.027e+03	+0.393
28.200	+4.874e+03	+4.605e+03	+8.401e+03	+0.486
28.400	+6.200e+03	+3.498e+03	+6.406e+03	+0.361
28.600	+2.736e+03	+1.689e+03	+8.589e+03	+0.382
28.800	+6.461e+03	+1.454e+03	+6.950e+03	+0.184
29.000	+4.754e+03	+3.343e+03	+7.184e+03	+0.413
29.200	+5.380e+03	+2.745e+03	+7.171e+03	+0.338
29.400	+6.393e+03	+2.854e+03	+7.547e+03	+0.309
29.600	+4.568e+03	+2.999e+02	+7.818e+03	+0.062
29.800	+5.712e+03	+3.262e+03	+6.178e+03	+0.363
30.000	+4.174e+03	+2.452e+03	+8.686e+03	+0.370
30.200	+5.853e+03	+2.347e+03	+8.135e+03	+0.286
30.400	+6.123e+03	+1.180e+03	+8.145e+03	+0.162
30.600	+5.225e+03	+4.000e+03	+9.290e+03	+0.434
30.800	+6.827e+03	+1.798e+03	+6.624e+03	+0.208
31.000	+6.894e+03	+2.431e+03	+7.131e+03	+0.261
31.200	+4.746e+03	+2.287e+03	+7.199e+03	+0.325
31.400	+5.125e+03	+2.438e+03	+8.302e+03	+0.322
31.600	+5.367e+03	+3.773e+03	+7.914e+03	+0.413
31.800	+5.604e+03	+1.433e+03	+8.281e+03	+0.204
32.000	+5.603e+03	+1.666e+03	+7.556e+03	+0.229
32.200	+3.169e+03	+9.732e+02	+8.445e+03	+0.235
32.400	+5.174e+03	+2.307e+03	+6.283e+03	+0.308
32.600	+5.008e+03	+2.482e+03	+5.362e+03	+0.331
32.800	+4.214e+03	+3.329e+03	+8.691e+03	+0.441
33.000	+3.154e+03	+2.699e+03	+8.764e+03	+0.461
33.200	+5.162e+03	+2.908e+03	+6.739e+03	+0.360
33.400	+7.135e+03	+3.290e+03	+4.710e+03	+0.316
33.600	+4.191e+03	+1.122e+03	+7.464e+03	+0.211
33.800	+2.989e+03	+3.312e+03	+7.829e+03	+0.526
34.000	+4.678e+03	+2.452e+03	+6.295e+03	+0.344
34.200	+6.390e+03	+2.872e+03	+6.105e+03	+0.310
34.400	+8.635e+03	+2.219e+03	+8.187e+03	+0.204
34.600	+4.630e+03	+2.800e+03	+6.807e+03	+0.377
34.800	+3.507e+03	+1.417e+03	+6.861e+03	+0.288
35.000	+5.976e+03	+3.644e+03	+6.622e+03	+0.379
35.200	+5.228e+03	+1.961e+03	+6.142e+03	+0.273
35.400	+6.211e+03	+9.497e+02	+8.461e+03	+0.133
35.600	+5.622e+03	+2.765e+03	+8.235e+03	+0.330
35.800	+4.676e+03	+1.741e+03	+8.816e+03	+0.271
36.000	+5.297e+03	+1.961e+03	+7.821e+03	+0.270
36.200	+6.547e+03	+4.634e+03	+7.762e+03	+0.414
36.400	+3.256e+03	+1.527e+03	+7.841e+03	+0.319
36.600	+6.132e+03	+2.836e+03	+8.372e+03	+0.316
36.800	+4.438e+03	+3.411e+03	+7.133e+03	+0.435
37.000	+7.397e+03	+2.625e+03	+9.145e+03	+0.262
37.200	+6.008e+03	+3.373e+01	+9.533e+03	+0.006
37.400	+5.237e+03	+2.046e+03	+7.855e+03	+0.281
37.600	+7.088e+03	+2.076e+03	+6.508e+03	+0.227
37.800	+5.823e+03	+1.778e+03	+7.091e+03	+0.234
38.000	+3.433e+03	+3.086e+03	+8.968e+03	+0.473
38.200	+4.786e+03	+1.926e+03	+7.507e+03	+0.287
38.400	+5.920e+03	+3.142e+03	+6.323e+03	+0.347
38.600	+6.038e+03	+2.444e+03	+7.615e+03	+0.288
38.800	+5.026e+03	+2.839e+03	+6.198e+03	+0.361
39.000	+4.227e+03	+3.533e+03	+1.025e+04	+0.455
