%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.603e+03	+5.243e+03	+1.271e+04	+0.483
0.200	+8.215e+03	+3.862e+03	+1.068e+04	+0.320
0.400	+1.092e+04	+4.322e+03	+1.249e+04	+0.284
0.600	+1.090e+04	+5.164e+03	+1.297e+04	+0.321
0.800	+9.391e+03	+5.583e+03	+1.238e+04	+0.373
1.000	+7.501e+03	+3.338e+03	+1.194e+04	+0.308
1.200	+9.265e+03	+1.691e+03	+8.203e+03	+0.154
1.400	+1.017e+04	+4.675e+03	+1.316e+04	+0.315
1.600	+1.347e+04	+4.647e+03	+1.122e+04	+0.257
1.800	+8.922e+03	+2.969e+03	+1.388e+04	+0.250
2.000	+9.289e+03	+4.512e+03	+1.217e+04	+0.327
2.200	+9.829e+03	+3.884e+03	+1.062e+04	+0.283
2.400	+9.052e+03	+1.553e+03	+1.093e+04	+0.146
2.600	+9.008e+03	+5.604e+03	+1.436e+04	+0.384
2.800	+1.017e+04	+4.489e+03	+1.296e+04	+0.306
3.000	+9.003e+03	+2.087e+03	+1.519e+04	+0.188
3.200	+9.094e+03	+3.562e+03	+1.394e+04	+0.281
3.400	+8.687e+03	+4.784e+03	+1.140e+04	+0.355
3.600	+6.968e+03	+4.897e+03	+1.614e+04	+0.413
3.800	+8.411e+03	+4.550e+03	+1.015e+04	+0.351
4.000	+1.202e+04	+3.526e+03	+1.631e+04	+0.227
4.200	+1.290e+04	+2.998e+03	+1.221e+04	+0.189
4.400	+8.093e+03	+3.474e+03	+1.396e+04	+0.300
4.600	+6.743e+03	+6.281e+03	+1.201e+04	+0.482
4.800	+1.045e+04	+5.099e+03	+1.615e+04	+0.328
5.000	+7.324e+03	+2.652e+03	+1.533e+04	+0.266
5.200	+9.715e+03	+3.133e+03	+1.092e+04	+0.244
5.400	+1.169e+04	+1.958e+03	+1.142e+04	+0.143
5.600	+6.594e+03	+4.428e+03	+1.223e+04	+0.402
5.800	+7.333e+03	+3.459e+03	+1.052e+04	+0.321
6.000	+6.809e+03	+4.937e+03	+1.428e+04	+0.420
6.200	+1.001e+04	+3.563e+03	+1.428e+04	+0.263
6.400	+9.245e+03	+3.186e+03	+1.397e+04	+0.256
6.600	+1.063e+04	+6.788e+03	+1.312e+04	+0.390
6.800	+1.019e+04	+4.877e+03	+1.289e+04	+0.324
7.000	+8.967e+03	+5.012e+03	+1.548e+04	+0.359
7.200	+5.927e+03	+5.284e+03	+1.604e+04	+0.471
7.400	+6.943e+03	+2.815e+03	+1.628e+04	+0.288
7.600	+9.296e+03	+5.528e+03	+9.772e+03	+0.373
7.800	+8.245e+03	+2.778e+03	+1.218e+04	+0.252
8.000	+5.566e+03	+3.004e+03	+1.377e+04	+0.351
8.200	+7.810e+03	+2.557e+03	+1.337e+04	+0.247
8.400	+5.826e+03	+4.100e+03	+1.139e+04	+0.413
8.600	+8.826e+03	+4.826e+03	+1.367e+04	+0.354
8.800	+7.931e+03	+3.212e+03	+1.054e+04	+0.288
9.000	+1.316e+04	+3.281e+03	+1.415e+04	+0.200
9.200	+7.977e+03	+2.944e+03	+1.524e+04	+0.270
9.400	+9.548e+03	+4.420e+03	+1.322e+04	+0.316
9.600	+9.169e+03	+4.449e+03	+1.301e+04	+0.327
9.800	+6.323e+03	+2.061e+03	+1.471e+04	+0.246
10.000	+8.368e+03	+6.449e+03	+8.867e+03	+0.435
10.200	+1.082e+04	+4.563e+03	+1.387e+04	+0.297
10.400	+1.219e+04	+4.951e+03	+1.642e+04	+0.289
10.600	+1.136e+04	+6.987e+03	+1.504e+04	+0.381
10.800	+8.127e+03	+3.613e+03	+1.504e+04	+0.308
11.000	+8.579e+03	+4.411e+03	+1.227e+04	+0.340
11.200	+6.655e+03	+4.073e+03	+1.271e+04	+0.380
11.400	+8.960e+03	+4.529e+03	+1.454e+04	+0.336
11.600	+1.026e+04	+2.958e+03	+1.463e+04	+0.224
11.800	+1.002e+04	+9.562e+02	+9.520e+03	+0.087
