%state	deg. state	t_start (s)	t_dwell (s)
4	2	+0.000e+00	+2.801e+01
3	2	+2.801e+01	+3.198e-02
4	2	+2.804e+01	+1.715e+01
3	2	+4.520e+01	+3.738e-01
2	1	+4.557e+01	+1.133e+00
1	1	+4.670e+01	+2.471e+01
2	1	+7.141e+01	+1.482e+00
3	2	+7.290e+01	+5.603e-01
2	1	+7.346e+01	+1.264e-01
3	2	+7.358e+01	+8.307e-01
2	1	+7.441e+01	+3.669e+00
1	1	+7.808e+01	+1.781e+01
2	1	+9.589e+01	+4.026e+00
3	2	+9.992e+01	+4.186e-01
2	1	+1.003e+02	+4.548e-01
3	2	+1.008e+02	+6.027e-01
2	1	+1.014e+02	+2.175e+00
0	0	+1.036e+02	+Inf
