%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.508e+00
4	2	+1.508e+00	+1.081e+01
1	1	+1.232e+01	+2.125e+01
2	1	+3.357e+01	+1.438e+00
3	2	+3.500e+01	+2.371e+00
2	1	+3.738e+01	+9.825e-01
3	2	+3.836e+01	+6.218e-01
2	1	+3.898e+01	+1.135e+01
1	1	+5.033e+01	+6.924e+00
4	2	+5.726e+01	+1.325e+00
3	2	+5.858e+01	+1.628e+00
4	2	+6.021e+01	+1.553e+01
3	2	+7.574e+01	+2.077e+00
2	1	+7.782e+01	+1.558e-01
3	2	+7.797e+01	+1.749e+00
2	1	+7.972e+01	+3.843e+00
1	1	+8.357e+01	+2.898e+00
0	0	+8.646e+01	+Inf
