%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.027e+03	+9.126e+02	+8.140e+03	+0.154
0.200	+5.681e+03	+1.324e+03	+8.857e+03	+0.189
0.400	+4.392e+03	+6.239e+02	+7.134e+03	+0.124
0.600	+5.048e+03	+2.532e+03	+7.945e+03	+0.334
0.800	+6.722e+03	+2.805e+03	+8.187e+03	+0.294
1.000	+6.912e+03	+1.562e+03	+7.181e+03	+0.184
1.200	+8.332e+03	+8.374e+02	+6.416e+03	+0.091
1.400	+5.345e+03	+9.695e+02	+5.470e+03	+0.154
1.600	+3.236e+03	+2.723e+03	+9.276e+03	+0.457
1.800	+6.837e+03	+1.897e+03	+8.095e+03	+0.217
2.000	+4.496e+03	+2.202e+03	+8.084e+03	+0.329
2.200	+5.524e+03	+1.234e+03	+8.304e+03	+0.183
2.400	+6.149e+03	+1.451e+03	+6.826e+03	+0.191
2.600	+4.263e+03	+2.076e+03	+7.830e+03	+0.327
2.800	+7.457e+03	+2.358e+03	+7.566e+03	+0.240
3.000	+5.393e+03	+3.220e+03	+7.091e+03	+0.374
3.200	+5.233e+03	+3.144e+03	+7.832e+03	+0.375
3.400	+6.939e+03	+3.886e+03	+7.189e+03	+0.359
3.600	+7.578e+03	+7.465e+02	+6.888e+03	+0.090
3.800	+5.423e+03	+1.952e+03	+7.104e+03	+0.265
4.000	+5.469e+03	+1.676e+03	+7.476e+03	+0.235
4.200	+6.128e+03	+2.285e+03	+7.516e+03	+0.272
4.400	+5.352e+03	+1.918e+03	+8.108e+03	+0.264
4.600	+5.828e+03	+2.638e+03	+8.239e+03	+0.312
4.800	+3.033e+03	+2.210e+03	+8.199e+03	+0.421
5.000	+6.182e+03	+1.910e+03	+8.092e+03	+0.236
5.200	+5.590e+03	+2.099e+03	+7.118e+03	+0.273
5.400	+4.899e+03	+2.536e+03	+8.698e+03	+0.341
5.600	+4.794e+03	+1.741e+03	+7.664e+03	+0.266
5.800	+4.688e+03	+3.810e+03	+8.329e+03	+0.448
6.000	+7.477e+03	+2.939e+03	+7.616e+03	+0.282
6.200	+6.931e+03	+2.384e+03	+8.132e+03	+0.256
6.400	+3.992e+03	+3.380e+03	+7.391e+03	+0.458
6.600	+6.112e+03	+1.189e+03	+6.335e+03	+0.163
6.800	+5.840e+03	+3.389e+03	+7.544e+03	+0.367
7.000	+5.497e+03	+1.225e+03	+6.552e+03	+0.182
7.200	+4.914e+03	+2.468e+03	+8.234e+03	+0.334
7.400	+6.042e+03	+1.162e+03	+8.177e+03	+0.161
7.600	+6.050e+03	+2.234e+03	+6.328e+03	+0.270
7.800	+4.622e+03	+1.366e+03	+8.626e+03	+0.228
8.000	+5.855e+03	+2.033e+03	+6.304e+03	+0.258
8.200	+4.089e+03	+1.736e+03	+8.358e+03	+0.298
8.400	+5.129e+03	+2.538e+03	+9.219e+03	+0.331
8.600	+4.538e+03	+2.219e+03	+5.950e+03	+0.328
8.800	+6.610e+03	+2.442e+03	+9.806e+03	+0.270
9.000	+4.534e+03	+2.146e+03	+7.555e+03	+0.321
9.200	+4.714e+03	+1.705e+03	+8.085e+03	+0.266
9.400	+4.575e+03	+2.054e+03	+9.562e+03	+0.310
9.600	+6.093e+03	+3.562e+03	+7.829e+03	+0.369
9.800	+6.198e+03	+2.223e+03	+7.700e+03	+0.264
10.000	+4.909e+03	+2.555e+03	+7.724e+03	+0.342
10.200	+3.792e+03	+2.170e+03	+8.102e+03	+0.364
10.400	+4.453e+03	+2.481e+03	+9.512e+03	+0.358
10.600	+5.349e+03	+2.591e+03	+7.692e+03	+0.326
10.800	+6.818e+03	+3.292e+03	+9.046e+03	+0.326
11.000	+4.611e+03	+2.080e+03	+7.220e+03	+0.311
11.200	+5.143e+03	+1.875e+03	+7.131e+03	+0.267
11.400	+5.081e+03	+2.709e+03	+6.395e+03	+0.348
11.600	+5.384e+03	+2.297e+03	+7.878e+03	+0.299
11.800	+5.333e+03	+4.041e+03	+5.700e+03	+0.431
12.000	+5.984e+03	+2.479e+03	+7.603e+03	+0.293
12.200	+7.258e+03	+2.257e+03	+6.475e+03	+0.237
12.400	+3.095e+03	+3.158e+03	+6.853e+03	+0.505
12.600	+7.157e+03	+2.347e+03	+7.307e+03	+0.247
12.800	+7.001e+03	+1.334e+03	+6.716e+03	+0.160
13.000	+5.075e+03	+3.051e+03	+7.361e+03	+0.375
13.200	+5.285e+03	+2.777e+03	+7.621e+03	+0.344
13.400	+5.425e+03	+2.528e+03	+7.091e+03	+0.318
13.600	+5.646e+03	+1.241e+03	+7.115e+03	+0.180
13.800	+5.614e+03	+2.483e+03	+5.797e+03	+0.307
14.000	+4.825e+03	+1.370e+03	+8.111e+03	+0.221
14.200	+6.015e+03	+2.904e+03	+9.213e+03	+0.326
14.400	+4.535e+03	+3.290e+03	+8.303e+03	+0.420
14.600	+3.515e+03	+1.213e+03	+8.259e+03	+0.257
14.800	+5.600e+03	+1.896e+03	+8.239e+03	+0.253
15.000	+5.869e+03	+2.630e+03	+7.382e+03	+0.309
15.200	+5.807e+03	+2.530e+03	+9.331e+03	+0.303
15.400	+4.685e+03	+4.455e+03	+8.160e+03	+0.487
15.600	+6.661e+03	+2.115e+03	+8.164e+03	+0.241
15.800	+4.159e+03	+4.796e+02	+9.059e+03	+0.103
16.000	+4.342e+03	+3.465e+03	+5.114e+03	+0.444
16.200	+4.497e+03	+1.074e+03	+7.668e+03	+0.193
16.400	+4.528e+03	+1.622e+03	+6.767e+03	+0.264
