%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.022e+04	+3.521e+03	+1.313e+04	+0.256
0.200	+7.356e+03	+3.987e+03	+1.226e+04	+0.352
0.400	+9.599e+03	+3.944e+03	+1.070e+04	+0.291
0.600	+7.304e+03	+3.761e+03	+1.162e+04	+0.340
0.800	+6.249e+03	+3.484e+03	+1.193e+04	+0.358
1.000	+7.440e+03	+3.818e+03	+1.420e+04	+0.339
1.200	+5.686e+03	+2.441e+03	+1.319e+04	+0.300
1.400	+7.759e+03	+2.072e+03	+1.363e+04	+0.211
1.600	+8.243e+03	+2.654e+03	+1.017e+04	+0.244
1.800	+9.081e+03	+5.388e+03	+1.092e+04	+0.372
2.000	+7.081e+03	+3.483e+03	+1.604e+04	+0.330
2.200	+3.638e+03	+3.448e+03	+1.019e+04	+0.487
2.400	+6.707e+03	+2.356e+03	+1.344e+04	+0.260
2.600	+1.074e+04	+3.648e+03	+1.064e+04	+0.254
2.800	+8.624e+03	+3.701e+03	+1.140e+04	+0.300
3.000	+1.029e+04	+3.576e+03	+1.133e+04	+0.258
3.200	+7.516e+03	+5.281e+03	+9.169e+03	+0.413
3.400	+9.126e+03	+3.306e+03	+1.293e+04	+0.266
3.600	+6.490e+03	+4.152e+03	+1.247e+04	+0.390
3.800	+8.958e+03	+2.039e+03	+1.108e+04	+0.185
4.000	+7.866e+03	+3.901e+03	+1.399e+04	+0.332
4.200	+8.023e+03	+2.850e+03	+1.127e+04	+0.262
4.400	+1.295e+04	+2.965e+03	+9.278e+03	+0.186
4.600	+9.014e+03	+2.403e+03	+1.202e+04	+0.210
4.800	+8.986e+03	+2.622e+03	+1.154e+04	+0.226
5.000	+6.956e+03	+2.517e+03	+1.067e+04	+0.266
5.200	+5.444e+03	+3.730e+03	+1.122e+04	+0.407
5.400	+5.801e+03	+4.663e+03	+1.081e+04	+0.446
5.600	+7.920e+03	+3.700e+03	+1.184e+04	+0.318
5.800	+8.333e+03	+3.732e+03	+9.890e+03	+0.309
6.000	+6.487e+03	+2.376e+03	+1.458e+04	+0.268
6.200	+9.719e+03	+5.769e+03	+9.321e+03	+0.372
6.400	+5.916e+03	+3.505e+03	+1.013e+04	+0.372
6.600	+8.019e+03	+4.152e+03	+1.071e+04	+0.341
6.800	+5.507e+03	+3.902e+03	+1.039e+04	+0.415
7.000	+7.988e+03	+3.131e+03	+1.208e+04	+0.282
7.200	+1.045e+04	+3.179e+03	+1.180e+04	+0.233
7.400	+1.025e+04	+3.993e+03	+1.235e+04	+0.280
7.600	+6.913e+03	+5.576e+03	+9.930e+03	+0.446
7.800	+8.691e+03	+5.165e+03	+9.518e+03	+0.373
8.000	+5.067e+03	+5.035e+03	+1.437e+04	+0.498
8.200	+8.997e+03	+2.603e+03	+1.412e+04	+0.224
8.400	+8.052e+03	+3.458e+03	+9.131e+03	+0.300
8.600	+7.916e+03	+2.630e+03	+1.228e+04	+0.249
8.800	+6.285e+03	+2.393e+03	+1.240e+04	+0.276
9.000	+7.872e+03	-1.277e+02	+1.107e+04	-0.016
9.200	+6.739e+03	+2.806e+03	+1.135e+04	+0.294
9.400	+1.065e+04	+6.495e+03	+9.004e+03	+0.379
9.600	+9.735e+03	+5.062e+03	+1.159e+04	+0.342
9.800	+8.809e+03	+3.966e+03	+1.196e+04	+0.310
10.000	+6.971e+03	+4.249e+03	+1.273e+04	+0.379
10.200	+6.951e+03	+3.502e+03	+1.134e+04	+0.335
10.400	+1.011e+04	+4.321e+03	+1.225e+04	+0.299
10.600	+7.175e+03	+3.914e+03	+1.355e+04	+0.353
10.800	+7.469e+03	+2.805e+03	+1.005e+04	+0.273
11.000	+1.075e+04	+2.009e+03	+1.393e+04	+0.157
11.200	+7.503e+03	+2.685e+03	+1.105e+04	+0.264
11.400	+8.875e+03	+3.393e+03	+1.205e+04	+0.277
11.600	+8.446e+03	+2.947e+03	+1.402e+04	+0.259
11.800	+1.016e+04	+2.253e+03	+1.366e+04	+0.182
12.000	+1.129e+04	+5.181e+03	+1.165e+04	+0.315
12.200	+8.606e+03	+2.384e+03	+1.411e+04	+0.217
12.400	+1.041e+04	+4.631e+03	+9.397e+03	+0.308
12.600	+6.049e+03	+2.535e+03	+1.368e+04	+0.295
12.800	+7.357e+03	+1.683e+03	+8.955e+03	+0.186
13.000	+7.875e+03	+4.706e+03	+1.392e+04	+0.374
13.200	+1.111e+04	+3.752e+03	+9.579e+03	+0.252
13.400	+7.835e+03	+3.692e+03	+1.113e+04	+0.320
13.600	+1.197e+04	+3.778e+03	+1.366e+04	+0.240
13.800	+1.116e+04	+3.877e+03	+1.129e+04	+0.258
14.000	+7.938e+03	+7.351e+02	+1.282e+04	+0.085
14.200	+7.006e+03	+3.085e+03	+1.422e+04	+0.306
