%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.887e+03	+8.086e+03	+1.150e+04	+0.737
0.200	+2.793e+03	+7.943e+03	+7.798e+03	+0.740
0.400	+3.328e+03	+7.550e+03	+8.486e+03	+0.694
0.600	+2.330e+03	+5.908e+03	+7.513e+03	+0.717
0.800	+3.567e+03	+7.137e+03	+8.424e+03	+0.667
1.000	+2.092e+03	+7.256e+03	+8.094e+03	+0.776
1.200	+4.212e+03	+6.537e+03	+1.135e+04	+0.608
1.400	+1.752e+03	+7.913e+03	+7.023e+03	+0.819
1.600	+2.140e+03	+6.912e+03	+9.035e+03	+0.764
1.800	+1.153e+03	+5.304e+03	+7.510e+03	+0.821
2.000	+1.951e+03	+5.859e+03	+9.197e+03	+0.750
2.200	+2.225e+03	+8.757e+03	+9.359e+03	+0.797
2.400	+2.150e+03	+4.595e+03	+7.352e+03	+0.681
2.600	+2.772e+03	+8.757e+03	+9.740e+03	+0.760
2.800	+2.300e+03	+7.636e+03	+7.870e+03	+0.769
3.000	+4.978e+03	+6.655e+03	+9.462e+03	+0.572
3.200	+2.936e+03	+6.044e+03	+8.207e+03	+0.673
3.400	+2.155e+03	+7.965e+03	+9.027e+03	+0.787
3.600	+1.424e+03	+8.686e+03	+8.262e+03	+0.859
3.800	+2.677e+03	+1.000e+04	+9.483e+03	+0.789
4.000	+2.584e+03	+5.543e+03	+9.417e+03	+0.682
4.200	+3.032e+03	+8.797e+03	+9.252e+03	+0.744
4.400	+1.787e+03	+8.497e+03	+8.860e+03	+0.826
4.600	+1.459e+03	+4.565e+03	+8.591e+03	+0.758
4.800	+1.816e+03	+9.071e+03	+9.904e+03	+0.833
5.000	+2.445e+03	+5.659e+03	+7.992e+03	+0.698
5.200	+1.810e+03	+7.810e+03	+9.261e+03	+0.812
5.400	+1.580e+03	+7.287e+03	+8.746e+03	+0.822
5.600	+1.684e+03	+4.439e+03	+7.946e+03	+0.725
5.800	+2.734e+03	+6.676e+03	+8.917e+03	+0.709
6.000	+2.475e+03	+9.150e+03	+7.582e+03	+0.787
6.200	+2.096e+03	+6.792e+03	+1.036e+04	+0.764
6.400	+2.504e+03	+7.660e+03	+7.864e+03	+0.754
6.600	+1.807e+03	+7.263e+03	+8.641e+03	+0.801
6.800	+3.603e+03	+6.278e+03	+8.368e+03	+0.635
7.000	+3.023e+03	+5.353e+03	+7.722e+03	+0.639
7.200	+1.877e+03	+7.529e+03	+8.982e+03	+0.800
7.400	+1.655e+03	+6.903e+03	+1.091e+04	+0.807
7.600	+2.502e+03	+6.865e+03	+9.616e+03	+0.733
7.800	+1.903e+03	+5.840e+03	+7.995e+03	+0.754
8.000	+7.258e+02	+6.927e+03	+1.005e+04	+0.905
8.200	+3.284e+02	+7.943e+03	+7.473e+03	+0.960
8.400	+1.195e+03	+6.060e+03	+7.795e+03	+0.835
8.600	+2.127e+03	+5.650e+03	+8.782e+03	+0.726
8.800	+2.698e+03	+6.353e+03	+9.964e+03	+0.702
9.000	+2.503e+03	+5.837e+03	+9.315e+03	+0.700
9.200	+9.494e+02	+6.953e+03	+8.539e+03	+0.880
9.400	+3.051e+03	+7.487e+03	+9.380e+03	+0.710
9.600	+2.932e+03	+6.717e+03	+7.902e+03	+0.696
9.800	+3.739e+03	+5.467e+03	+9.669e+03	+0.594
10.000	+2.035e+03	+6.903e+03	+8.975e+03	+0.772
10.200	+2.126e+03	+6.593e+03	+9.669e+03	+0.756
10.400	+2.253e+03	+5.708e+03	+8.150e+03	+0.717
10.600	+2.643e+03	+8.456e+03	+7.880e+03	+0.762
10.800	+1.889e+03	+6.603e+03	+1.225e+04	+0.778
11.000	+5.871e+02	+4.640e+03	+8.946e+03	+0.888
11.200	+3.643e+03	+7.698e+03	+9.345e+03	+0.679
11.400	+1.915e+03	+5.297e+03	+7.680e+03	+0.734
11.600	+2.867e+03	+8.012e+03	+1.057e+04	+0.736
11.800	+2.476e+03	+8.362e+03	+7.335e+03	+0.772
12.000	+2.021e+03	+7.126e+03	+8.500e+03	+0.779
12.200	+3.628e+03	+6.528e+03	+6.040e+03	+0.643
12.400	+2.312e+03	+6.528e+03	+8.705e+03	+0.738
12.600	+1.481e+03	+8.730e+03	+8.984e+03	+0.855
12.800	+1.254e+03	+4.830e+03	+7.539e+03	+0.794
13.000	+7.686e+02	+5.823e+03	+7.948e+03	+0.883
13.200	+2.567e+02	+8.237e+03	+9.103e+03	+0.970
13.400	+2.727e+03	+5.031e+03	+7.268e+03	+0.648
13.600	+9.012e+02	+6.140e+03	+7.662e+03	+0.872
13.800	+1.314e+03	+6.546e+03	+5.984e+03	+0.833
14.000	+1.255e+03	+5.139e+03	+8.107e+03	+0.804
14.200	+2.335e+03	+8.293e+03	+8.513e+03	+0.780
14.400	+3.352e+03	+6.814e+03	+9.361e+03	+0.670
14.600	+2.575e+03	+6.740e+03	+9.574e+03	+0.724
14.800	+2.129e+03	+6.337e+03	+8.091e+03	+0.749
15.000	+2.533e+03	+4.546e+03	+9.815e+03	+0.642
15.200	+2.291e+03	+6.453e+03	+1.007e+04	+0.738
15.400	+1.941e+03	+6.833e+03	+7.185e+03	+0.779
15.600	+2.847e+03	+6.386e+03	+7.666e+03	+0.692
15.800	+1.630e+03	+4.343e+03	+8.810e+03	+0.727
16.000	+2.849e+03	+5.605e+03	+7.224e+03	+0.663
16.200	+3.659e+03	+6.342e+03	+9.367e+03	+0.634
16.400	+1.679e+03	+6.553e+03	+8.688e+03	+0.796
16.600	+2.726e+03	+6.128e+03	+1.027e+04	+0.692
16.800	+1.745e+03	+6.312e+03	+9.861e+03	+0.783
17.000	+3.955e+03	+7.538e+03	+1.058e+04	+0.656
17.200	+3.166e+03	+5.871e+03	+6.933e+03	+0.650
17.400	+2.245e+03	+7.561e+03	+1.224e+04	+0.771
17.600	+1.246e+03	+6.033e+03	+8.406e+03	+0.829
17.800	+1.815e+03	+5.234e+03	+8.995e+03	+0.743
18.000	+2.978e+03	+7.151e+03	+9.458e+03	+0.706
18.200	+2.226e+03	+8.291e+03	+8.719e+03	+0.788
18.400	+2.149e+03	+7.264e+03	+6.124e+03	+0.772
18.600	+1.465e+03	+6.768e+03	+1.160e+04	+0.822
18.800	+1.349e+03	+8.463e+03	+1.007e+04	+0.862
19.000	+3.041e+03	+6.568e+03	+8.920e+03	+0.684
19.200	+3.066e+03	+7.384e+03	+1.067e+04	+0.707
19.400	+3.583e+03	+5.628e+03	+7.383e+03	+0.611
19.600	+4.345e+03	+7.891e+03	+9.772e+03	+0.645
19.800	+2.205e+03	+5.064e+03	+1.064e+04	+0.697
20.000	+1.379e+03	+8.885e+03	+8.198e+03	+0.866
20.200	+3.696e+03	+7.403e+03	+6.909e+03	+0.667
20.400	+1.710e+03	+6.435e+03	+8.871e+03	+0.790
20.600	+1.398e+03	+7.676e+03	+1.009e+04	+0.846
20.800	+3.588e+03	+4.494e+03	+9.344e+03	+0.556
21.000	+1.238e+03	+9.093e+03	+1.051e+04	+0.880
21.200	+2.620e+03	+8.285e+03	+1.028e+04	+0.760
21.400	+2.281e+03	+7.319e+03	+9.109e+03	+0.762
21.600	+2.774e+03	+6.801e+03	+9.987e+03	+0.710
21.800	+1.772e+03	+7.486e+03	+8.021e+03	+0.809
