%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.269e+03	+1.780e+03	+8.642e+03	+0.294
0.200	+6.259e+03	+1.900e+03	+9.754e+03	+0.233
0.400	+6.874e+03	+3.941e+03	+8.128e+03	+0.364
0.600	+3.504e+03	+2.962e+03	+7.803e+03	+0.458
0.800	+6.673e+03	+2.560e+03	+7.482e+03	+0.277
1.000	+4.970e+03	+1.202e+03	+6.445e+03	+0.195
1.200	+4.941e+03	+1.999e+03	+8.812e+03	+0.288
1.400	+6.096e+03	+2.245e+03	+8.167e+03	+0.269
1.600	+3.549e+03	+2.660e+03	+8.373e+03	+0.428
1.800	+4.842e+03	+2.130e+03	+9.414e+03	+0.306
2.000	+6.168e+03	+2.095e+03	+6.293e+03	+0.254
2.200	+5.149e+03	+1.741e+03	+7.642e+03	+0.253
2.400	+4.701e+03	+7.901e+02	+7.817e+03	+0.144
2.600	+4.187e+03	+2.499e+03	+4.181e+03	+0.374
2.800	+4.597e+03	+2.346e+03	+8.292e+03	+0.338
3.000	+7.028e+03	+2.182e+03	+7.815e+03	+0.237
3.200	+6.551e+03	+9.183e+02	+6.416e+03	+0.123
3.400	+6.396e+03	+1.671e+03	+8.484e+03	+0.207
3.600	+3.526e+03	+1.576e+03	+8.735e+03	+0.309
3.800	+4.584e+03	+2.843e+03	+6.508e+03	+0.383
4.000	+5.212e+03	+2.181e+03	+5.726e+03	+0.295
4.200	+6.073e+03	+1.701e+03	+8.718e+03	+0.219
4.400	+5.262e+03	+1.889e+03	+6.800e+03	+0.264
4.600	+4.922e+03	+1.576e+03	+8.037e+03	+0.243
4.800	+4.228e+03	+3.008e+03	+7.989e+03	+0.416
5.000	+5.074e+03	+3.519e+03	+7.663e+03	+0.410
5.200	+5.863e+03	+2.865e+03	+7.841e+03	+0.328
5.400	+5.680e+03	+3.711e+03	+9.439e+03	+0.395
5.600	+2.719e+03	+2.967e+03	+5.930e+03	+0.522
5.800	+5.317e+03	+2.161e+03	+6.921e+03	+0.289
6.000	+5.276e+03	+2.680e+03	+7.873e+03	+0.337
6.200	+5.676e+03	+2.001e+03	+8.314e+03	+0.261
6.400	+5.814e+03	+3.276e+03	+6.917e+03	+0.360
6.600	+4.486e+03	+2.936e+03	+7.462e+03	+0.396
6.800	+7.066e+03	+2.880e+03	+7.638e+03	+0.290
7.000	+5.710e+03	+2.019e+03	+6.621e+03	+0.261
7.200	+5.427e+03	+3.159e+03	+6.865e+03	+0.368
7.400	+4.649e+03	+2.930e+03	+7.241e+03	+0.387
7.600	+7.080e+03	+3.132e+03	+6.334e+03	+0.307
7.800	+4.159e+03	+7.645e+02	+8.093e+03	+0.155
8.000	+4.611e+03	+1.630e+03	+7.634e+03	+0.261
8.200	+5.837e+03	+2.911e+03	+6.335e+03	+0.333
8.400	+6.181e+03	+3.072e+03	+6.780e+03	+0.332
8.600	+4.530e+03	+2.294e+03	+9.098e+03	+0.336
8.800	+6.098e+03	+3.217e+03	+7.863e+03	+0.345
9.000	+5.201e+03	+2.207e+03	+6.823e+03	+0.298
9.200	+2.804e+03	+4.345e+03	+6.760e+03	+0.608
9.400	+5.011e+03	+1.535e+03	+7.674e+03	+0.235
9.600	+7.060e+03	+2.664e+03	+7.416e+03	+0.274
9.800	+4.585e+03	+2.675e+03	+6.512e+03	+0.368
10.000	+4.552e+03	+8.920e+02	+5.817e+03	+0.164
10.200	+5.570e+03	+4.176e+03	+8.225e+03	+0.429
10.400	+5.105e+03	+2.446e+03	+7.065e+03	+0.324
10.600	+4.265e+03	+2.513e+03	+9.845e+03	+0.371
10.800	+4.879e+03	+2.718e+03	+7.224e+03	+0.358
11.000	+4.014e+03	+1.667e+03	+7.706e+03	+0.293
11.200	+6.396e+03	+2.812e+03	+7.397e+03	+0.305
11.400	+3.932e+03	+3.002e+03	+8.165e+03	+0.433
11.600	+5.191e+03	+1.382e+03	+8.126e+03	+0.210
11.800	+4.812e+03	+2.600e+03	+8.358e+03	+0.351
12.000	+5.607e+03	+8.377e+02	+7.753e+03	+0.130
12.200	+4.429e+03	+3.843e+03	+7.319e+03	+0.465
12.400	+3.760e+03	+2.884e+03	+6.780e+03	+0.434
12.600	+5.738e+03	+2.274e+03	+7.081e+03	+0.284
12.800	+5.662e+03	+2.056e+03	+8.083e+03	+0.266
13.000	+5.661e+03	+3.199e+03	+6.502e+03	+0.361
13.200	+3.359e+03	+2.326e+03	+1.115e+04	+0.409
13.400	+4.112e+03	+2.473e+03	+7.285e+03	+0.376
13.600	+7.394e+03	+2.425e+03	+6.414e+03	+0.247
13.800	+4.875e+03	+2.326e+03	+7.922e+03	+0.323
14.000	+3.920e+03	+1.037e+03	+6.950e+03	+0.209
14.200	+5.004e+03	+3.191e+03	+9.646e+03	+0.389
14.400	+4.924e+03	+3.003e+03	+8.135e+03	+0.379
14.600	+6.115e+03	+2.126e+03	+7.859e+03	+0.258
14.800	+4.723e+03	+1.320e+03	+7.721e+03	+0.218
15.000	+5.564e+03	+1.266e+03	+7.207e+03	+0.185
15.200	+5.395e+03	+2.357e+03	+6.720e+03	+0.304
15.400	+4.623e+03	+1.591e+03	+6.884e+03	+0.256
15.600	+4.698e+03	+1.730e+03	+6.976e+03	+0.269
15.800	+5.848e+03	+1.422e+03	+7.619e+03	+0.196
