%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+8.109e+03	+5.081e+03	+1.115e+04	+0.385
0.200	+8.680e+03	+3.467e+03	+1.098e+04	+0.285
0.400	+8.873e+03	+3.480e+03	+1.196e+04	+0.282
0.600	+7.956e+03	+4.174e+03	+1.467e+04	+0.344
0.800	+7.145e+03	+2.600e+03	+1.319e+04	+0.267
1.000	+6.407e+03	+2.490e+03	+9.374e+03	+0.280
1.200	+7.625e+03	+3.207e+03	+1.280e+04	+0.296
1.400	+6.219e+03	+4.302e+03	+9.582e+03	+0.409
1.600	+8.540e+03	+3.505e+03	+1.125e+04	+0.291
1.800	+7.450e+03	+3.983e+03	+1.294e+04	+0.348
2.000	+9.169e+03	+4.586e+03	+1.033e+04	+0.333
2.200	+8.984e+03	+2.362e+03	+1.277e+04	+0.208
2.400	+8.739e+03	+4.564e+03	+1.291e+04	+0.343
2.600	+6.409e+03	+2.784e+03	+1.009e+04	+0.303
2.800	+5.733e+03	+1.759e+03	+1.409e+04	+0.235
3.000	+6.889e+03	+4.614e+03	+1.120e+04	+0.401
3.200	+9.724e+03	+3.897e+03	+1.198e+04	+0.286
3.400	+8.077e+03	+3.827e+03	+9.786e+03	+0.322
3.600	+7.382e+03	+4.229e+03	+1.275e+04	+0.364
3.800	+5.867e+03	+2.275e+03	+1.391e+04	+0.279
4.000	+8.513e+03	+2.616e+03	+1.208e+04	+0.235
4.200	+9.483e+03	+3.780e+03	+1.190e+04	+0.285
4.400	+5.816e+03	+1.999e+03	+7.399e+03	+0.256
4.600	+6.335e+03	+3.729e+03	+1.132e+04	+0.371
4.800	+8.592e+03	+3.122e+03	+1.134e+04	+0.267
5.000	+8.206e+03	+4.218e+03	+1.073e+04	+0.339
5.200	+8.442e+03	+2.937e+03	+1.018e+04	+0.258
5.400	+8.938e+03	+3.825e+02	+8.255e+03	+0.041
5.600	+6.809e+03	+3.642e+03	+1.262e+04	+0.348
5.800	+7.804e+03	+3.477e+03	+1.052e+04	+0.308
6.000	+7.678e+03	+3.894e+03	+1.149e+04	+0.337
6.200	+8.879e+03	+3.951e+03	+1.265e+04	+0.308
6.400	+6.190e+03	+5.188e+03	+1.375e+04	+0.456
6.600	+6.975e+03	+3.924e+03	+1.200e+04	+0.360
6.800	+6.834e+03	+2.697e+03	+1.231e+04	+0.283
7.000	+7.971e+03	+4.049e+03	+1.090e+04	+0.337
7.200	+6.359e+03	+1.663e+03	+1.088e+04	+0.207
7.400	+5.970e+03	+3.277e+03	+1.252e+04	+0.354
7.600	+7.710e+03	+4.083e+03	+1.060e+04	+0.346
7.800	+5.383e+03	+4.594e+03	+1.095e+04	+0.460
8.000	+7.915e+03	+5.073e+03	+8.268e+03	+0.391
8.200	+1.017e+04	+2.851e+03	+1.364e+04	+0.219
8.400	+5.732e+03	+3.521e+03	+1.142e+04	+0.381
8.600	+7.125e+03	+4.437e+03	+1.252e+04	+0.384
8.800	+7.756e+03	+2.537e+03	+1.359e+04	+0.247
9.000	+6.084e+03	+3.051e+03	+1.028e+04	+0.334
9.200	+7.316e+03	+1.897e+03	+1.133e+04	+0.206
9.400	+6.617e+03	+2.685e+03	+1.436e+04	+0.289
9.600	+7.425e+03	+2.921e+03	+7.906e+03	+0.282
9.800	+7.682e+03	+4.617e+03	+1.210e+04	+0.375
10.000	+9.077e+03	+4.164e+03	+9.287e+03	+0.314
10.200	+6.843e+03	+3.920e+03	+9.858e+03	+0.364
10.400	+9.181e+03	+2.995e+03	+1.325e+04	+0.246
10.600	+9.397e+03	+2.246e+03	+1.166e+04	+0.193
10.800	+4.939e+03	+5.473e+03	+1.237e+04	+0.526
11.000	+7.496e+03	+2.550e+03	+1.097e+04	+0.254
11.200	+7.878e+03	+2.806e+03	+1.231e+04	+0.263
11.400	+8.085e+03	+4.771e+03	+7.269e+03	+0.371
11.600	+6.595e+03	+4.133e+03	+1.240e+04	+0.385
11.800	+6.763e+03	+3.862e+03	+1.074e+04	+0.363
12.000	+8.470e+03	+4.146e+03	+1.075e+04	+0.329
12.200	+8.347e+03	+4.333e+03	+1.018e+04	+0.342
12.400	+7.264e+03	+3.542e+03	+1.079e+04	+0.328
12.600	+5.817e+03	+3.861e+03	+1.086e+04	+0.399
12.800	+8.790e+03	+2.796e+03	+1.208e+04	+0.241
13.000	+8.463e+03	+2.948e+03	+9.712e+03	+0.258
13.200	+5.920e+03	+3.023e+03	+1.068e+04	+0.338
13.400	+9.474e+03	+3.260e+03	+7.762e+03	+0.256
13.600	+6.294e+03	+6.890e+03	+1.399e+04	+0.523
13.800	+6.187e+03	+3.649e+03	+1.375e+04	+0.371
14.000	+6.838e+03	+1.024e+03	+1.367e+04	+0.130
14.200	+7.914e+03	+2.714e+03	+9.695e+03	+0.255
14.400	+7.359e+03	+2.535e+03	+1.154e+04	+0.256
14.600	+7.905e+03	+3.444e+03	+9.413e+03	+0.303
14.800	+9.639e+03	+3.061e+03	+9.427e+03	+0.241
15.000	+7.206e+03	+4.564e+03	+1.158e+04	+0.388
15.200	+9.236e+03	+3.463e+03	+9.435e+03	+0.273
15.400	+7.990e+03	+4.613e+03	+8.402e+03	+0.366
15.600	+9.552e+03	+2.247e+03	+9.344e+03	+0.190
15.800	+8.442e+03	+4.230e+03	+7.885e+03	+0.334
16.000	+9.106e+03	+3.943e+03	+1.458e+04	+0.302
16.200	+5.070e+03	+2.314e+03	+1.260e+04	+0.313
16.400	+5.500e+03	+3.832e+03	+8.928e+03	+0.411
16.600	+6.381e+03	+7.533e+02	+1.081e+04	+0.106
16.800	+8.129e+03	+3.998e+03	+1.090e+04	+0.330
17.000	+7.056e+03	+2.667e+03	+1.076e+04	+0.274
17.200	+8.376e+03	+1.859e+03	+1.106e+04	+0.182
17.400	+9.838e+03	+2.154e+03	+1.166e+04	+0.180
17.600	+1.046e+04	+3.350e+03	+1.120e+04	+0.243
17.800	+7.177e+03	+3.337e+03	+1.254e+04	+0.317
18.000	+8.939e+03	+2.307e+03	+1.125e+04	+0.205
18.200	+7.390e+03	+2.622e+03	+1.004e+04	+0.262
18.400	+8.366e+03	+2.977e+03	+8.287e+03	+0.262
18.600	+8.308e+03	+4.349e+03	+1.142e+04	+0.344
18.800	+6.737e+03	+3.984e+03	+1.097e+04	+0.372
19.000	+1.188e+04	+4.672e+03	+1.124e+04	+0.282
19.200	+7.522e+03	+1.931e+03	+1.127e+04	+0.204
19.400	+8.484e+03	+2.963e+03	+1.272e+04	+0.259
19.600	+7.709e+03	+3.870e+03	+9.559e+03	+0.334
19.800	+6.053e+03	+1.279e+03	+7.550e+03	+0.174
20.000	+8.922e+03	+3.898e+03	+9.354e+03	+0.304
20.200	+7.731e+03	+3.014e+03	+9.474e+03	+0.281
20.400	+4.394e+03	+2.410e+03	+8.679e+03	+0.354
20.600	+4.977e+03	+2.983e+03	+1.106e+04	+0.375
20.800	+5.373e+03	+3.892e+03	+1.296e+04	+0.420
21.000	+7.407e+03	+3.493e+03	+1.370e+04	+0.320
21.200	+5.637e+03	+2.831e+03	+1.358e+04	+0.334
21.400	+6.343e+03	+4.823e+03	+1.313e+04	+0.432
21.600	+8.528e+03	+5.045e+03	+1.371e+04	+0.372
21.800	+8.327e+03	+4.959e+03	+1.046e+04	+0.373
22.000	+6.286e+03	+3.752e+03	+1.130e+04	+0.374
22.200	+6.448e+03	+5.863e+03	+1.320e+04	+0.476
22.400	+8.292e+03	+2.226e+03	+1.079e+04	+0.212
22.600	+9.022e+03	+2.950e+03	+1.251e+04	+0.246
22.800	+6.584e+03	+4.753e+03	+1.184e+04	+0.419
23.000	+7.403e+03	+2.165e+03	+1.612e+04	+0.226
23.200	+8.833e+03	+3.330e+03	+1.255e+04	+0.274
23.400	+7.355e+03	+3.404e+03	+1.099e+04	+0.316
23.600	+7.140e+03	+2.550e+03	+8.855e+03	+0.263
23.800	+1.066e+04	+2.606e+03	+9.598e+03	+0.196
