%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.513e+03	+2.136e+03	+8.379e+03	+0.247
0.200	+4.973e+03	+1.226e+03	+1.059e+04	+0.198
0.400	+3.984e+03	+1.505e+03	+7.719e+03	+0.274
0.600	+4.914e+03	+2.381e+03	+9.802e+03	+0.326
0.800	+8.021e+03	+1.687e+03	+8.893e+03	+0.174
1.000	+5.824e+03	+2.438e+03	+8.155e+03	+0.295
1.200	+5.134e+03	+1.810e+03	+1.201e+04	+0.261
1.400	+5.442e+03	+2.805e+03	+7.345e+03	+0.340
1.600	+8.110e+03	+1.035e+03	+9.915e+03	+0.113
1.800	+5.500e+03	+1.478e+03	+8.415e+03	+0.212
2.000	+6.127e+03	+2.136e+03	+6.370e+03	+0.259
2.200	+5.914e+03	+3.783e+03	+9.198e+03	+0.390
2.400	+5.819e+03	+2.772e+03	+7.724e+03	+0.323
2.600	+4.748e+03	+2.119e+03	+5.841e+03	+0.309
2.800	+6.143e+03	+2.255e+03	+8.690e+03	+0.269
3.000	+6.714e+03	+2.026e+03	+7.604e+03	+0.232
3.200	+4.551e+03	+1.237e+03	+9.135e+03	+0.214
3.400	+5.763e+03	+3.070e+03	+6.520e+03	+0.348
3.600	+5.313e+03	+4.047e+03	+8.646e+03	+0.432
3.800	+4.052e+03	+1.161e+03	+6.352e+03	+0.223
4.000	+7.203e+03	+3.251e+03	+8.591e+03	+0.311
4.200	+8.744e+03	+2.927e+03	+8.666e+03	+0.251
4.400	+4.173e+03	+2.304e+03	+9.195e+03	+0.356
4.600	+6.246e+03	+2.575e+03	+7.147e+03	+0.292
4.800	+6.819e+03	+3.600e+03	+1.014e+04	+0.346
5.000	+5.137e+03	+6.217e+02	+7.579e+03	+0.108
5.200	+4.347e+03	+2.321e+03	+9.566e+03	+0.348
5.400	+4.918e+03	+1.933e+03	+9.114e+03	+0.282
5.600	+5.506e+03	+3.205e+03	+7.077e+03	+0.368
5.800	+4.854e+03	+3.901e+03	+6.631e+03	+0.446
6.000	+4.862e+03	+1.375e+03	+7.318e+03	+0.220
6.200	+6.479e+03	+3.433e+03	+9.193e+03	+0.346
6.400	+4.925e+03	+2.007e+03	+8.412e+03	+0.290
6.600	+5.896e+03	+2.129e+03	+7.982e+03	+0.265
6.800	+6.203e+03	+2.889e+03	+7.828e+03	+0.318
7.000	+6.048e+03	+2.610e+03	+8.211e+03	+0.301
7.200	+6.545e+03	+2.586e+03	+8.020e+03	+0.283
