%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.506e+03	+4.325e+03	+9.595e+03	+0.440
0.200	+7.462e+03	+2.952e+03	+1.012e+04	+0.283
0.400	+4.769e+03	+1.762e+03	+1.113e+04	+0.270
0.600	+9.001e+03	+3.925e+03	+1.156e+04	+0.304
0.800	+6.816e+03	+4.663e+03	+8.713e+03	+0.406
1.000	+8.375e+03	+3.615e+03	+8.172e+03	+0.302
1.200	+7.565e+03	+4.612e+03	+9.876e+03	+0.379
1.400	+2.536e+03	+4.107e+03	+9.969e+03	+0.618
1.600	+1.570e+03	+6.409e+03	+9.924e+03	+0.803
1.800	+1.628e+03	+7.345e+03	+1.105e+04	+0.819
2.000	+2.554e+03	+8.824e+03	+1.097e+04	+0.776
2.200	+2.070e+03	+6.112e+03	+8.656e+03	+0.747
2.400	+2.179e+03	+6.707e+03	+1.057e+04	+0.755
2.600	+2.041e+03	+7.013e+03	+1.199e+04	+0.775
2.800	+2.398e+03	+6.549e+03	+9.140e+03	+0.732
3.000	+2.891e+03	+8.735e+03	+1.004e+04	+0.751
3.200	+5.728e+03	+2.846e+03	+8.324e+03	+0.332
3.400	+5.628e+03	+3.092e+03	+1.005e+04	+0.355
3.600	+3.968e+03	+4.372e+03	+1.026e+04	+0.524
3.800	+7.236e+03	+2.624e+03	+1.251e+04	+0.266
4.000	+7.518e+03	+4.739e+03	+1.100e+04	+0.387
4.200	+6.343e+03	+2.557e+03	+1.087e+04	+0.287
4.400	+1.064e+04	+2.447e+03	+9.671e+03	+0.187
4.600	+7.030e+03	+5.281e+03	+8.571e+03	+0.429
4.800	+5.942e+03	+3.612e+03	+1.177e+04	+0.378
5.000	+9.541e+03	+2.291e+03	+8.723e+03	+0.194
5.200	+9.943e+03	+3.170e+03	+1.222e+04	+0.242
5.400	+1.070e+04	+3.758e+03	+9.920e+03	+0.260
5.600	+5.921e+03	+1.874e+03	+9.165e+03	+0.240
5.800	+4.808e+03	+3.302e+03	+8.946e+03	+0.407
6.000	+7.075e+03	+2.636e+03	+1.110e+04	+0.271
6.200	+5.182e+03	+2.495e+03	+1.150e+04	+0.325
6.400	+4.588e+03	+1.861e+03	+9.953e+03	+0.289
6.600	+5.600e+03	+3.949e+03	+8.507e+03	+0.414
6.800	+6.324e+03	+4.255e+03	+1.023e+04	+0.402
7.000	+1.994e+03	+6.289e+03	+1.095e+04	+0.759
7.200	+1.344e+03	+8.186e+03	+9.147e+03	+0.859
7.400	+3.234e+03	+4.686e+03	+7.369e+03	+0.592
7.600	+3.984e+03	+8.325e+03	+1.023e+04	+0.676
7.800	+3.976e+03	+7.575e+03	+1.057e+04	+0.656
8.000	+2.421e+03	+7.990e+03	+1.035e+04	+0.767
8.200	+5.038e+03	+7.224e+03	+9.802e+03	+0.589
8.400	+6.429e+03	+3.111e+03	+9.075e+03	+0.326
8.600	+5.301e+03	+3.315e+03	+9.328e+03	+0.385
8.800	+9.239e+03	+1.811e+03	+1.195e+04	+0.164
9.000	+5.736e+03	+3.307e+03	+9.548e+03	+0.366
9.200	+6.944e+03	+1.075e+03	+1.171e+04	+0.134
9.400	+5.866e+03	+2.275e+03	+7.460e+03	+0.279
9.600	+7.640e+03	+2.426e+03	+1.238e+04	+0.241
9.800	+5.701e+03	+1.600e+03	+1.069e+04	+0.219
10.000	+6.063e+03	+1.877e+03	+9.432e+03	+0.236
10.200	+8.817e+03	+4.267e+03	+9.329e+03	+0.326
10.400	+7.505e+03	+1.684e+03	+1.043e+04	+0.183
10.600	+5.757e+03	+3.473e+03	+8.757e+03	+0.376
10.800	+5.738e+03	+4.042e+03	+8.304e+03	+0.413
11.000	+9.288e+03	+2.147e+03	+8.754e+03	+0.188
11.200	+6.203e+03	+4.569e+03	+1.087e+04	+0.424
11.400	+4.157e+03	+5.080e+03	+1.109e+04	+0.550
11.600	+3.492e+03	+7.813e+03	+1.165e+04	+0.691
11.800	+1.690e+03	+7.835e+03	+1.182e+04	+0.823
12.000	+1.090e+03	+7.728e+03	+9.712e+03	+0.876
12.200	+1.968e+03	+9.506e+03	+1.232e+04	+0.828
12.400	+3.087e+03	+8.483e+03	+7.214e+03	+0.733
12.600	+2.774e+03	+9.561e+03	+8.907e+03	+0.775
12.800	+1.843e+03	+7.394e+03	+9.418e+03	+0.801
13.000	+2.034e+03	+5.534e+03	+9.390e+03	+0.731
13.200	+3.607e+03	+9.621e+03	+1.052e+04	+0.727
13.400	+2.984e+03	+8.831e+03	+1.325e+04	+0.747
13.600	+6.088e+03	+3.982e+03	+1.090e+04	+0.395
13.800	+6.773e+03	+3.047e+03	+1.002e+04	+0.310
14.000	+6.858e+03	+1.098e+03	+1.121e+04	+0.138
14.200	+6.774e+03	+1.759e+03	+1.023e+04	+0.206
14.400	+7.213e+03	+3.691e+03	+1.146e+04	+0.338
14.600	+9.629e+03	+2.321e+03	+1.157e+04	+0.194
14.800	+7.804e+03	+2.652e+03	+9.559e+03	+0.254
15.000	+8.584e+03	+1.617e+03	+7.608e+03	+0.159
15.200	+3.557e+03	+5.747e+03	+9.066e+03	+0.618
15.400	+2.452e+03	+8.371e+03	+9.736e+03	+0.773
15.600	+5.275e+03	+5.567e+03	+1.123e+04	+0.513
15.800	+6.839e+03	+2.836e+03	+1.323e+04	+0.293
16.000	+7.266e+03	+3.870e+03	+9.821e+03	+0.348
16.200	+6.875e+03	+4.203e+03	+1.169e+04	+0.379
16.400	+7.298e+03	+4.127e+03	+1.018e+04	+0.361
16.600	+5.831e+03	+2.820e+03	+7.856e+03	+0.326
16.800	+7.890e+03	+4.600e+03	+1.110e+04	+0.368
17.000	+6.804e+03	+3.068e+03	+9.581e+03	+0.311
17.200	+6.018e+03	+3.540e+03	+1.036e+04	+0.370
17.400	+7.503e+03	+3.010e+03	+9.360e+03	+0.286
17.600	+6.390e+03	+3.696e+03	+9.634e+03	+0.366
17.800	+6.588e+03	+1.192e+03	+8.948e+03	+0.153
18.000	+5.229e+03	+4.061e+03	+8.819e+03	+0.437
18.200	+9.456e+03	+3.809e+03	+8.419e+03	+0.287
18.400	+6.216e+03	+1.383e+03	+9.855e+03	+0.182
18.600	+6.051e+03	+3.440e+03	+8.278e+03	+0.362
18.800	+4.834e+03	+2.482e+03	+1.023e+04	+0.339
19.000	+4.377e+03	+3.789e+03	+1.227e+04	+0.464
19.200	+7.645e+03	+2.135e+03	+1.108e+04	+0.218
19.400	+8.270e+03	+3.875e+03	+8.555e+03	+0.319
19.600	+9.006e+03	+2.978e+03	+9.888e+03	+0.248
19.800	+5.288e+03	+1.847e+03	+8.322e+03	+0.259
20.000	+4.504e+03	+4.359e+03	+8.582e+03	+0.492
20.200	+3.672e+03	+3.592e+03	+9.976e+03	+0.494
20.400	+5.895e+03	+3.080e+03	+9.288e+03	+0.343
20.600	+7.562e+03	+5.326e+03	+9.909e+03	+0.413
20.800	+7.978e+03	+2.565e+03	+1.103e+04	+0.243
21.000	+6.720e+03	+4.156e+03	+6.508e+03	+0.382
21.200	+6.946e+03	+2.337e+03	+9.796e+03	+0.252
21.400	+7.538e+03	+3.949e+03	+8.891e+03	+0.344
21.600	+1.056e+04	+2.855e+03	+7.993e+03	+0.213
21.800	+7.446e+03	+5.252e+03	+1.130e+04	+0.414
22.000	+7.718e+03	+2.959e+03	+7.340e+03	+0.277
22.200	+8.268e+03	+1.394e+03	+1.117e+04	+0.144
22.400	+7.831e+03	+2.778e+03	+8.399e+03	+0.262
22.600	+4.793e+03	+1.241e+03	+1.001e+04	+0.206
22.800	+7.875e+03	+2.474e+03	+1.120e+04	+0.239
23.000	+8.124e+03	+1.481e+03	+8.558e+03	+0.154
23.200	+5.355e+03	+2.880e+03	+1.110e+04	+0.350
23.400	+5.982e+03	+2.317e+03	+1.017e+04	+0.279
23.600	+5.189e+03	+2.128e+03	+1.045e+04	+0.291
23.800	+7.064e+03	+3.440e+03	+9.073e+03	+0.327
