%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.932e+03	+9.333e+03	+1.108e+04	+0.829
0.200	+3.402e+03	+5.896e+03	+1.061e+04	+0.634
0.400	+3.207e+03	+8.254e+03	+9.741e+03	+0.720
0.600	+1.505e+03	+8.421e+03	+1.043e+04	+0.848
0.800	+3.654e+03	+9.195e+03	+9.756e+03	+0.716
1.000	+1.956e+03	+9.022e+03	+9.299e+03	+0.822
1.200	+2.874e+03	+7.048e+03	+1.186e+04	+0.710
1.400	+3.489e+03	+9.346e+03	+1.381e+04	+0.728
1.600	+3.110e+03	+9.369e+03	+9.685e+03	+0.751
1.800	+2.051e+03	+9.402e+03	+1.140e+04	+0.821
2.000	+9.686e+01	+6.719e+03	+8.333e+03	+0.986
2.200	+2.517e+03	+7.299e+03	+7.497e+03	+0.744
2.400	+5.123e+03	+7.480e+03	+1.037e+04	+0.593
2.600	+3.444e+03	+7.096e+03	+8.266e+03	+0.673
2.800	+2.829e+03	+4.551e+03	+7.823e+03	+0.617
3.000	+2.517e+03	+7.876e+03	+9.368e+03	+0.758
3.200	+1.754e+03	+6.289e+03	+8.691e+03	+0.782
3.400	+3.740e+03	+9.361e+03	+1.194e+04	+0.715
3.600	+2.877e+03	+9.909e+03	+1.261e+04	+0.775
3.800	+3.607e+03	+6.672e+03	+1.198e+04	+0.649
4.000	+1.429e+03	+7.483e+03	+8.758e+03	+0.840
4.200	+3.660e+03	+8.498e+03	+8.304e+03	+0.699
4.400	+2.403e+03	+6.519e+03	+1.122e+04	+0.731
4.600	+3.158e+03	+8.622e+03	+8.751e+03	+0.732
4.800	+1.734e+03	+8.148e+03	+9.993e+03	+0.825
5.000	+2.617e+03	+8.419e+03	+8.206e+03	+0.763
5.200	+5.440e+03	+8.080e+03	+1.254e+04	+0.598
5.400	+2.724e+03	+7.520e+03	+9.910e+03	+0.734
5.600	+2.604e+03	+9.103e+03	+1.046e+04	+0.778
5.800	+4.215e+03	+9.647e+03	+1.375e+04	+0.696
