%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.930e+03	+2.216e+03	+7.079e+03	+0.272
0.200	+6.147e+03	+2.198e+03	+6.488e+03	+0.263
0.400	+4.031e+03	+2.059e+03	+8.090e+03	+0.338
0.600	+3.479e+03	+2.309e+03	+5.491e+03	+0.399
0.800	+3.671e+03	+2.899e+03	+5.408e+03	+0.441
1.000	+5.860e+03	+2.728e+03	+8.197e+03	+0.318
1.200	+2.713e+03	+2.268e+03	+5.373e+03	+0.455
1.400	+5.035e+03	+7.195e+02	+7.074e+03	+0.125
1.600	+5.428e+03	+2.290e+03	+7.514e+03	+0.297
1.800	+4.305e+03	+3.382e+02	+6.093e+03	+0.073
2.000	+5.903e+03	+2.215e+03	+7.420e+03	+0.273
2.200	+3.684e+03	+1.894e+03	+6.767e+03	+0.340
2.400	+3.660e+03	+1.934e+03	+6.848e+03	+0.346
2.600	+4.378e+03	+1.395e+03	+7.257e+03	+0.242
2.800	+5.706e+03	+1.022e+03	+7.748e+03	+0.152
3.000	+6.185e+03	+1.747e+03	+5.836e+03	+0.220
3.200	+4.754e+03	+2.339e+03	+8.769e+03	+0.330
3.400	+5.612e+03	+9.217e+02	+7.140e+03	+0.141
3.600	+6.532e+03	+1.819e+03	+7.455e+03	+0.218
3.800	+5.968e+03	+2.507e+03	+7.067e+03	+0.296
4.000	+4.794e+03	+2.432e+03	+5.401e+03	+0.337
4.200	+5.180e+03	+2.505e+03	+6.546e+03	+0.326
4.400	+4.898e+03	+3.401e+03	+8.028e+03	+0.410
4.600	+4.978e+03	+2.896e+03	+7.325e+03	+0.368
4.800	+3.297e+03	+1.588e+03	+7.639e+03	+0.325
5.000	+5.327e+03	+1.492e+03	+8.014e+03	+0.219
5.200	+5.593e+03	+2.539e+03	+6.290e+03	+0.312
5.400	+2.748e+03	+1.943e+03	+6.880e+03	+0.414
5.600	+5.788e+03	+2.613e+03	+7.608e+03	+0.311
5.800	+5.708e+03	+3.551e+03	+6.351e+03	+0.384
6.000	+5.815e+03	+3.060e+03	+5.536e+03	+0.345
6.200	+4.590e+03	+2.271e+03	+6.186e+03	+0.331
6.400	+4.888e+03	+1.785e+03	+5.890e+03	+0.268
6.600	+3.864e+03	+2.297e+03	+8.625e+03	+0.373
6.800	+5.705e+03	+1.976e+03	+5.686e+03	+0.257
7.000	+3.893e+03	+2.707e+03	+6.740e+03	+0.410
7.200	+4.264e+03	+1.610e+03	+7.347e+03	+0.274
7.400	+5.625e+03	+2.469e+03	+7.831e+03	+0.305
7.600	+5.995e+03	+2.337e+03	+8.733e+03	+0.280
7.800	+4.017e+03	+1.835e+03	+6.472e+03	+0.314
8.000	+1.472e+03	+2.505e+03	+6.571e+03	+0.630
8.200	+3.813e+03	+2.081e+03	+6.882e+03	+0.353
8.400	+5.158e+03	+1.673e+03	+8.024e+03	+0.245
8.600	+5.342e+03	+2.477e+03	+7.391e+03	+0.317
8.800	+5.382e+03	+1.920e+03	+6.878e+03	+0.263
9.000	+3.864e+03	+3.037e+03	+6.431e+03	+0.440
9.200	+3.979e+03	+3.755e+03	+8.662e+03	+0.486
9.400	+5.581e+03	+1.730e+03	+8.542e+03	+0.237
9.600	+4.719e+03	+1.327e+03	+7.208e+03	+0.219
9.800	+5.565e+03	+1.146e+03	+8.549e+03	+0.171
10.000	+4.091e+03	+1.462e+03	+6.602e+03	+0.263
10.200	+5.176e+03	+1.921e+03	+7.437e+03	+0.271
10.400	+2.227e+03	+2.011e+03	+7.703e+03	+0.475
10.600	+3.894e+03	+8.983e+02	+7.134e+03	+0.187
10.800	+5.281e+03	+1.919e+03	+6.381e+03	+0.266
11.000	+4.542e+03	+1.590e+03	+7.109e+03	+0.259
11.200	+3.629e+03	+3.510e+03	+5.611e+03	+0.492
11.400	+5.303e+03	+1.542e+03	+6.524e+03	+0.225
11.600	+5.120e+03	+1.594e+03	+7.098e+03	+0.237
11.800	+3.804e+03	+2.046e+03	+6.595e+03	+0.350
12.000	+5.578e+03	+1.764e+03	+8.292e+03	+0.240
12.200	+5.678e+03	+1.307e+03	+7.087e+03	+0.187
12.400	+4.111e+03	+2.550e+03	+6.403e+03	+0.383
12.600	+4.386e+03	+2.957e+03	+7.510e+03	+0.403
12.800	+5.801e+03	+2.730e+03	+5.968e+03	+0.320
13.000	+4.245e+03	+1.194e+03	+6.086e+03	+0.220
13.200	+3.890e+03	+2.296e+03	+7.446e+03	+0.371
13.400	+3.357e+03	+1.650e+03	+8.355e+03	+0.330
13.600	+5.624e+03	+2.997e+03	+6.699e+03	+0.348
13.800	+4.540e+03	+2.169e+03	+7.931e+03	+0.323
14.000	+5.780e+03	+8.167e+02	+4.476e+03	+0.124
14.200	+5.184e+03	+2.234e+03	+7.033e+03	+0.301
14.400	+4.699e+03	+2.473e+03	+7.422e+03	+0.345
14.600	+2.800e+03	+2.073e+03	+6.008e+03	+0.425
14.800	+3.089e+03	+2.706e+03	+7.784e+03	+0.467
15.000	+4.084e+03	+4.891e+02	+7.272e+03	+0.107
15.200	+5.763e+03	+2.273e+03	+6.199e+03	+0.283
15.400	+3.900e+03	+1.626e+03	+8.009e+03	+0.294
15.600	+4.680e+03	+1.932e+03	+7.011e+03	+0.292
15.800	+4.255e+03	+1.838e+03	+7.110e+03	+0.302
16.000	+4.287e+03	+1.078e+03	+6.949e+03	+0.201
