0	11	38
10	9	34
20	16	29
30	20	24
40	15	28
50	20	32
60	8	29
70	17	25
80	9	31
90	13	33
100	7	29
110	10	33
120	20	31
130	37	16
140	30	16
150	37	23
160	35	12
170	43	24
180	41	11
190	37	11
200	37	11
210	31	8
220	42	12
230	39	12
240	42	17
250	45	17
260	36	15
270	32	13
280	34	12
290	21	11
300	25	7
310	38	14
320	38	11
330	33	15
340	49	14
350	32	15
360	31	16
370	38	7
380	40	16
390	38	16
400	38	13
410	32	13
420	33	18
430	36	14
440	34	14
450	35	13
460	34	20
470	26	17
480	35	14
490	38	9
500	51	11
510	33	12
520	42	10
530	42	11
540	30	12
550	37	9
560	31	10
570	44	10
580	29	9
590	41	12
600	37	11
610	35	10
620	38	13
630	42	17
640	45	8
650	49	16
660	41	19
670	32	14
680	34	12
690	35	13
700	29	5
710	25	14
720	36	10
730	29	10
740	39	13
750	40	19
760	31	7
770	38	7
780	38	6
790	25	15
800	44	15
810	46	10
820	38	17
830	36	5
840	34	12
850	38	13
860	37	11
870	45	11
880	34	18
890	40	13
900	38	19
910	26	12
920	32	12
930	32	15
940	30	12
950	39	10
960	40	19
970	38	12
980	40	16
990	36	12
1000	29	15
1010	35	12
1020	31	11
1030	53	6
1040	35	13
1050	34	7
1060	29	8
1070	41	14
1080	31	15
1090	38	14
1100	33	20
1110	31	16
1120	28	12
1130	50	15
1140	42	9
1150	32	7
1160	40	13
1170	34	8
1180	36	9
1190	31	9
1200	23	14
1210	33	20
1220	34	7
1230	32	16
1240	26	9
1250	32	6
1260	27	14
1270	26	18
1280	11	25
1290	11	27
1300	7	38
1310	19	28
1320	10	32
1330	15	34
1340	10	27
1350	15	29
1360	12	25
1370	8	26
1380	9	28
1390	11	21
1400	11	30
1410	7	29
1420	10	31
1430	11	31
1440	9	30
1450	19	23
1460	14	42
1470	30	13
1480	40	13
1490	41	5
1500	37	12
1510	37	13
1520	38	13
1530	24	7
1540	46	14
1550	41	9
1560	21	29
1570	10	25
1580	15	26
1590	14	35
1600	12	23
1610	9	27
1620	10	34
1630	15	31
1640	9	27
1650	10	22
1660	14	33
1670	21	27
1680	14	32
1690	15	25
1700	12	28
1710	19	35
1720	14	41
1730	15	20
1740	14	21
1750	15	26
1760	12	24
1770	9	34
1780	11	28
1790	15	33
1800	14	26
1810	10	28
1820	10	37
1830	5	24
1840	11	40
1850	10	33
1860	10	31
1870	10	24
1880	19	29
1890	7	25
1900	15	24
1910	17	29
1920	14	31
1930	10	24
1940	44	10
1950	26	11
1960	45	12
1970	40	14
1980	25	13
1990	31	20
2000	25	10
2010	36	12
2020	36	10
2030	31	12
2040	35	17
2050	39	9
2060	22	8
2070	51	9
2080	48	11
2090	33	12
2100	36	12
2110	43	10
2120	33	11
2130	33	9
2140	33	12
2150	35	13
2160	32	14
2170	44	9
2180	44	10
2190	40	12
2200	36	9
2210	41	11
2220	33	12
2230	28	9
2240	39	14
2250	43	15
2260	26	14
2270	16	21
2280	11	23
2290	9	27
2300	8	30
2310	12	22
2320	24	13
2330	30	14
2340	34	15
2350	16	25
2360	8	25
2370	5	30
2380	16	34
2390	15	25
2400	10	26
2410	7	33
2420	14	27
2430	12	22
2440	7	25
2450	8	24
2460	12	27
2470	15	23
2480	13	32
2490	13	28
2500	8	22
2510	10	29
2520	15	33
2530	12	24
2540	9	36
2550	11	27
2560	12	24
2570	13	37
2580	10	25
2590	13	22
2600	11	28
2610	15	24
2620	11	36
2630	20	30
2640	13	29
2650	11	24
2660	10	29
2670	9	22
2680	16	19
2690	11	29
2700	15	24
2710	16	23
2720	14	37
2730	14	23
2740	9	32
2750	10	27
2760	11	22
2770	12	30
2780	8	32
2790	6	25
2800	9	23
2810	19	31
2820	10	30
2830	10	21
2840	14	24
2850	10	25
2860	12	27
2870	10	27
2880	12	21
2890	14	42
2900	8	31
2910	9	33
2920	15	27
2930	11	29
2940	14	24
2950	10	28
2960	12	25
2970	10	32
2980	23	32
2990	16	21
3000	14	20
3010	13	27
3020	11	20
3030	16	25
3040	39	14
3050	32	10
3060	10	42
3070	9	30
3080	17	27
3090	8	35
3100	8	34
3110	15	32
3120	10	24
3130	13	33
3140	20	39
3150	7	32
3160	16	27
3170	18	28
3180	14	33
3190	17	31
3200	20	34
3210	14	21
3220	22	29
3230	13	36
3240	13	26
3250	13	31
3260	12	32
3270	11	31
3280	13	27
3290	20	24
3300	10	22
3310	12	36
3320	7	35
3330	12	23
3340	11	36
3350	16	29
3360	16	32
3370	8	37
3380	13	23
3390	15	26
3400	24	25
3410	7	27
3420	18	32
3430	16	31
3440	12	22
3450	12	23
3460	13	22
3470	12	25
3480	10	28
3490	14	31
3500	26	14
3510	35	17
3520	40	16
3530	32	10
3540	34	12
3550	35	7
3560	31	11
3570	28	12
3580	33	9
3590	42	20
3600	50	16
3610	33	12
3620	30	10
3630	51	13
3640	38	10
3650	33	17
3660	32	15
3670	12	24
3680	15	22
3690	14	37
3700	9	37
3710	10	28
3720	11	34
3730	9	32
3740	13	27
3750	11	38
3760	10	37
3770	14	28
3780	15	19
3790	11	25
3800	14	27
3810	14	31
3820	16	31
3830	9	28
3840	18	31
3850	8	29
3860	12	27
3870	10	27
3880	7	24
3890	13	32
3900	17	26
3910	11	27
3920	15	25
3930	17	30
3940	43	20
3950	31	16
3960	37	15
3970	31	21
3980	10	29
3990	6	19
4000	12	23
4010	16	30
4020	11	20
4030	13	17
4040	16	29
4050	17	29
4060	25	13
4070	25	11
4080	37	10
4090	41	11
4100	25	7
4110	32	10
4120	35	14
4130	43	15
4140	28	16
4150	30	18
4160	30	15
4170	25	15
4180	27	12
4190	41	15
4200	28	9
4210	40	15
4220	35	16
4230	41	19
4240	27	21
4250	11	49
4260	11	34
4270	16	41
4280	17	34
4290	11	33
4300	17	34
4310	13	37
4320	21	24
4330	10	29
4340	11	24
4350	13	37
4360	12	26
4370	15	35
4380	17	26
4390	10	22
4400	24	21
4410	43	13
4420	38	8
4430	30	16
4440	37	12
4450	43	12
4460	40	5
4470	39	12
4480	32	12
4490	41	15
4500	24	13
4510	44	10
4520	8	30
4530	21	20
4540	34	18
4550	33	10
4560	35	11
4570	40	9
4580	41	18
4590	30	12
4600	50	9
4610	30	11
4620	32	14
4630	38	15
4640	34	11
4650	42	9
4660	30	16
4670	40	16
4680	36	15
4690	34	11
4700	37	13
4710	39	14
4720	34	8
4730	36	15
4740	25	15
4750	11	27
4760	17	24
4770	14	35
4780	30	20
4790	42	11
4800	33	10
4810	26	11
4820	41	8
4830	37	12
4840	32	8
4850	30	14
4860	27	10
4870	47	8
4880	35	10
4890	36	13
4900	35	13
4910	36	15
4920	37	9
4930	35	8
4940	27	14
4950	33	15
4960	35	17
4970	38	13
4980	47	12
4990	34	10
5000	36	11
5010	52	16
5020	50	11
5030	31	12
5040	34	14
5050	30	8
5060	48	6
5070	30	12
5080	37	9
5090	34	8
5100	37	16
5110	27	15
5120	28	15
5130	38	12
5140	35	14
5150	39	9
5160	34	19
5170	41	15
5180	38	11
5190	38	15
5200	35	11
5210	26	15
5220	41	10
5230	16	33
5240	11	38
5250	2	39
5260	8	31
5270	14	33
5280	18	34
5290	29	9
5300	32	16
5310	35	14
5320	32	12
5330	32	11
5340	46	14
5350	27	9
5360	31	17
5370	38	9
5380	40	15
5390	43	12
5400	41	10
5410	35	18
5420	34	6
5430	41	14
5440	24	13
5450	37	6
5460	33	8
5470	33	12
5480	30	10
5490	33	17
5500	41	11
5510	30	7
5520	33	6
5530	39	15
5540	39	16
5550	39	7
5560	36	19
5570	41	9
5580	35	17
5590	39	12
5600	37	13
5610	39	13
5620	43	9
5630	32	10
5640	44	9
5650	36	13
5660	32	13
5670	29	11
5680	40	14
5690	32	17
5700	43	14
5710	34	18
5720	39	11
5730	32	13
5740	25	10
5750	34	5
5760	35	9
5770	22	29
5780	12	29
5790	12	39
5800	14	44
5810	11	30
5820	14	30
5830	10	26
5840	15	31
5850	15	30
5860	9	34
5870	12	30
5880	13	28
5890	9	26
5900	12	14
5910	16	32
5920	16	18
5930	8	22
5940	11	36
5950	9	34
5960	11	18
5970	8	30
5980	16	31
5990	6	45
6000	17	28
6010	9	36
6020	17	31
6030	16	33
6040	17	28
6050	11	27
6060	7	41
6070	22	24
6080	13	22
6090	14	28
6100	19	32
6110	11	33
6120	18	36
6130	14	25
6140	10	32
6150	6	28
6160	9	44
6170	16	27
6180	12	18
6190	9	27
6200	10	29
6210	9	22
6220	8	19
6230	13	27
6240	13	21
6250	11	20
6260	16	38
6270	19	29
6280	11	49
6290	10	39
6300	17	38
6310	15	26
6320	19	33
6330	17	29
6340	13	32
6350	10	38
6360	9	24
6370	16	17
6380	33	9
6390	21	22
6400	8	29
6410	13	31
6420	16	29
6430	13	24
6440	13	24
6450	8	24
6460	16	31
6470	9	23
6480	12	18
6490	8	22
6500	18	30
6510	9	30
6520	12	30
6530	15	34
6540	15	33
6550	9	33
6560	7	21
6570	12	16
6580	17	22
6590	8	27
6600	11	34
6610	14	21
6620	10	28
6630	15	36
6640	16	20
6650	21	29
6660	11	23
6670	8	30
6680	14	27
6690	7	30
6700	15	30
6710	16	34
6720	36	17
6730	37	11
6740	35	11
6750	38	11
6760	30	13
6770	37	17
6780	40	9
6790	38	23
6800	57	14
6810	35	9
6820	30	11
6830	41	14
6840	38	11
6850	41	12
6860	37	8
6870	48	6
6880	41	11
6890	33	15
6900	42	16
6910	42	8
6920	40	10
6930	36	13
6940	37	10
6950	33	18
6960	38	13
6970	27	11
6980	41	16
6990	43	11
7000	25	19
7010	45	11
7020	34	17
7030	29	19
7040	33	20
7050	42	11
7060	36	11
7070	33	14
7080	35	12
7090	25	17
7100	26	9
7110	42	14
7120	40	7
7130	31	16
7140	39	10
7150	37	7
7160	35	13
7170	25	11
7180	39	13
7190	29	27
7200	42	9
7210	38	9
7220	32	17
7230	31	17
7240	32	14
7250	38	14
7260	32	13
7270	34	11
7280	31	6
7290	34	17
7300	33	18
7310	32	11
7320	33	7
7330	32	10
7340	35	12
7350	25	17
7360	35	11
7370	40	15
7380	34	18
7390	35	17
7400	32	14
7410	24	9
7420	41	11
7430	38	9
7440	35	12
7450	40	11
7460	34	14
7470	33	10
7480	36	12
7490	37	10
7500	34	7
7510	35	13
7520	45	8
7530	44	13
7540	42	16
7550	32	16
7560	28	12
7570	38	10
7580	41	7
7590	30	11
7600	34	10
7610	39	13
7620	37	14
7630	25	14
7640	33	9
7650	29	9
7660	33	11
7670	27	16
7680	19	27
7690	16	26
7700	18	18
7710	11	29
7720	8	27
7730	14	32
7740	10	36
7750	8	24
7760	9	38
7770	11	24
7780	10	30
7790	19	33
7800	10	25
7810	15	28
7820	12	25
7830	24	13
7840	29	10
7850	27	18
7860	29	13
7870	35	4
7880	26	16
7890	21	11
7900	9	25
7910	7	33
7920	17	28
7930	8	20
7940	4	26
7950	5	34
7960	13	33
7970	17	36
7980	8	29
7990	16	20
8000	15	38
8010	14	18
8020	13	39
8030	19	39
8040	10	38
8050	10	29
8060	16	32
8070	14	29
8080	14	34
8090	8	24
8100	27	24
8110	20	13
8120	36	13
8130	36	11
8140	36	11
8150	33	13
8160	31	20
8170	31	8
8180	41	11
8190	41	14
8200	27	23
8210	34	15
8220	41	14
8230	39	10
8240	36	13
8250	40	14
8260	39	16
8270	36	8
8280	40	12
8290	36	11
8300	29	12
8310	38	10
8320	29	14
8330	41	9
8340	43	22
8350	35	10
8360	34	14
8370	32	11
8380	41	19
8390	33	10
8400	43	19
8410	37	6
8420	32	11
8430	37	13
8440	38	13
8450	38	8
8460	45	11
8470	39	13
8480	40	14
8490	33	8
8500	28	10
8510	29	7
8520	29	8
8530	32	12
8540	40	12
8550	40	10
8560	28	5
8570	27	9
8580	35	16
8590	31	11
8600	39	13
8610	29	14
8620	32	12
8630	38	11
8640	43	12
8650	35	8
8660	38	8
8670	27	15
8680	32	11
8690	34	15
8700	25	18
8710	31	13
8720	41	14
8730	26	12
8740	45	17
8750	35	13
8760	37	8
8770	36	7
8780	34	11
8790	28	19
8800	43	15
8810	40	10
8820	43	10
8830	34	17
8840	29	16
8850	25	13
8860	34	11
8870	28	17
8880	32	6
8890	43	10
8900	41	8
8910	35	7
8920	30	13
8930	34	15
8940	41	11
8950	41	15
8960	37	13
8970	30	9
8980	42	10
8990	40	16
9000	31	16
9010	27	6
9020	47	13
9030	58	16
9040	22	12
9050	32	11
9060	30	9
9070	34	10
9080	25	10
9090	35	13
9100	32	11
9110	34	15
9120	31	11
9130	43	8
9140	28	11
9150	33	12
9160	27	9
9170	43	12
9180	41	14
9190	27	20
9200	9	30
9210	4	25
9220	11	30
9230	36	15
9240	42	11
9250	39	19
9260	29	17
9270	31	10
9280	40	12
9290	33	14
9300	30	16
9310	35	19
9320	38	15
9330	34	11
9340	35	14
9350	37	7
9360	42	6
9370	33	13
9380	20	29
9390	11	26
9400	18	29
9410	19	35
9420	10	21
9430	10	33
9440	12	27
9450	38	17
9460	36	6
9470	39	10
9480	33	11
9490	44	13
9500	35	15
9510	40	17
9520	32	11
9530	37	8
9540	42	12
9550	27	12
9560	30	10
9570	31	20
9580	28	11
9590	26	11
9600	35	7
9610	35	16
9620	29	14
9630	30	7
9640	44	11
9650	33	17
9660	37	13
9670	14	31
9680	21	31
9690	17	24
9700	26	9
9710	35	11
9720	33	11
9730	31	10
9740	34	9
9750	28	8
9760	28	10
9770	34	9
9780	33	9
9790	38	16
9800	33	13
9810	30	12
9820	32	14
9830	40	7
9840	34	16
9850	43	20
9860	23	30
