100000	13	31
100010	9	20
100020	8	29
100030	11	32
100040	8	33
100050	6	16
100060	14	22
100070	4	33
100080	10	24
100090	9	21
100100	7	26
100110	12	23
100120	10	22
100130	5	29
100140	14	23
100150	10	19
100160	13	28
100170	8	32
100180	7	27
100190	8	29
100200	14	28
100210	9	44
100220	7	24
100230	9	30
100240	12	36
100250	11	32
100260	5	20
100270	8	32
100280	12	31
100290	16	25
100300	11	24
100310	14	32
100320	5	24
100330	12	27
100340	10	22
100350	10	31
100360	14	25
100370	13	31
100380	11	19
100390	13	24
100400	17	21
100410	17	27
100420	25	11
100430	26	7
100440	25	12
100450	40	11
100460	24	13
100470	34	11
100480	28	9
100490	15	18
100500	12	16
100510	11	26
100520	10	25
100530	12	23
100540	11	24
100550	13	22
100560	16	34
100570	10	34
100580	11	28
100590	8	31
100600	10	30
100610	7	35
100620	6	24
100630	13	35
100640	8	34
100650	13	28
100660	12	32
100670	9	29
100680	13	20
100690	8	22
100700	12	21
100710	10	23
100720	13	24
100730	7	24
100740	12	35
100750	15	40
100760	6	35
100770	11	31
100780	10	13
100790	10	30
100800	11	25
100810	7	24
100820	9	16
100830	10	22
100840	12	29
100850	11	24
100860	9	32
100870	13	24
100880	6	25
100890	11	24
100900	11	26
100910	14	27
100920	11	26
100930	21	26
100940	13	26
100950	7	23
100960	9	30
100970	6	26
100980	16	30
100990	16	32
101000	5	30
101010	13	32
101020	10	26
101030	13	24
101040	11	25
101050	9	25
101060	10	28
101070	10	23
101080	8	34
101090	10	30
101100	10	24
101110	13	29
101120	19	25
101130	13	22
101140	13	32
101150	11	34
101160	8	25
101170	13	33
101180	9	28
101190	7	32
101200	10	29
101210	11	26
101220	8	30
101230	13	34
101240	9	18
101250	10	20
101260	15	26
101270	10	27
101280	16	26
101290	8	27
101300	8	27
101310	13	33
101320	13	37
101330	8	30
101340	8	19
101350	13	32
101360	14	29
101370	10	30
101380	7	28
101390	8	25
101400	10	25
101410	13	34
101420	17	23
101430	13	15
101440	4	26
101450	8	26
101460	5	28
101470	9	31
101480	7	23
101490	8	33
101500	5	25
101510	7	27
101520	9	24
101530	9	24
101540	13	25
101550	9	22
101560	13	20
101570	13	31
101580	7	26
101590	18	27
101600	8	30
101610	10	20
101620	11	28
101630	5	21
101640	5	32
101650	9	23
101660	12	21
101670	9	30
101680	10	26
101690	13	26
101700	14	21
101710	11	25
101720	10	31
101730	11	32
101740	10	31
101750	11	22
101760	13	19
101770	12	26
101780	8	23
101790	12	28
101800	6	22
101810	7	27
101820	9	34
101830	10	28
101840	13	33
101850	12	22
101860	13	22
101870	7	26
101880	6	22
101890	11	23
101900	11	28
101910	11	25
101920	14	12
101930	9	37
101940	7	23
101950	8	28
101960	14	26
101970	8	19
101980	6	19
101990	4	31
102000	14	29
102010	6	23
102020	14	32
102030	11	22
102040	14	23
102050	15	31
102060	14	24
102070	9	29
102080	13	31
102090	7	31
102100	10	30
102110	16	32
102120	14	25
102130	8	32
102140	10	19
102150	8	25
102160	9	24
102170	14	25
102180	10	32
102190	11	21
102200	14	27
102210	8	29
102220	8	19
102230	14	24
102240	11	20
102250	7	26
102260	5	19
102270	12	26
102280	17	29
102290	12	29
102300	8	25
102310	12	30
102320	12	28
102330	10	22
102340	9	19
102350	9	31
102360	15	24
102370	15	28
102380	14	21
102390	12	31
102400	10	25
102410	11	28
102420	8	17
102430	15	19
102440	13	17
102450	30	17
102460	21	17
102470	36	9
102480	32	12
102490	32	6
102500	45	8
102510	45	16
102520	44	17
102530	32	13
102540	27	7
102550	26	14
102560	27	10
102570	36	7
102580	39	16
102590	51	12
102600	38	14
102610	29	7
102620	38	13
102630	33	13
102640	28	12
102650	9	21
102660	12	27
102670	7	30
102680	9	33
102690	9	25
102700	21	23
102710	13	26
102720	7	30
102730	11	22
102740	9	17
102750	7	29
102760	13	29
102770	7	26
102780	10	27
102790	20	19
102800	11	26
102810	12	15
102820	7	25
102830	10	31
102840	10	25
102850	14	27
102860	7	28
102870	8	32
102880	13	31
102890	6	34
102900	13	23
102910	7	33
102920	11	32
102930	8	31
102940	13	25
102950	14	29
102960	15	31
102970	7	36
102980	18	24
102990	12	24
103000	6	19
103010	16	26
103020	25	12
103030	22	9
103040	33	12
103050	22	9
103060	27	12
103070	28	6
103080	29	11
103090	24	10
103100	23	9
103110	27	17
103120	27	8
103130	30	20
103140	39	5
103150	26	7
103160	30	8
103170	29	5
103180	32	16
103190	33	12
103200	27	12
103210	27	5
103220	31	10
103230	23	14
103240	41	10
103250	31	10
103260	33	9
103270	22	14
103280	46	11
103290	36	10
103300	28	9
103310	31	12
103320	29	11
103330	27	15
103340	33	7
103350	36	8
103360	22	8
103370	25	6
103380	36	14
103390	32	8
103400	30	9
103410	27	9
103420	30	14
103430	30	9
103440	37	20
103450	10	30
103460	17	17
103470	8	24
103480	6	32
103490	15	32
103500	12	36
103510	8	20
103520	9	29
103530	7	34
103540	10	29
103550	9	38
103560	10	23
103570	9	29
103580	14	37
103590	8	26
103600	11	23
103610	12	36
103620	15	32
103630	7	26
103640	6	25
103650	11	21
103660	9	28
103670	20	22
103680	7	20
103690	17	30
103700	15	36
103710	13	30
103720	5	19
103730	9	26
103740	10	20
103750	10	28
103760	15	37
103770	15	31
103780	8	31
103790	7	26
103800	27	10
103810	21	12
103820	33	12
103830	27	9
103840	21	18
103850	7	23
103860	12	26
103870	14	17
103880	11	15
103890	7	32
103900	13	27
103910	19	25
103920	18	20
103930	5	27
103940	10	28
103950	6	30
103960	12	30
103970	16	37
103980	8	30
103990	9	35
104000	4	29
104010	10	33
104020	14	23
104030	6	27
104040	8	25
104050	8	24
104060	11	39
104070	9	23
104080	13	25
104090	12	31
104100	14	27
104110	8	32
104120	9	22
104130	9	27
104140	15	35
104150	11	24
104160	6	38
104170	10	26
104180	9	32
104190	9	30
104200	9	22
104210	10	32
104220	10	26
104230	19	22
104240	9	28
104250	8	31
104260	10	24
104270	10	25
104280	18	22
104290	12	26
104300	11	20
104310	14	26
104320	11	27
104330	6	24
104340	9	34
104350	7	30
104360	12	28
104370	8	27
104380	9	27
104390	9	30
104400	6	26
104410	11	28
104420	13	19
104430	12	21
104440	7	20
104450	5	25
104460	15	33
104470	11	29
104480	11	28
104490	8	25
104500	8	25
104510	11	20
104520	11	26
104530	10	20
104540	10	21
104550	10	24
104560	13	25
104570	12	24
104580	14	30
104590	6	28
104600	11	16
104610	9	24
104620	11	24
104630	8	28
104640	7	20
104650	8	19
104660	19	20
104670	12	21
104680	8	43
104690	3	24
104700	13	27
104710	10	22
104720	11	20
104730	10	21
104740	7	28
104750	10	25
104760	12	29
104770	10	23
104780	8	27
104790	9	22
104800	16	27
104810	10	21
104820	10	16
104830	10	23
104840	10	27
104850	11	23
104860	15	33
104870	14	28
104880	7	28
104890	13	29
104900	11	31
104910	14	25
104920	13	19
104930	10	16
104940	13	34
104950	17	26
104960	10	26
104970	9	22
104980	9	23
104990	14	19
105000	12	30
105010	13	31
105020	12	28
105030	12	28
105040	13	30
105050	6	26
105060	6	28
105070	8	26
105080	12	24
105090	10	26
105100	9	20
105110	16	23
105120	17	29
105130	7	27
105140	10	27
105150	8	36
105160	10	29
105170	13	25
105180	14	33
105190	15	26
105200	12	28
105210	16	34
105220	12	28
105230	5	33
105240	10	16
105250	13	27
105260	16	17
105270	31	4
105280	26	7
105290	40	10
105300	27	17
105310	38	16
105320	41	13
105330	29	18
105340	32	17
105350	30	17
105360	23	5
105370	34	11
105380	38	7
105390	26	11
105400	28	13
105410	19	9
105420	26	10
105430	19	4
105440	22	10
105450	21	9
105460	29	13
105470	39	10
105480	34	11
105490	28	13
105500	38	11
105510	25	15
105520	22	9
105530	37	15
105540	24	11
105550	29	13
105560	43	26
105570	30	9
105580	34	11
105590	30	14
105600	49	14
105610	25	18
105620	29	10
105630	21	14
105640	32	8
105650	26	8
105660	31	14
105670	19	24
105680	14	29
105690	14	27
105700	10	29
105710	4	19
105720	7	27
105730	9	27
105740	10	27
105750	4	24
105760	16	23
105770	7	28
105780	3	27
105790	13	17
105800	14	26
105810	6	21
105820	8	18
105830	9	20
105840	8	32
105850	11	29
105860	10	24
105870	13	19
105880	14	26
105890	23	16
105900	27	12
105910	21	7
105920	25	9
105930	46	14
105940	21	24
105950	9	24
105960	8	26
105970	5	28
105980	8	25
105990	13	31
106000	14	27
106010	15	26
106020	15	30
106030	6	31
106040	16	21
106050	9	16
106060	17	27
106070	9	24
106080	4	33
106090	15	42
106100	11	25
106110	7	32
106120	9	27
106130	9	23
106140	12	28
106150	12	27
106160	14	27
106170	10	32
106180	13	25
106190	8	26
106200	12	30
106210	12	21
106220	5	32
106230	12	27
106240	12	21
106250	8	30
106260	7	19
106270	18	25
106280	5	36
106290	12	30
106300	15	29
106310	9	40
106320	7	20
106330	12	17
106340	13	24
106350	12	28
106360	22	29
106370	12	33
106380	11	35
106390	17	26
106400	7	36
106410	9	27
106420	9	21
106430	6	28
106440	8	21
106450	11	25
106460	7	22
106470	7	19
106480	13	19
106490	13	31
106500	10	29
106510	6	28
106520	9	32
106530	12	23
106540	10	29
106550	8	33
106560	9	28
106570	13	23
106580	6	37
106590	7	26
106600	6	40
106610	14	15
106620	8	24
106630	10	35
106640	8	25
106650	8	31
106660	8	27
106670	12	28
106680	9	25
106690	12	19
106700	10	36
106710	14	35
106720	6	27
106730	7	29
106740	14	30
106750	10	23
106760	10	23
106770	7	35
106780	12	34
106790	11	35
106800	11	32
106810	7	25
106820	10	27
106830	14	33
106840	15	27
106850	5	29
106860	13	18
106870	11	31
106880	10	22
106890	13	25
106900	41	13
106910	28	16
106920	43	15
106930	34	8
106940	20	6
106950	37	13
106960	30	10
106970	38	19
106980	27	14
106990	19	10
107000	11	19
107010	12	17
107020	14	20
107030	7	21
107040	5	28
107050	6	22
107060	7	31
107070	9	28
107080	13	23
107090	14	27
107100	11	33
107110	11	27
107120	7	22
107130	8	20
107140	10	17
107150	18	23
107160	7	25
107170	10	34
107180	14	24
107190	9	23
107200	8	31
107210	10	31
107220	15	21
107230	13	23
107240	11	18
107250	10	30
107260	16	30
107270	7	24
107280	8	27
107290	7	27
107300	7	22
107310	11	33
107320	12	24
107330	6	33
107340	13	26
107350	10	22
107360	8	21
107370	9	26
107380	13	25
107390	9	29
107400	7	28
107410	7	28
107420	8	27
107430	10	28
107440	17	25
107450	11	30
107460	12	24
107470	8	36
107480	7	22
107490	10	30
107500	6	28
107510	10	24
107520	7	30
107530	10	25
107540	9	27
107550	17	24
107560	12	30
107570	12	33
107580	5	32
107590	9	38
107600	10	27
107610	14	35
107620	13	35
107630	5	21
107640	11	26
107650	8	30
107660	7	12
107670	2	31
107680	10	26
107690	11	32
107700	11	26
107710	2	23
107720	8	30
107730	9	25
107740	10	31
107750	10	19
107760	11	24
107770	14	27
107780	7	27
107790	8	20
107800	12	28
107810	9	38
107820	10	29
107830	7	35
107840	11	31
107850	8	24
107860	14	28
107870	9	20
107880	6	21
107890	8	37
107900	12	27
107910	13	31
107920	9	24
107930	16	32
107940	14	28
107950	20	33
107960	13	27
107970	18	32
107980	11	22
107990	12	26
108000	10	18
108010	8	22
108020	14	30
108030	9	27
108040	16	23
108050	18	28
108060	12	28
108070	10	25
108080	18	29
108090	14	20
108100	4	25
108110	33	13
108120	35	20
108130	28	10
108140	29	10
108150	33	13
108160	30	7
108170	44	12
108180	27	8
108190	37	12
108200	24	12
108210	22	8
108220	42	12
108230	32	12
108240	32	12
108250	31	7
108260	19	18
108270	29	11
108280	23	19
108290	26	16
108300	23	13
108310	28	17
108320	29	9
108330	29	16
108340	31	11
108350	36	22
108360	28	10
108370	29	11
108380	40	4
108390	20	10
108400	42	21
108410	28	11
108420	39	7
108430	23	18
108440	27	13
108450	31	8
108460	29	11
108470	30	8
108480	28	22
108490	30	7
108500	31	12
108510	26	13
108520	45	9
108530	42	13
108540	17	12
108550	42	13
108560	26	9
108570	32	15
108580	37	13
108590	37	13
108600	35	19
108610	32	7
108620	35	11
108630	40	16
108640	29	14
108650	35	8
108660	29	10
108670	33	17
108680	6	27
108690	15	28
108700	8	28
108710	11	28
108720	4	36
108730	12	38
108740	10	18
108750	12	23
108760	15	29
108770	10	35
108780	8	32
108790	9	26
108800	15	24
108810	10	35
108820	13	26
108830	9	30
108840	14	24
108850	8	28
108860	9	28
108870	9	26
108880	17	37
108890	8	22
108900	7	23
108910	8	24
108920	7	20
108930	10	24
108940	16	26
108950	10	30
108960	28	17
108970	28	17
108980	22	5
108990	20	7
109000	46	16
109010	23	13
109020	15	10
109030	27	12
109040	29	15
109050	26	15
109060	29	18
109070	31	8
109080	38	12
109090	29	12
109100	31	12
109110	17	9
