%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+6.711e-01
2	2	+6.711e-01	+6.999e-01
1	1	+1.371e+00	+5.193e+00
2	2	+6.564e+00	+4.859e+00
1	1	+1.142e+01	+6.708e-01
2	2	+1.209e+01	+4.467e-02
1	1	+1.214e+01	+1.926e-01
2	2	+1.233e+01	+2.297e+00
1	1	+1.463e+01	+1.064e+00
2	2	+1.569e+01	+2.840e+00
1	1	+1.853e+01	+5.623e-01
2	2	+1.909e+01	+2.323e+00
1	1	+2.142e+01	+1.302e+00
2	2	+2.272e+01	+2.796e-01
1	1	+2.300e+01	+1.375e-01
2	2	+2.314e+01	+3.699e-01
1	1	+2.351e+01	+7.932e-01
2	2	+2.430e+01	+1.771e+00
1	1	+2.607e+01	+6.686e-02
2	2	+2.614e+01	+8.704e-01
1	1	+2.701e+01	+2.901e-01
2	2	+2.730e+01	+2.553e+00
1	1	+2.985e+01	+1.083e+00
2	2	+3.093e+01	+4.530e-01
1	1	+3.139e+01	+1.749e-01
2	2	+3.156e+01	+6.040e-01
1	1	+3.217e+01	+4.152e-02
2	2	+3.221e+01	+6.396e+00
1	1	+3.860e+01	+1.296e+00
2	2	+3.990e+01	+1.106e+00
1	1	+4.101e+01	+1.774e-01
2	2	+4.118e+01	+8.138e-01
1	1	+4.200e+01	+4.908e-01
2	2	+4.249e+01	+8.385e-01
1	1	+4.333e+01	+1.939e+00
2	2	+4.527e+01	+2.189e+00
1	1	+4.745e+01	+1.872e+00
2	2	+4.933e+01	+1.309e+00
1	1	+5.063e+01	+9.969e-01
2	2	+5.163e+01	+2.829e-02
1	1	+5.166e+01	+5.995e-01
2	2	+5.226e+01	+4.836e-01
1	1	+5.274e+01	+5.454e-01
2	2	+5.329e+01	+8.402e-01
1	1	+5.413e+01	+5.300e+00
2	2	+5.943e+01	+4.792e+00
1	1	+6.422e+01	+9.311e-03
2	2	+6.423e+01	+2.130e+00
1	1	+6.636e+01	+1.334e-01
2	2	+6.649e+01	+1.742e-01
1	1	+6.667e+01	+4.531e-01
2	2	+6.712e+01	+8.169e-01
1	1	+6.794e+01	+1.115e+00
2	2	+6.905e+01	+7.614e-01
1	1	+6.981e+01	+2.028e+00
2	2	+7.184e+01	+9.351e-01
1	1	+7.278e+01	+1.333e+00
2	2	+7.411e+01	+2.078e+00
1	1	+7.619e+01	+4.541e-01
2	2	+7.664e+01	+2.840e+00
1	1	+7.948e+01	+5.595e-01
2	2	+8.004e+01	+1.386e+00
1	1	+8.143e+01	+1.787e+00
2	2	+8.321e+01	+1.105e+00
1	1	+8.432e+01	+9.110e-02
2	2	+8.441e+01	+1.102e+00
1	1	+8.551e+01	+2.035e+00
2	2	+8.755e+01	+2.068e+00
1	1	+8.962e+01	+1.182e+00
2	2	+9.080e+01	+4.880e-01
1	1	+9.129e+01	+1.376e-03
2	2	+9.129e+01	+5.821e-01
1	1	+9.187e+01	+1.560e+00
2	2	+9.343e+01	+1.906e+00
1	1	+9.533e+01	+1.776e+00
2	2	+9.711e+01	+7.341e-01
1	1	+9.784e+01	+1.533e-01
2	2	+9.800e+01	+4.168e-01
1	1	+9.841e+01	+5.150e-01
2	2	+9.893e+01	+1.677e-01
1	1	+9.910e+01	+6.111e-01
2	2	+9.971e+01	+8.258e-01
1	1	+1.005e+02	+5.771e-01
2	2	+1.011e+02	+6.625e+00
1	1	+1.077e+02	+3.731e-01
2	2	+1.081e+02	+7.959e-02
1	1	+1.082e+02	+5.809e-01
2	2	+1.088e+02	+4.203e-01
1	1	+1.092e+02	+1.677e+00
2	2	+1.109e+02	+1.015e+00
1	1	+1.119e+02	+1.034e-01
2	2	+1.120e+02	+4.307e-01
1	1	+1.124e+02	+1.909e+00
2	2	+1.143e+02	+1.453e+00
1	1	+1.158e+02	+5.842e-01
2	2	+1.164e+02	+4.067e-01
1	1	+1.168e+02	+9.635e-02
2	2	+1.169e+02	+1.830e+00
1	1	+1.187e+02	+5.099e-01
2	2	+1.192e+02	+1.062e-01
1	1	+1.193e+02	+3.937e+00
2	2	+1.232e+02	+6.492e-01
1	1	+1.239e+02	+6.002e-02
2	2	+1.240e+02	+6.377e-01
1	1	+1.246e+02	+1.464e+00
2	2	+1.261e+02	+1.610e+00
1	1	+1.277e+02	+3.808e+00
2	2	+1.315e+02	+1.589e+00
1	1	+1.331e+02	+1.054e+00
2	2	+1.341e+02	+3.560e+00
1	1	+1.377e+02	+2.864e+00
2	2	+1.405e+02	+5.311e-01
1	1	+1.411e+02	+2.094e+00
2	2	+1.432e+02	+2.454e+00
1	1	+1.456e+02	+1.475e-01
2	2	+1.458e+02	+3.318e-01
1	1	+1.461e+02	+4.518e-02
2	2	+1.461e+02	+3.649e-01
1	1	+1.465e+02	+1.413e-01
2	2	+1.467e+02	+2.945e-01
1	1	+1.470e+02	+4.702e-01
2	2	+1.474e+02	+2.696e+00
1	1	+1.501e+02	+4.774e-01
2	2	+1.506e+02	+1.865e+00
1	1	+1.525e+02	+1.665e+00
2	2	+1.541e+02	+7.500e-01
1	1	+1.549e+02	+1.338e+00
2	2	+1.562e+02	+1.361e+00
1	1	+1.576e+02	+1.512e-01
2	2	+1.577e+02	+3.474e-01
1	1	+1.581e+02	+5.295e+00
2	2	+1.634e+02	+1.404e+00
1	1	+1.648e+02	+8.812e-01
2	2	+1.657e+02	+1.548e+00
1	1	+1.672e+02	+5.677e-02
2	2	+1.673e+02	+1.336e+00
1	1	+1.686e+02	+3.513e+00
2	2	+1.721e+02	+7.913e-01
1	1	+1.729e+02	+6.366e-01
2	2	+1.735e+02	+3.094e-02
1	1	+1.736e+02	+3.223e-01
2	2	+1.739e+02	+1.234e+00
1	1	+1.751e+02	+2.476e+00
2	2	+1.776e+02	+1.169e+00
1	1	+1.788e+02	+8.346e-01
2	2	+1.796e+02	+5.803e-01
1	1	+1.802e+02	+1.644e-01
2	2	+1.803e+02	+2.637e+00
1	1	+1.830e+02	+1.774e+00
2	2	+1.848e+02	+1.536e+00
1	1	+1.863e+02	+1.234e+00
2	2	+1.875e+02	+1.744e+00
1	1	+1.893e+02	+9.948e-01
2	2	+1.903e+02	+6.546e-01
1	1	+1.909e+02	+6.776e-02
2	2	+1.910e+02	+3.086e+00
1	1	+1.941e+02	+3.563e-01
2	2	+1.944e+02	+8.812e-01
1	1	+1.953e+02	+6.367e-02
0	0	+1.954e+02	+Inf
