%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+8.302e-02
2	2	+8.302e-02	+6.306e-01
1	1	+7.136e-01	+4.813e+00
2	2	+5.526e+00	+2.168e+00
1	1	+7.694e+00	+6.220e-01
2	2	+8.316e+00	+2.276e+00
1	1	+1.059e+01	+1.760e+00
2	2	+1.235e+01	+5.004e-01
1	1	+1.285e+01	+2.198e+00
2	2	+1.505e+01	+3.799e-01
1	1	+1.543e+01	+1.832e-02
2	2	+1.545e+01	+3.320e+00
1	1	+1.877e+01	+3.066e+00
2	2	+2.183e+01	+1.129e+00
1	1	+2.296e+01	+6.414e+00
2	2	+2.938e+01	+6.546e-01
1	1	+3.003e+01	+5.089e+00
2	2	+3.512e+01	+1.719e-01
1	1	+3.529e+01	+7.430e-01
2	2	+3.604e+01	+1.068e+00
1	1	+3.710e+01	+4.702e-01
2	2	+3.757e+01	+5.058e-01
1	1	+3.808e+01	+4.533e-01
2	2	+3.853e+01	+1.414e-01
0	0	+3.867e+01	+Inf
