%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+9.784e-01
1	1	+9.784e-01	+8.552e-02
2	2	+1.064e+00	+1.242e-01
1	1	+1.188e+00	+2.837e-01
2	2	+1.472e+00	+1.104e+00
1	1	+2.575e+00	+1.313e+00
2	2	+3.888e+00	+2.510e+00
1	1	+6.398e+00	+8.257e-01
2	2	+7.223e+00	+3.138e+00
1	1	+1.036e+01	+1.497e-01
2	2	+1.051e+01	+8.004e-01
1	1	+1.131e+01	+3.251e-01
2	2	+1.164e+01	+8.818e-01
1	1	+1.252e+01	+1.587e-01
2	2	+1.268e+01	+1.270e+00
1	1	+1.395e+01	+1.910e-01
2	2	+1.414e+01	+9.182e-01
1	1	+1.506e+01	+7.080e-01
2	2	+1.577e+01	+2.987e+00
1	1	+1.875e+01	+6.306e-01
2	2	+1.938e+01	+1.516e+00
1	1	+2.090e+01	+4.428e-01
2	2	+2.134e+01	+1.861e+00
1	1	+2.320e+01	+1.271e+00
2	2	+2.447e+01	+1.370e+00
1	1	+2.584e+01	+1.732e+00
2	2	+2.758e+01	+3.605e-01
1	1	+2.794e+01	+1.553e-02
2	2	+2.795e+01	+1.502e+00
1	1	+2.945e+01	+7.966e-01
2	2	+3.025e+01	+8.574e+00
1	1	+3.882e+01	+7.797e-01
2	2	+3.960e+01	+5.551e-01
1	1	+4.016e+01	+4.541e-01
2	2	+4.061e+01	+6.597e-01
1	1	+4.127e+01	+2.044e-01
2	2	+4.148e+01	+4.867e-01
1	1	+4.196e+01	+2.255e-02
2	2	+4.199e+01	+6.364e-01
1	1	+4.262e+01	+3.620e-01
2	2	+4.299e+01	+5.963e-01
1	1	+4.358e+01	+4.647e-01
2	2	+4.405e+01	+1.562e+00
1	1	+4.561e+01	+8.063e-01
0	0	+4.641e+01	+Inf
