%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+9.780e-01
2	2	+9.780e-01	+3.162e+00
1	1	+4.140e+00	+3.736e-01
2	2	+4.513e+00	+2.476e+00
1	1	+6.989e+00	+9.208e-01
2	2	+7.910e+00	+1.064e+00
1	1	+8.974e+00	+1.748e-01
2	2	+9.148e+00	+3.889e+00
1	1	+1.304e+01	+2.184e+00
2	2	+1.522e+01	+3.128e+00
1	1	+1.835e+01	+2.082e+00
2	2	+2.043e+01	+5.957e-01
1	1	+2.103e+01	+5.575e+00
2	2	+2.660e+01	+6.253e-01
1	1	+2.723e+01	+1.200e+00
2	2	+2.843e+01	+1.559e+00
1	1	+2.999e+01	+3.830e-01
2	2	+3.037e+01	+7.073e-01
1	1	+3.108e+01	+1.792e+00
2	2	+3.287e+01	+4.648e+00
1	1	+3.752e+01	+2.400e-01
2	2	+3.776e+01	+9.458e-02
1	1	+3.785e+01	+2.769e-01
2	2	+3.813e+01	+3.193e+00
1	1	+4.132e+01	+5.598e-01
2	2	+4.188e+01	+7.739e-02
1	1	+4.196e+01	+2.961e+00
2	2	+4.492e+01	+3.139e+00
1	1	+4.806e+01	+1.781e-01
2	2	+4.824e+01	+2.601e+00
1	1	+5.084e+01	+4.711e-01
2	2	+5.131e+01	+6.283e-01
1	1	+5.194e+01	+1.133e-01
0	0	+5.205e+01	+Inf
