%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.507e+00
1	1	+1.507e+00	+1.213e+00
2	2	+2.720e+00	+2.172e+00
1	1	+4.892e+00	+1.873e-01
2	2	+5.080e+00	+3.969e-01
1	1	+5.477e+00	+6.448e-01
2	2	+6.121e+00	+5.649e+00
1	1	+1.177e+01	+4.761e-01
2	2	+1.225e+01	+2.380e+00
1	1	+1.463e+01	+6.066e-01
2	2	+1.523e+01	+8.890e-01
1	1	+1.612e+01	+1.892e-01
2	2	+1.631e+01	+2.588e+00
1	1	+1.890e+01	+6.560e-02
2	2	+1.897e+01	+2.212e+00
1	1	+2.118e+01	+9.243e-01
2	2	+2.210e+01	+1.330e+00
1	1	+2.343e+01	+1.957e-01
2	2	+2.363e+01	+3.496e+00
1	1	+2.712e+01	+1.945e+00
2	2	+2.907e+01	+1.437e-01
1	1	+2.921e+01	+2.725e+00
2	2	+3.194e+01	+2.706e+00
1	1	+3.464e+01	+1.069e-01
2	2	+3.475e+01	+1.775e+00
1	1	+3.653e+01	+3.299e-01
2	2	+3.686e+01	+1.069e+00
1	1	+3.792e+01	+1.377e+00
2	2	+3.930e+01	+8.471e+00
1	1	+4.777e+01	+3.574e-01
2	2	+4.813e+01	+2.729e+00
1	1	+5.086e+01	+3.650e-01
2	2	+5.122e+01	+1.339e+00
1	1	+5.256e+01	+3.094e-01
2	2	+5.287e+01	+3.868e+00
1	1	+5.674e+01	+4.257e-01
2	2	+5.717e+01	+5.032e+00
1	1	+6.220e+01	+6.275e-01
2	2	+6.283e+01	+1.091e+00
1	1	+6.392e+01	+7.232e-01
2	2	+6.464e+01	+3.245e+00
1	1	+6.789e+01	+2.816e-01
2	2	+6.817e+01	+7.687e+00
1	1	+7.585e+01	+1.775e+00
2	2	+7.763e+01	+1.906e+00
1	1	+7.954e+01	+1.841e+00
2	2	+8.138e+01	+2.103e+00
1	1	+8.348e+01	+1.065e+00
2	2	+8.454e+01	+1.086e+00
1	1	+8.563e+01	+3.110e-01
2	2	+8.594e+01	+3.078e+00
1	1	+8.902e+01	+3.980e-01
2	2	+8.942e+01	+2.066e-01
1	1	+8.962e+01	+6.447e-01
2	2	+9.027e+01	+3.199e+00
1	1	+9.347e+01	+7.369e-02
2	2	+9.354e+01	+4.851e-01
1	1	+9.403e+01	+1.816e-01
2	2	+9.421e+01	+6.588e-01
0	0	+9.487e+01	+Inf
