%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+2.544e+00
2	2	+2.544e+00	+3.884e+00
1	1	+6.428e+00	+1.644e-01
2	2	+6.593e+00	+2.187e+00
1	1	+8.780e+00	+7.891e-01
2	2	+9.569e+00	+5.737e-01
1	1	+1.014e+01	+1.292e+00
2	2	+1.144e+01	+2.078e+00
1	1	+1.351e+01	+7.587e-01
2	2	+1.427e+01	+1.503e+00
1	1	+1.578e+01	+1.741e+00
2	2	+1.752e+01	+1.130e+00
1	1	+1.865e+01	+1.224e+00
2	2	+1.987e+01	+4.475e+00
1	1	+2.435e+01	+7.695e-02
2	2	+2.442e+01	+1.004e+00
1	1	+2.543e+01	+4.990e-01
2	2	+2.593e+01	+2.393e+00
1	1	+2.832e+01	+2.161e-01
2	2	+2.853e+01	+1.121e-01
1	1	+2.865e+01	+5.516e-01
2	2	+2.920e+01	+8.118e-01
1	1	+3.001e+01	+7.534e-01
2	2	+3.076e+01	+2.993e-01
1	1	+3.106e+01	+1.351e-01
2	2	+3.120e+01	+4.124e+00
1	1	+3.532e+01	+1.213e+00
2	2	+3.653e+01	+1.027e+00
1	1	+3.756e+01	+2.447e-01
2	2	+3.781e+01	+1.651e+00
1	1	+3.946e+01	+8.354e-01
2	2	+4.029e+01	+7.105e-01
1	1	+4.100e+01	+1.803e+00
2	2	+4.281e+01	+1.523e+00
1	1	+4.433e+01	+9.564e-01
2	2	+4.529e+01	+2.145e-01
1	1	+4.550e+01	+3.100e+00
2	2	+4.860e+01	+1.126e+00
1	1	+4.973e+01	+2.932e-01
2	2	+5.002e+01	+8.247e-01
1	1	+5.084e+01	+1.324e+00
2	2	+5.217e+01	+6.891e-01
1	1	+5.286e+01	+1.126e+00
2	2	+5.398e+01	+1.770e+00
1	1	+5.575e+01	+7.303e-02
2	2	+5.583e+01	+4.233e+00
1	1	+6.006e+01	+1.605e-01
2	2	+6.022e+01	+1.922e+00
1	1	+6.214e+01	+2.273e-01
2	2	+6.237e+01	+4.528e+00
1	1	+6.690e+01	+1.546e-02
2	2	+6.691e+01	+4.785e+00
1	1	+7.170e+01	+6.244e-01
2	2	+7.232e+01	+1.451e+00
1	1	+7.377e+01	+1.734e+00
2	2	+7.551e+01	+1.311e+00
1	1	+7.682e+01	+4.110e-01
2	2	+7.723e+01	+1.701e+00
1	1	+7.893e+01	+5.603e-01
2	2	+7.949e+01	+3.501e+00
1	1	+8.299e+01	+2.033e+00
2	2	+8.502e+01	+1.101e+00
1	1	+8.612e+01	+2.470e-01
2	2	+8.637e+01	+7.157e-01
1	1	+8.709e+01	+1.655e+00
2	2	+8.874e+01	+3.662e-01
1	1	+8.911e+01	+5.413e-01
2	2	+8.965e+01	+7.112e-01
1	1	+9.036e+01	+1.053e+00
0	0	+9.141e+01	+Inf
