%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.250e+00
1	1	+1.250e+00	+7.140e-02
2	2	+1.321e+00	+9.068e-01
1	1	+2.228e+00	+9.811e-01
2	2	+3.209e+00	+2.046e+00
1	1	+5.255e+00	+1.262e-01
2	2	+5.381e+00	+2.119e+00
1	1	+7.500e+00	+1.622e+00
2	2	+9.123e+00	+5.650e+00
1	1	+1.477e+01	+4.583e-01
2	2	+1.523e+01	+3.264e-01
1	1	+1.556e+01	+9.841e-01
2	2	+1.654e+01	+1.664e+00
1	1	+1.821e+01	+6.795e-01
2	2	+1.888e+01	+1.867e+00
1	1	+2.075e+01	+1.294e+00
2	2	+2.205e+01	+7.557e-01
1	1	+2.280e+01	+2.809e-01
2	2	+2.308e+01	+4.275e+00
1	1	+2.736e+01	+2.250e-01
2	2	+2.758e+01	+4.908e-01
1	1	+2.807e+01	+4.382e+00
2	2	+3.246e+01	+1.299e+00
1	1	+3.375e+01	+1.566e+00
2	2	+3.532e+01	+6.056e-02
1	1	+3.538e+01	+4.973e-02
2	2	+3.543e+01	+5.581e-01
1	1	+3.599e+01	+3.606e-01
2	2	+3.635e+01	+1.498e+00
1	1	+3.785e+01	+3.012e+00
2	2	+4.086e+01	+1.984e+00
1	1	+4.284e+01	+1.152e+00
2	2	+4.400e+01	+3.140e+00
1	1	+4.713e+01	+3.477e+00
2	2	+5.061e+01	+6.127e-02
1	1	+5.067e+01	+9.762e-02
2	2	+5.077e+01	+1.233e+00
1	1	+5.200e+01	+1.368e+00
2	2	+5.337e+01	+2.991e-01
1	1	+5.367e+01	+1.568e+00
2	2	+5.524e+01	+3.731e-02
1	1	+5.528e+01	+1.101e-01
2	2	+5.539e+01	+5.797e+00
1	1	+6.118e+01	+4.193e+00
2	2	+6.538e+01	+4.127e+00
1	1	+6.950e+01	+2.426e-02
2	2	+6.953e+01	+1.192e+00
1	1	+7.072e+01	+9.396e-01
2	2	+7.166e+01	+2.727e-01
1	1	+7.193e+01	+1.639e+00
2	2	+7.357e+01	+1.529e-02
1	1	+7.359e+01	+2.410e-01
2	2	+7.383e+01	+1.226e+00
1	1	+7.505e+01	+7.762e-01
2	2	+7.583e+01	+2.924e-01
1	1	+7.612e+01	+2.030e-01
2	2	+7.633e+01	+2.250e+00
1	1	+7.858e+01	+2.772e+00
2	2	+8.135e+01	+3.377e+00
1	1	+8.472e+01	+1.312e+00
2	2	+8.604e+01	+5.658e-01
1	1	+8.660e+01	+1.890e-01
2	2	+8.679e+01	+1.720e+00
1	1	+8.851e+01	+1.288e+00
0	0	+8.980e+01	+Inf
