%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.414e-01
2	2	+1.414e-01	+9.397e-01
1	1	+1.081e+00	+1.482e+00
2	2	+2.563e+00	+9.543e-01
1	1	+3.518e+00	+1.527e+00
2	2	+5.044e+00	+1.584e+00
1	1	+6.629e+00	+1.398e+00
2	2	+8.026e+00	+2.430e+00
1	1	+1.046e+01	+1.001e+00
2	2	+1.146e+01	+1.137e+00
1	1	+1.259e+01	+3.846e+00
2	2	+1.644e+01	+4.577e-01
1	1	+1.690e+01	+6.168e-01
2	2	+1.752e+01	+4.307e-01
1	1	+1.795e+01	+1.977e+00
2	2	+1.992e+01	+1.654e+00
1	1	+2.158e+01	+1.712e-01
2	2	+2.175e+01	+1.118e-01
1	1	+2.186e+01	+1.837e-01
2	2	+2.204e+01	+5.832e-01
1	1	+2.263e+01	+7.704e-01
2	2	+2.340e+01	+8.318e-01
1	1	+2.423e+01	+2.059e-01
2	2	+2.443e+01	+1.375e+00
1	1	+2.581e+01	+6.868e-02
2	2	+2.588e+01	+1.426e+00
1	1	+2.730e+01	+7.363e-01
2	2	+2.804e+01	+6.050e+00
1	1	+3.409e+01	+2.397e-01
2	2	+3.433e+01	+8.751e-02
1	1	+3.442e+01	+6.010e-01
2	2	+3.502e+01	+7.105e-01
1	1	+3.573e+01	+9.628e-01
2	2	+3.669e+01	+2.939e+00
1	1	+3.963e+01	+1.482e+00
2	2	+4.111e+01	+1.553e+00
1	1	+4.267e+01	+5.125e-03
0	0	+4.267e+01	+Inf
