%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+2.119e+00
1	1	+2.119e+00	+1.357e-01
2	2	+2.255e+00	+1.833e+00
1	1	+4.088e+00	+8.903e-01
2	2	+4.979e+00	+4.157e-01
1	1	+5.394e+00	+2.435e+00
2	2	+7.829e+00	+1.743e+00
1	1	+9.573e+00	+1.576e+00
2	2	+1.115e+01	+3.531e+00
1	1	+1.468e+01	+2.922e+00
2	2	+1.760e+01	+2.119e+00
1	1	+1.972e+01	+8.496e-01
2	2	+2.057e+01	+4.978e-01
1	1	+2.107e+01	+5.071e-02
2	2	+2.112e+01	+7.426e-01
1	1	+2.186e+01	+5.316e-01
2	2	+2.239e+01	+1.908e+00
1	1	+2.430e+01	+1.086e+00
2	2	+2.539e+01	+2.843e+00
1	1	+2.823e+01	+4.166e-01
2	2	+2.865e+01	+4.557e-01
1	1	+2.910e+01	+3.351e-01
2	2	+2.944e+01	+1.005e+00
1	1	+3.044e+01	+7.030e-01
2	2	+3.115e+01	+5.466e+00
1	1	+3.661e+01	+1.708e-02
2	2	+3.663e+01	+5.292e-01
1	1	+3.716e+01	+1.305e-02
2	2	+3.717e+01	+1.013e+00
0	0	+3.818e+01	+Inf
