%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+3.097e-01
1	1	+3.097e-01	+2.404e-01
2	2	+5.502e-01	+1.144e+00
1	1	+1.694e+00	+7.061e-01
2	2	+2.400e+00	+6.733e-01
1	1	+3.073e+00	+1.626e-01
2	2	+3.236e+00	+1.310e-01
1	1	+3.367e+00	+3.712e-01
2	2	+3.738e+00	+3.307e+00
1	1	+7.045e+00	+3.479e+00
2	2	+1.052e+01	+4.755e+00
1	1	+1.528e+01	+1.048e+00
2	2	+1.633e+01	+2.662e+00
1	1	+1.899e+01	+2.773e-01
2	2	+1.927e+01	+1.831e+00
1	1	+2.110e+01	+5.876e-01
2	2	+2.169e+01	+1.715e+00
1	1	+2.340e+01	+3.172e-01
2	2	+2.372e+01	+3.115e+00
1	1	+2.683e+01	+1.582e-01
2	2	+2.699e+01	+1.305e+00
1	1	+2.830e+01	+2.013e+00
2	2	+3.031e+01	+1.618e+00
1	1	+3.193e+01	+4.853e-01
2	2	+3.241e+01	+2.119e+00
1	1	+3.453e+01	+1.816e+00
2	2	+3.635e+01	+9.216e-01
1	1	+3.727e+01	+7.688e-01
2	2	+3.804e+01	+1.350e+00
1	1	+3.939e+01	+8.727e-01
2	2	+4.026e+01	+1.356e+00
1	1	+4.162e+01	+1.035e-01
2	2	+4.172e+01	+1.900e+00
1	1	+4.362e+01	+7.448e+00
2	2	+5.107e+01	+7.169e-01
1	1	+5.178e+01	+4.203e-01
2	2	+5.221e+01	+3.149e-01
1	1	+5.252e+01	+1.021e+00
2	2	+5.354e+01	+2.870e+00
1	1	+5.641e+01	+3.164e-01
2	2	+5.673e+01	+9.146e-01
1	1	+5.764e+01	+1.015e+00
2	2	+5.866e+01	+7.597e-01
1	1	+5.942e+01	+9.330e-02
2	2	+5.951e+01	+1.481e+00
1	1	+6.099e+01	+1.807e-01
2	2	+6.117e+01	+7.281e-01
1	1	+6.190e+01	+1.717e+00
2	2	+6.362e+01	+2.316e+00
1	1	+6.593e+01	+7.390e-01
2	2	+6.667e+01	+1.233e+00
1	1	+6.790e+01	+1.705e+00
2	2	+6.961e+01	+1.182e+00
1	1	+7.079e+01	+3.281e-01
2	2	+7.112e+01	+9.357e-01
1	1	+7.206e+01	+7.215e-01
2	2	+7.278e+01	+6.749e-01
1	1	+7.345e+01	+8.208e-02
2	2	+7.353e+01	+6.278e-01
1	1	+7.416e+01	+6.506e-01
2	2	+7.481e+01	+1.043e+00
1	1	+7.585e+01	+6.245e-01
2	2	+7.648e+01	+5.038e-01
1	1	+7.698e+01	+1.008e+00
2	2	+7.799e+01	+2.661e-01
1	1	+7.826e+01	+9.534e-01
2	2	+7.921e+01	+1.231e-01
1	1	+7.933e+01	+5.357e-02
2	2	+7.939e+01	+7.164e-02
1	1	+7.946e+01	+7.862e-01
2	2	+8.024e+01	+1.694e+00
1	1	+8.194e+01	+1.674e-01
2	2	+8.211e+01	+1.453e+00
1	1	+8.356e+01	+3.875e-01
2	2	+8.395e+01	+3.279e-01
1	1	+8.427e+01	+4.006e-01
2	2	+8.467e+01	+1.475e-01
1	1	+8.482e+01	+7.020e-02
2	2	+8.489e+01	+1.059e-02
1	1	+8.490e+01	+2.030e+00
0	0	+8.693e+01	+Inf
