%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+4.390e-02
1	1	+4.390e-02	+2.413e-01
2	2	+2.852e-01	+1.874e+00
1	1	+2.159e+00	+5.411e-01
2	2	+2.700e+00	+2.619e-01
1	1	+2.962e+00	+1.483e+00
2	2	+4.445e+00	+7.854e-02
1	1	+4.523e+00	+2.139e+00
2	2	+6.662e+00	+1.577e+00
1	1	+8.239e+00	+5.761e-01
2	2	+8.815e+00	+5.315e-01
1	1	+9.346e+00	+8.632e-01
2	2	+1.021e+01	+7.044e-01
1	1	+1.091e+01	+1.018e+00
2	2	+1.193e+01	+2.941e-01
1	1	+1.223e+01	+6.041e-02
2	2	+1.229e+01	+7.179e-01
1	1	+1.300e+01	+8.609e-01
2	2	+1.387e+01	+2.222e+00
1	1	+1.609e+01	+9.635e-01
2	2	+1.705e+01	+4.188e+00
1	1	+2.124e+01	+9.969e-01
2	2	+2.224e+01	+2.619e-01
1	1	+2.250e+01	+3.572e+00
2	2	+2.607e+01	+2.503e+00
1	1	+2.857e+01	+9.220e-01
2	2	+2.949e+01	+1.407e+00
1	1	+3.090e+01	+6.758e-01
2	2	+3.158e+01	+2.791e-01
1	1	+3.186e+01	+1.761e+00
2	2	+3.362e+01	+1.666e+00
1	1	+3.528e+01	+2.575e+00
2	2	+3.786e+01	+3.826e-01
1	1	+3.824e+01	+1.503e-01
2	2	+3.839e+01	+2.221e+00
1	1	+4.061e+01	+1.403e+00
2	2	+4.201e+01	+1.766e+00
1	1	+4.378e+01	+4.642e-01
2	2	+4.424e+01	+6.009e-01
1	1	+4.485e+01	+1.243e+00
2	2	+4.609e+01	+1.440e+00
1	1	+4.753e+01	+1.299e+00
2	2	+4.883e+01	+1.643e-01
1	1	+4.899e+01	+1.636e+00
2	2	+5.063e+01	+1.879e+00
1	1	+5.251e+01	+2.152e+00
2	2	+5.466e+01	+1.357e+00
1	1	+5.602e+01	+8.444e-01
2	2	+5.686e+01	+7.362e-02
1	1	+5.693e+01	+2.492e+00
2	2	+5.943e+01	+2.368e+00
1	1	+6.179e+01	+2.060e-01
2	2	+6.200e+01	+3.031e-02
1	1	+6.203e+01	+1.676e+00
2	2	+6.371e+01	+1.479e+00
1	1	+6.518e+01	+1.463e+00
2	2	+6.665e+01	+5.895e-01
1	1	+6.724e+01	+4.952e-01
2	2	+6.773e+01	+9.140e-01
0	0	+6.865e+01	+Inf
