%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.593e+00
2	2	+1.593e+00	+4.178e-01
1	1	+2.011e+00	+1.230e+00
2	2	+3.241e+00	+6.294e-02
1	1	+3.303e+00	+3.737e-01
2	2	+3.677e+00	+3.108e-01
1	1	+3.988e+00	+1.252e+00
2	2	+5.240e+00	+4.025e+00
1	1	+9.264e+00	+5.050e-01
2	2	+9.769e+00	+1.332e+00
1	1	+1.110e+01	+1.091e-01
2	2	+1.121e+01	+2.250e+00
1	1	+1.346e+01	+6.513e-01
2	2	+1.411e+01	+8.680e+00
1	1	+2.279e+01	+6.730e-01
2	2	+2.346e+01	+1.067e+00
1	1	+2.453e+01	+1.069e+00
2	2	+2.560e+01	+4.998e-02
1	1	+2.565e+01	+1.001e+00
2	2	+2.665e+01	+3.033e+00
1	1	+2.968e+01	+8.498e-01
2	2	+3.053e+01	+3.568e+00
1	1	+3.410e+01	+1.376e+00
2	2	+3.548e+01	+1.483e+00
1	1	+3.696e+01	+3.950e-01
2	2	+3.736e+01	+1.039e+00
1	1	+3.839e+01	+8.440e-01
2	2	+3.924e+01	+7.326e-01
1	1	+3.997e+01	+1.406e-02
2	2	+3.999e+01	+8.498e-01
1	1	+4.083e+01	+2.851e-01
2	2	+4.112e+01	+7.278e-01
1	1	+4.185e+01	+4.866e-01
2	2	+4.233e+01	+2.246e+00
1	1	+4.458e+01	+7.905e-01
2	2	+4.537e+01	+7.819e-01
1	1	+4.615e+01	+9.364e-01
2	2	+4.709e+01	+3.779e-01
1	1	+4.747e+01	+6.755e-01
2	2	+4.814e+01	+1.393e-01
1	1	+4.828e+01	+7.532e-01
2	2	+4.903e+01	+2.115e+00
1	1	+5.115e+01	+1.201e-02
2	2	+5.116e+01	+8.687e-01
1	1	+5.203e+01	+2.976e+00
2	2	+5.501e+01	+4.324e+00
1	1	+5.933e+01	+1.312e+00
2	2	+6.064e+01	+2.178e+00
1	1	+6.282e+01	+3.977e-01
2	2	+6.322e+01	+2.012e-01
1	1	+6.342e+01	+6.087e-01
2	2	+6.403e+01	+8.972e+00
1	1	+7.300e+01	+1.711e-01
2	2	+7.317e+01	+1.398e+00
1	1	+7.457e+01	+4.751e-01
2	2	+7.504e+01	+1.662e+00
1	1	+7.671e+01	+5.526e-01
2	2	+7.726e+01	+1.503e+00
1	1	+7.876e+01	+6.110e-01
2	2	+7.937e+01	+2.051e+00
1	1	+8.142e+01	+8.607e-01
2	2	+8.229e+01	+1.880e+00
1	1	+8.417e+01	+2.768e-01
2	2	+8.444e+01	+1.426e+00
1	1	+8.587e+01	+3.683e-01
2	2	+8.624e+01	+3.155e+00
1	1	+8.939e+01	+6.086e+00
2	2	+9.548e+01	+1.567e+00
1	1	+9.704e+01	+1.281e+00
2	2	+9.833e+01	+4.189e+00
1	1	+1.025e+02	+1.654e+00
2	2	+1.042e+02	+1.061e+00
1	1	+1.052e+02	+5.462e-01
2	2	+1.058e+02	+2.488e+00
1	1	+1.083e+02	+3.970e-01
2	2	+1.087e+02	+4.729e-02
1	1	+1.087e+02	+3.438e+00
2	2	+1.121e+02	+2.894e+00
1	1	+1.150e+02	+2.772e-01
2	2	+1.153e+02	+1.452e+00
1	1	+1.168e+02	+5.391e-01
2	2	+1.173e+02	+2.899e+00
1	1	+1.202e+02	+1.361e+00
2	2	+1.216e+02	+8.697e-01
1	1	+1.224e+02	+5.467e-01
2	2	+1.230e+02	+1.394e+00
1	1	+1.244e+02	+3.006e+00
2	2	+1.274e+02	+1.925e+00
1	1	+1.293e+02	+1.592e+00
2	2	+1.309e+02	+4.028e+00
1	1	+1.349e+02	+1.242e+00
2	2	+1.362e+02	+7.402e-02
0	0	+1.362e+02	+Inf
