%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.015e-01
1	1	+1.015e-01	+1.355e+00
2	2	+1.456e+00	+5.801e-01
1	1	+2.036e+00	+9.741e-01
2	2	+3.010e+00	+7.653e-01
1	1	+3.776e+00	+6.986e-01
2	2	+4.474e+00	+1.147e+00
1	1	+5.621e+00	+5.066e-01
2	2	+6.127e+00	+7.069e-02
1	1	+6.198e+00	+2.447e-01
2	2	+6.443e+00	+2.007e+00
1	1	+8.450e+00	+1.792e-01
2	2	+8.629e+00	+5.949e-02
1	1	+8.689e+00	+1.083e+00
2	2	+9.772e+00	+1.697e-01
1	1	+9.942e+00	+1.104e+00
2	2	+1.105e+01	+4.336e-01
1	1	+1.148e+01	+5.921e-01
2	2	+1.207e+01	+2.371e+00
1	1	+1.444e+01	+2.118e-01
2	2	+1.465e+01	+3.831e+00
1	1	+1.849e+01	+5.707e-01
2	2	+1.906e+01	+1.323e+00
1	1	+2.038e+01	+1.225e-01
2	2	+2.050e+01	+3.137e-01
1	1	+2.082e+01	+1.055e-01
2	2	+2.092e+01	+7.437e-01
1	1	+2.166e+01	+5.684e-01
2	2	+2.223e+01	+2.846e-01
1	1	+2.252e+01	+4.836e-01
2	2	+2.300e+01	+1.999e+00
1	1	+2.500e+01	+1.840e+00
2	2	+2.684e+01	+1.111e+00
1	1	+2.795e+01	+3.720e-01
2	2	+2.832e+01	+4.507e+00
1	1	+3.283e+01	+2.159e+00
2	2	+3.499e+01	+9.432e-01
1	1	+3.593e+01	+1.621e+00
2	2	+3.755e+01	+2.319e+00
1	1	+3.987e+01	+1.971e+00
2	2	+4.184e+01	+2.588e+00
1	1	+4.443e+01	+2.316e-01
2	2	+4.466e+01	+1.338e+00
1	1	+4.600e+01	+1.417e+00
2	2	+4.742e+01	+3.788e+00
1	1	+5.121e+01	+2.574e+00
2	2	+5.378e+01	+2.420e+00
1	1	+5.620e+01	+1.767e+00
2	2	+5.797e+01	+5.439e-01
1	1	+5.851e+01	+2.925e-01
2	2	+5.880e+01	+9.000e-01
1	1	+5.970e+01	+9.190e-03
2	2	+5.971e+01	+5.135e+00
1	1	+6.485e+01	+1.468e-01
2	2	+6.499e+01	+2.173e+00
1	1	+6.717e+01	+7.289e-01
2	2	+6.790e+01	+1.226e+00
1	1	+6.912e+01	+1.443e+00
2	2	+7.056e+01	+7.464e-01
1	1	+7.131e+01	+1.682e+00
2	2	+7.299e+01	+7.441e-01
1	1	+7.374e+01	+1.168e-03
2	2	+7.374e+01	+4.560e-02
1	1	+7.378e+01	+1.884e-01
2	2	+7.397e+01	+2.061e+00
1	1	+7.603e+01	+5.619e-02
2	2	+7.609e+01	+5.940e-01
1	1	+7.668e+01	+2.932e-02
2	2	+7.671e+01	+4.322e+00
1	1	+8.103e+01	+1.623e+00
2	2	+8.266e+01	+1.170e+00
1	1	+8.383e+01	+3.567e-02
2	2	+8.386e+01	+9.273e-01
1	1	+8.479e+01	+1.350e+00
2	2	+8.614e+01	+4.150e+00
