%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+3.337e-01
2	2	+3.337e-01	+7.995e-01
1	1	+1.133e+00	+9.995e-02
2	2	+1.233e+00	+2.124e+00
1	1	+3.357e+00	+3.497e-01
2	2	+3.707e+00	+1.277e+00
1	1	+4.983e+00	+6.623e-01
2	2	+5.645e+00	+1.894e+00
1	1	+7.540e+00	+2.029e+00
2	2	+9.568e+00	+1.310e+00
1	1	+1.088e+01	+1.188e-01
2	2	+1.100e+01	+2.028e+00
1	1	+1.303e+01	+1.573e+00
2	2	+1.460e+01	+7.142e-01
1	1	+1.531e+01	+2.216e+00
2	2	+1.753e+01	+3.006e-01
1	1	+1.783e+01	+2.242e+00
2	2	+2.007e+01	+1.264e+00
1	1	+2.134e+01	+1.159e+00
2	2	+2.249e+01	+3.334e+00
1	1	+2.583e+01	+3.965e+00
2	2	+2.979e+01	+7.876e-01
1	1	+3.058e+01	+3.876e-01
2	2	+3.097e+01	+3.617e+00
1	1	+3.459e+01	+1.591e-01
2	2	+3.474e+01	+3.318e-01
1	1	+3.508e+01	+2.803e-01
2	2	+3.536e+01	+1.697e+00
1	1	+3.705e+01	+2.529e-01
2	2	+3.731e+01	+4.178e+00
0	0	+4.148e+01	+Inf
