%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+3.679e-01
1	1	+3.679e-01	+1.005e-01
2	2	+4.685e-01	+1.733e+00
1	1	+2.201e+00	+8.382e-01
2	2	+3.039e+00	+2.975e+00
1	1	+6.014e+00	+1.061e+00
2	2	+7.075e+00	+1.524e+00
1	1	+8.599e+00	+3.031e-01
2	2	+8.902e+00	+2.379e+00
1	1	+1.128e+01	+4.777e-01
2	2	+1.176e+01	+4.754e+00
1	1	+1.651e+01	+2.806e-01
2	2	+1.679e+01	+4.721e-01
1	1	+1.727e+01	+2.865e-01
2	2	+1.755e+01	+8.986e+00
1	1	+2.654e+01	+1.069e+00
2	2	+2.761e+01	+1.560e-01
1	1	+2.776e+01	+1.014e+00
2	2	+2.878e+01	+8.951e-01
1	1	+2.967e+01	+7.775e-01
2	2	+3.045e+01	+4.828e+00
1	1	+3.528e+01	+1.523e-01
2	2	+3.543e+01	+4.862e-01
1	1	+3.592e+01	+7.632e-01
2	2	+3.668e+01	+2.185e-01
1	1	+3.690e+01	+1.975e+00
2	2	+3.887e+01	+2.147e-01
1	1	+3.909e+01	+2.214e-01
2	2	+3.931e+01	+6.815e-02
1	1	+3.938e+01	+1.254e+00
2	2	+4.063e+01	+1.740e+00
1	1	+4.237e+01	+1.067e+00
2	2	+4.344e+01	+4.676e-01
1	1	+4.391e+01	+3.872e+00
2	2	+4.778e+01	+1.955e-01
1	1	+4.797e+01	+9.956e-01
2	2	+4.897e+01	+1.654e+00
1	1	+5.062e+01	+1.053e-01
2	2	+5.073e+01	+1.416e+00
1	1	+5.215e+01	+1.721e+00
2	2	+5.387e+01	+3.997e-01
1	1	+5.427e+01	+1.768e+00
2	2	+5.603e+01	+4.873e+00
1	1	+6.091e+01	+3.852e+00
0	0	+6.476e+01	+Inf
