%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+3.603e-01
2	2	+3.603e-01	+4.146e-01
1	1	+7.749e-01	+6.211e-01
2	2	+1.396e+00	+9.248e-01
1	1	+2.321e+00	+2.630e-01
2	2	+2.584e+00	+4.441e-01
1	1	+3.028e+00	+9.424e-01
2	2	+3.970e+00	+2.167e+00
1	1	+6.137e+00	+1.329e+00
2	2	+7.466e+00	+1.215e+00
1	1	+8.681e+00	+1.232e+00
2	2	+9.913e+00	+1.371e-01
1	1	+1.005e+01	+6.389e-01
2	2	+1.069e+01	+3.823e+00
1	1	+1.451e+01	+1.931e+00
2	2	+1.644e+01	+8.398e-01
1	1	+1.728e+01	+7.130e-02
2	2	+1.735e+01	+4.084e+00
1	1	+2.144e+01	+1.750e+00
2	2	+2.319e+01	+1.862e+00
1	1	+2.505e+01	+1.999e-01
2	2	+2.525e+01	+1.235e-01
1	1	+2.537e+01	+1.732e+00
2	2	+2.711e+01	+4.938e-01
1	1	+2.760e+01	+4.117e-01
2	2	+2.801e+01	+1.911e-01
1	1	+2.820e+01	+3.201e-01
2	2	+2.852e+01	+3.834e-01
1	1	+2.891e+01	+2.004e-01
2	2	+2.911e+01	+2.517e+00
1	1	+3.162e+01	+1.426e+00
2	2	+3.305e+01	+1.151e+00
1	1	+3.420e+01	+1.586e+00
2	2	+3.579e+01	+3.255e-01
1	1	+3.611e+01	+4.018e-01
2	2	+3.651e+01	+2.395e+00
1	1	+3.891e+01	+1.051e-01
2	2	+3.901e+01	+2.220e+00
1	1	+4.123e+01	+5.035e+00
2	2	+4.627e+01	+2.259e+00
1	1	+4.853e+01	+2.779e+00
2	2	+5.131e+01	+4.567e-01
1	1	+5.176e+01	+3.753e-01
2	2	+5.214e+01	+4.847e-01
1	1	+5.262e+01	+4.754e-01
2	2	+5.310e+01	+2.769e+00
1	1	+5.587e+01	+3.186e+00
2	2	+5.905e+01	+2.405e+00
1	1	+6.146e+01	+1.815e+00
2	2	+6.327e+01	+9.551e-02
1	1	+6.337e+01	+1.202e-01
2	2	+6.349e+01	+5.992e-01
1	1	+6.409e+01	+4.873e-02
2	2	+6.414e+01	+2.706e+00
1	1	+6.684e+01	+2.038e+00
2	2	+6.888e+01	+7.840e-02
1	1	+6.896e+01	+2.214e-01
2	2	+6.918e+01	+1.503e+00
0	0	+7.068e+01	+Inf
