%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+9.450e-01
1	1	+9.450e-01	+8.715e-01
2	2	+1.816e+00	+9.362e-01
1	1	+2.753e+00	+3.091e+00
2	2	+5.843e+00	+1.156e+00
1	1	+7.000e+00	+3.826e+00
2	2	+1.083e+01	+2.256e-01
1	1	+1.105e+01	+2.059e-01
2	2	+1.126e+01	+3.862e-02
1	1	+1.130e+01	+3.855e-01
2	2	+1.168e+01	+1.263e+00
1	1	+1.294e+01	+4.020e-01
2	2	+1.335e+01	+1.287e+00
1	1	+1.463e+01	+1.280e-01
2	2	+1.476e+01	+2.500e+00
1	1	+1.726e+01	+7.731e-02
2	2	+1.734e+01	+6.707e-02
1	1	+1.741e+01	+1.626e-01
2	2	+1.757e+01	+2.580e-01
1	1	+1.783e+01	+1.323e+00
2	2	+1.915e+01	+1.430e+00
1	1	+2.058e+01	+6.675e-01
2	2	+2.125e+01	+4.490e-01
1	1	+2.170e+01	+1.123e+00
2	2	+2.282e+01	+1.351e+00
1	1	+2.417e+01	+7.781e-01
2	2	+2.495e+01	+8.489e-01
1	1	+2.580e+01	+8.154e-01
2	2	+2.661e+01	+1.057e+00
1	1	+2.767e+01	+2.134e-01
2	2	+2.788e+01	+3.938e-01
1	1	+2.828e+01	+7.924e-01
2	2	+2.907e+01	+9.115e-01
1	1	+2.998e+01	+1.563e-01
2	2	+3.014e+01	+2.094e-01
1	1	+3.035e+01	+5.756e-01
2	2	+3.092e+01	+1.071e+00
1	1	+3.199e+01	+1.179e+00
2	2	+3.317e+01	+7.406e-01
1	1	+3.391e+01	+5.592e-01
2	2	+3.447e+01	+1.060e+00
1	1	+3.553e+01	+8.915e-01
2	2	+3.642e+01	+1.324e-01
1	1	+3.656e+01	+5.783e-01
2	2	+3.713e+01	+5.731e-01
1	1	+3.771e+01	+6.238e-01
2	2	+3.833e+01	+1.372e-01
1	1	+3.847e+01	+1.040e+00
2	2	+3.951e+01	+1.451e-01
0	0	+3.965e+01	+Inf
