%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+6.021e-01
1	1	+6.021e-01	+5.370e+00
2	2	+5.972e+00	+2.645e+00
1	1	+8.618e+00	+1.642e+00
2	2	+1.026e+01	+1.040e-01
1	1	+1.036e+01	+3.387e+00
2	2	+1.375e+01	+5.780e-01
1	1	+1.433e+01	+3.981e+00
2	2	+1.831e+01	+2.986e-02
1	1	+1.834e+01	+7.036e-02
2	2	+1.841e+01	+9.722e-01
1	1	+1.938e+01	+1.817e-01
2	2	+1.956e+01	+1.428e-01
1	1	+1.971e+01	+1.627e+00
2	2	+2.133e+01	+3.837e-01
1	1	+2.172e+01	+4.068e-01
2	2	+2.212e+01	+1.126e+00
1	1	+2.325e+01	+1.376e+00
2	2	+2.463e+01	+4.959e-01
1	1	+2.512e+01	+8.640e-01
2	2	+2.599e+01	+1.614e-01
1	1	+2.615e+01	+7.961e-02
2	2	+2.623e+01	+1.846e+00
1	1	+2.807e+01	+3.048e+00
2	2	+3.112e+01	+1.288e+00
1	1	+3.241e+01	+2.484e+00
2	2	+3.489e+01	+9.304e-01
1	1	+3.582e+01	+2.057e-01
2	2	+3.603e+01	+2.735e+00
1	1	+3.876e+01	+1.282e+00
2	2	+4.005e+01	+1.020e+00
1	1	+4.107e+01	+1.469e+00
2	2	+4.253e+01	+6.397e-01
1	1	+4.317e+01	+9.884e-01
2	2	+4.416e+01	+2.077e+00
1	1	+4.624e+01	+3.785e-01
2	2	+4.662e+01	+1.184e+00
1	1	+4.780e+01	+6.814e-02
2	2	+4.787e+01	+3.148e-01
1	1	+4.818e+01	+1.531e-01
2	2	+4.834e+01	+1.162e-01
1	1	+4.845e+01	+1.305e+00
2	2	+4.976e+01	+5.356e-02
1	1	+4.981e+01	+1.371e+00
2	2	+5.118e+01	+2.141e+00
1	1	+5.332e+01	+3.512e-01
2	2	+5.368e+01	+3.901e-01
1	1	+5.407e+01	+1.493e-01
2	2	+5.421e+01	+1.382e+00
1	1	+5.560e+01	+1.103e-01
2	2	+5.571e+01	+1.667e+00
1	1	+5.737e+01	+6.012e-01
2	2	+5.797e+01	+1.523e-01
1	1	+5.813e+01	+5.218e-01
2	2	+5.865e+01	+4.408e+00
1	1	+6.306e+01	+9.480e-02
2	2	+6.315e+01	+3.534e+00
1	1	+6.669e+01	+1.682e+00
2	2	+6.837e+01	+1.299e-01
1	1	+6.850e+01	+4.156e-01
2	2	+6.891e+01	+2.938e-01
1	1	+6.921e+01	+6.171e-01
2	2	+6.982e+01	+7.429e-01
1	1	+7.057e+01	+4.069e+00
2	2	+7.464e+01	+2.188e+00
1	1	+7.682e+01	+1.410e+00
2	2	+7.823e+01	+2.428e+00
1	1	+8.066e+01	+1.623e+00
2	2	+8.228e+01	+3.305e+00
1	1	+8.559e+01	+2.287e+00
2	2	+8.788e+01	+1.606e-01
1	1	+8.804e+01	+2.166e-01
2	2	+8.825e+01	+1.892e+00
1	1	+9.015e+01	+6.602e-02
2	2	+9.021e+01	+5.654e-01
1	1	+9.078e+01	+5.065e-01
2	2	+9.128e+01	+2.482e+00
1	1	+9.377e+01	+6.608e-01
2	2	+9.443e+01	+1.368e+00
1	1	+9.580e+01	+1.632e+00
2	2	+9.743e+01	+8.321e-01
1	1	+9.826e+01	+1.154e-01
2	2	+9.837e+01	+7.528e-01
1	1	+9.913e+01	+5.407e-01
