%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+3.751e+00
2	2	+3.751e+00	+1.237e+00
1	1	+4.988e+00	+1.279e+00
2	2	+6.267e+00	+8.543e-01
1	1	+7.121e+00	+1.168e+00
2	2	+8.290e+00	+1.364e+00
1	1	+9.654e+00	+6.992e-01
2	2	+1.035e+01	+1.412e+00
1	1	+1.176e+01	+8.677e-03
2	2	+1.177e+01	+2.253e-02
1	1	+1.180e+01	+5.063e-01
2	2	+1.230e+01	+1.659e-01
1	1	+1.247e+01	+2.428e-01
2	2	+1.271e+01	+8.676e+00
1	1	+2.139e+01	+1.675e-01
2	2	+2.156e+01	+1.675e+00
1	1	+2.323e+01	+6.618e-01
2	2	+2.389e+01	+2.910e+00
1	1	+2.680e+01	+2.637e+00
2	2	+2.944e+01	+9.633e-01
1	1	+3.040e+01	+1.094e+00
2	2	+3.150e+01	+3.536e-01
1	1	+3.185e+01	+7.340e-01
2	2	+3.258e+01	+4.554e+00
1	1	+3.714e+01	+7.501e-01
2	2	+3.789e+01	+1.884e+00
1	1	+3.977e+01	+2.155e+00
2	2	+4.193e+01	+1.725e-01
1	1	+4.210e+01	+2.398e-01
2	2	+4.234e+01	+1.197e+00
1	1	+4.354e+01	+4.813e-02
2	2	+4.358e+01	+3.210e+00
1	1	+4.679e+01	+3.372e+00
2	2	+5.017e+01	+1.260e+00
1	1	+5.143e+01	+2.836e-01
2	2	+5.171e+01	+2.676e-02
1	1	+5.174e+01	+1.830e+00
2	2	+5.357e+01	+3.452e+00
1	1	+5.702e+01	+2.654e-01
2	2	+5.728e+01	+2.605e-01
1	1	+5.754e+01	+2.723e-01
2	2	+5.782e+01	+3.555e-01
1	1	+5.817e+01	+1.773e-01
2	2	+5.835e+01	+7.272e-01
1	1	+5.908e+01	+6.055e-01
2	2	+5.968e+01	+2.554e-01
1	1	+5.994e+01	+9.791e-02
2	2	+6.003e+01	+2.264e+00
1	1	+6.230e+01	+1.402e+00
2	2	+6.370e+01	+2.798e+00
1	1	+6.650e+01	+1.182e-01
2	2	+6.662e+01	+1.905e-01
1	1	+6.681e+01	+1.223e+00
2	2	+6.803e+01	+3.214e-01
1	1	+6.835e+01	+2.806e+00
2	2	+7.116e+01	+3.874e-01
1	1	+7.154e+01	+4.319e-01
2	2	+7.198e+01	+2.151e+00
