%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+9.087e-01
2	2	+9.087e-01	+6.500e-02
1	1	+9.737e-01	+1.395e+00
2	2	+2.369e+00	+6.006e+00
1	1	+8.375e+00	+6.759e-01
2	2	+9.051e+00	+1.435e-02
1	1	+9.065e+00	+1.227e+00
2	2	+1.029e+01	+4.964e-01
1	1	+1.079e+01	+5.125e-01
2	2	+1.130e+01	+3.087e+00
1	1	+1.439e+01	+8.226e-01
2	2	+1.521e+01	+8.915e-02
1	1	+1.530e+01	+1.101e+00
2	2	+1.640e+01	+1.155e+00
1	1	+1.756e+01	+2.015e+00
2	2	+1.957e+01	+1.250e+00
1	1	+2.082e+01	+1.550e+00
2	2	+2.237e+01	+2.838e+00
1	1	+2.521e+01	+6.172e-02
2	2	+2.527e+01	+3.470e+00
1	1	+2.874e+01	+4.864e-01
2	2	+2.923e+01	+2.199e+00
1	1	+3.143e+01	+1.018e+00
2	2	+3.244e+01	+9.258e-01
1	1	+3.337e+01	+9.482e-01
2	2	+3.432e+01	+4.251e+00
1	1	+3.857e+01	+1.018e+00
2	2	+3.959e+01	+8.770e-01
1	1	+4.046e+01	+2.113e-01
2	2	+4.068e+01	+7.920e-01
1	1	+4.147e+01	+6.600e-01
2	2	+4.213e+01	+7.038e-01
1	1	+4.283e+01	+1.772e+00
2	2	+4.460e+01	+9.012e-02
1	1	+4.469e+01	+7.552e-01
2	2	+4.545e+01	+9.179e-02
1	1	+4.554e+01	+1.482e-02
2	2	+4.556e+01	+4.283e-02
1	1	+4.560e+01	+3.769e-01
2	2	+4.598e+01	+1.524e+00
1	1	+4.750e+01	+5.172e-02
2	2	+4.755e+01	+2.248e+00
1	1	+4.980e+01	+6.054e-01
2	2	+5.040e+01	+2.659e+00
1	1	+5.306e+01	+5.615e-01
2	2	+5.363e+01	+8.408e+00
1	1	+6.203e+01	+5.841e-01
2	2	+6.262e+01	+2.714e-01
1	1	+6.289e+01	+2.647e-02
2	2	+6.291e+01	+2.608e-01
1	1	+6.318e+01	+2.550e-01
2	2	+6.343e+01	+3.188e+00
1	1	+6.662e+01	+4.194e-01
2	2	+6.704e+01	+1.904e-01
1	1	+6.723e+01	+2.023e+00
2	2	+6.925e+01	+1.226e-01
1	1	+6.937e+01	+1.295e-01
2	2	+6.950e+01	+1.258e-01
1	1	+6.963e+01	+2.710e-01
2	2	+6.990e+01	+1.331e+00
1	1	+7.123e+01	+7.196e-02
2	2	+7.130e+01	+1.256e+00
1	1	+7.256e+01	+1.045e+00
2	2	+7.360e+01	+1.187e-01
1	1	+7.372e+01	+9.095e-01
2	2	+7.463e+01	+1.567e-01
1	1	+7.479e+01	+3.659e-01
2	2	+7.515e+01	+3.285e+00
1	1	+7.844e+01	+2.981e-01
2	2	+7.874e+01	+1.333e+00
1	1	+8.007e+01	+3.414e+00
2	2	+8.348e+01	+2.771e+00
1	1	+8.626e+01	+1.025e+00
2	2	+8.728e+01	+1.472e+00
1	1	+8.875e+01	+1.618e-01
2	2	+8.891e+01	+8.765e-01
1	1	+8.979e+01	+4.712e-01
2	2	+9.026e+01	+1.465e+00
1	1	+9.173e+01	+2.192e+00
2	2	+9.392e+01	+1.149e-01
1	1	+9.403e+01	+5.579e-01
2	2	+9.459e+01	+5.802e-01
1	1	+9.517e+01	+1.708e+00
