%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.084e-01
2	2	+1.084e-01	+9.687e-01
1	1	+1.077e+00	+1.459e+00
2	2	+2.536e+00	+1.386e+00
1	1	+3.921e+00	+1.373e+00
2	2	+5.295e+00	+2.874e+00
1	1	+8.169e+00	+5.140e+00
2	2	+1.331e+01	+1.463e+00
1	1	+1.477e+01	+3.987e-01
2	2	+1.517e+01	+6.283e-01
1	1	+1.580e+01	+5.232e-01
2	2	+1.632e+01	+8.694e-01
1	1	+1.719e+01	+5.166e-01
2	2	+1.771e+01	+1.150e+00
1	1	+1.886e+01	+7.978e-01
2	2	+1.966e+01	+3.013e-01
1	1	+1.996e+01	+4.223e-01
2	2	+2.038e+01	+1.072e+00
1	1	+2.145e+01	+2.993e+00
2	2	+2.444e+01	+3.687e+00
1	1	+2.813e+01	+1.999e+00
2	2	+3.013e+01	+1.579e+00
1	1	+3.171e+01	+1.431e+00
2	2	+3.314e+01	+2.426e-02
1	1	+3.317e+01	+8.636e-02
2	2	+3.325e+01	+4.960e-02
1	1	+3.330e+01	+8.072e-02
2	2	+3.338e+01	+6.677e-01
1	1	+3.405e+01	+7.771e-01
2	2	+3.483e+01	+2.377e-02
1	1	+3.485e+01	+5.308e-01
2	2	+3.538e+01	+2.560e+00
1	1	+3.794e+01	+3.047e-01
2	2	+3.825e+01	+1.017e-01
1	1	+3.835e+01	+1.955e+00
0	0	+4.030e+01	+Inf
