%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+7.802e-01
1	1	+7.802e-01	+5.983e-01
2	2	+1.379e+00	+6.596e-01
1	1	+2.038e+00	+2.231e+00
2	2	+4.269e+00	+3.005e-01
1	1	+4.569e+00	+1.078e-01
2	2	+4.677e+00	+1.440e+00
1	1	+6.117e+00	+3.883e-01
2	2	+6.506e+00	+1.147e+00
1	1	+7.652e+00	+3.737e-01
2	2	+8.026e+00	+2.026e+00
1	1	+1.005e+01	+3.907e-02
2	2	+1.009e+01	+6.616e+00
1	1	+1.671e+01	+5.583e-01
2	2	+1.727e+01	+8.352e-01
1	1	+1.810e+01	+1.367e+00
2	2	+1.947e+01	+5.461e-01
1	1	+2.001e+01	+3.150e-01
2	2	+2.033e+01	+3.007e+00
1	1	+2.334e+01	+1.014e+00
2	2	+2.435e+01	+8.580e-01
1	1	+2.521e+01	+2.360e-01
2	2	+2.544e+01	+3.491e+00
1	1	+2.894e+01	+5.463e-03
2	2	+2.894e+01	+4.721e-01
1	1	+2.941e+01	+3.046e+00
2	2	+3.246e+01	+2.122e-01
1	1	+3.267e+01	+3.984e+00
2	2	+3.665e+01	+4.521e-01
1	1	+3.711e+01	+1.959e-01
2	2	+3.730e+01	+3.345e+00
1	1	+4.065e+01	+2.588e+00
2	2	+4.324e+01	+2.119e-01
1	1	+4.345e+01	+2.460e-01
2	2	+4.369e+01	+7.732e-01
1	1	+4.447e+01	+5.902e-02
2	2	+4.453e+01	+1.769e-01
1	1	+4.470e+01	+1.166e+00
2	2	+4.587e+01	+4.299e-01
1	1	+4.630e+01	+1.387e-01
2	2	+4.644e+01	+4.624e-01
1	1	+4.690e+01	+1.465e+00
2	2	+4.836e+01	+1.049e-01
1	1	+4.847e+01	+6.036e-01
2	2	+4.907e+01	+3.617e-03
1	1	+4.908e+01	+1.460e+00
2	2	+5.054e+01	+4.477e-01
1	1	+5.098e+01	+7.973e-01
2	2	+5.178e+01	+1.139e+00
1	1	+5.292e+01	+3.194e-01
2	2	+5.324e+01	+1.893e+00
1	1	+5.513e+01	+1.506e+00
2	2	+5.664e+01	+1.016e+00
1	1	+5.765e+01	+1.094e-01
2	2	+5.776e+01	+4.543e-01
1	1	+5.822e+01	+1.235e+00
2	2	+5.945e+01	+1.067e+00
1	1	+6.052e+01	+9.570e-01
2	2	+6.148e+01	+3.928e+00
1	1	+6.540e+01	+1.374e+00
2	2	+6.678e+01	+4.686e-01
1	1	+6.725e+01	+1.834e+00
2	2	+6.908e+01	+1.326e+00
1	1	+7.041e+01	+9.872e-01
2	2	+7.139e+01	+3.261e-02
1	1	+7.143e+01	+2.171e+00
2	2	+7.360e+01	+7.672e-01
1	1	+7.436e+01	+2.134e+00
2	2	+7.650e+01	+3.748e+00
1	1	+8.025e+01	+9.125e-01
2	2	+8.116e+01	+3.546e-01
1	1	+8.151e+01	+1.187e-01
2	2	+8.163e+01	+6.124e-02
1	1	+8.169e+01	+9.030e-01
2	2	+8.260e+01	+7.442e-01
1	1	+8.334e+01	+3.578e-01
2	2	+8.370e+01	+1.548e+00
1	1	+8.525e+01	+2.084e+00
2	2	+8.733e+01	+3.746e+00
1	1	+9.108e+01	+3.447e-01
2	2	+9.142e+01	+1.904e+00
1	1	+9.333e+01	+1.985e+00
2	2	+9.531e+01	+1.397e+00
1	1	+9.671e+01	+1.242e+00
2	2	+9.795e+01	+4.297e+00
1	1	+1.022e+02	+3.009e-01
2	2	+1.025e+02	+4.484e-01
1	1	+1.030e+02	+3.364e-01
2	2	+1.033e+02	+7.036e-01
1	1	+1.040e+02	+1.997e+00
2	2	+1.060e+02	+1.182e+00
1	1	+1.072e+02	+1.219e+00
2	2	+1.084e+02	+7.119e+00
1	1	+1.156e+02	+6.743e-01
2	2	+1.162e+02	+3.604e+00
1	1	+1.198e+02	+1.461e+00
2	2	+1.213e+02	+1.807e-01
1	1	+1.215e+02	+1.043e+00
2	2	+1.225e+02	+4.037e+00
1	1	+1.266e+02	+2.026e+00
2	2	+1.286e+02	+1.993e-02
0	0	+1.286e+02	+Inf
