0.1,0.16229,0.0047426
0.2,0.15092,0.0044018
0.3,0.14081,0.0042074
0.4,0.13066,0.004051
0.5,0.1212,0.0039391
0.6,0.11256,0.0038991
0.7,0.10454,0.0037676
0.8,0.09736,0.0036715
0.9,0.090936,0.0035659
1,0.084132,0.0033606
1.1,0.077928,0.0032845
1.2,0.072891,0.0031114
1.3,0.067626,0.0029644
1.4,0.062758,0.0028437
1.5,0.058487,0.0027293
1.6,0.054465,0.002627
1.7,0.050623,0.0025367
1.8,0.047306,0.002398
1.9,0.044237,0.0023681
2,0.041013,0.0022713
2.1,0.038639,0.0023076
2.2,0.03648,0.0023011
2.4,0.032556,0.0021036
2.6,0.029148,0.0020544
2.8,0.026565,0.0022048
3,0.024052,0.0021858
3.2,0.02189,0.0024149
3.4,0.019707,0.0026083
3.6,0.018326,0.0028367
3.8,0.016281,0.0029928
4,0.015,0.0031191
4.4,0.012515,0.0030513
4.8,0.011009,0.002959
5.2,0.0094149,0.0029053
5.6,0.0078688,0.0028281
6,0.007208,0.0028583
6.4,0.0067161,0.0028176
6.8,0.0062237,0.0025036
7.2,0.0055817,0.0023707
7.6,0.005851,0.0024411
8,0.006065,0.0025711
8.8,0.0049052,0.0030882
9.6,0.0030471,0.0028437
10.4,0.0014022,0.002594
11.2,0.0032754,0.0026829
12,0.0040789,0.0025615
12.8,0.0028299,0.0023054
13.6,0.00066886,0.0024548
14.4,0.0004407,0.0023561
15.2,0.0019129,0.0026261
16,0.0027555,0.0028846
17.6,0.0027032,0.0024069
19.2,0.0024007,0.0029061
20.8,0.0028382,0.0024867
22.4,0.0010792,0.002289
24,-0.0022509,0.002253
25.6,-0.002002,0.002874
27.2,-0.0021987,0.0027352
28.8,-0.001617,0.0023374
30.4,-0.0010145,0.0032584
32,0.0015805,0.0033497
35.2,-0.0026624,0.0029866
38.4,-0.0012718,0.0034136
41.6,-0.0023046,0.0027995
44.8,-0.0030708,0.002869
48,-0.0035773,0.002927
51.2,-0.0025627,0.0036629
54.4,-0.00063822,0.0029814
57.6,-0.0024355,0.0038647
60.8,-0.00057828,0.0035272
64,0.0055546,0.0025251
70.4,-0.00085943,0.0031779
76.8,0.0017258,0.0051364
83.2,-0.0014472,0.0050795
89.6,0.0033936,0.0073951
96,0.0013141,0.0037919
