%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.382e+00
2	2	+1.382e+00	+5.470e-01
3	3	+1.929e+00	+1.327e-01
2	2	+2.062e+00	+2.873e+00
3	3	+4.934e+00	+3.477e-01
2	2	+5.282e+00	+2.320e+00
1	1	+7.602e+00	+3.838e-01
2	2	+7.986e+00	+4.413e+00
3	3	+1.240e+01	+8.819e-02
2	2	+1.249e+01	+5.967e+00
3	3	+1.845e+01	+4.493e+00
1	1	+2.295e+01	+4.431e+00
2	2	+2.738e+01	+3.171e-01
3	3	+2.770e+01	+3.004e+00
2	2	+3.070e+01	+1.061e+00
3	3	+3.176e+01	+7.435e-01
2	2	+3.250e+01	+3.369e+00
3	3	+3.587e+01	+4.445e+00
1	1	+4.032e+01	+6.345e-02
3	3	+4.038e+01	+8.061e+00
2	2	+4.844e+01	+4.049e+00
0	0	+5.249e+01	+Inf
