%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+8.666e+03	+1.928e+03	+9.876e+03	+0.182
0.100	+6.883e+03	+2.300e+03	+9.615e+03	+0.250
0.200	+6.957e+03	+1.826e+03	+1.017e+04	+0.208
0.300	+7.332e+03	+3.155e+03	+9.897e+03	+0.301
0.400	+7.880e+03	+2.687e+03	+1.097e+04	+0.254
0.500	+2.352e+03	+8.521e+03	+9.180e+03	+0.784
0.600	+8.799e+02	+8.374e+03	+1.005e+04	+0.905
0.700	+1.282e+03	+8.217e+03	+9.669e+03	+0.865
0.800	+1.134e+03	+7.602e+03	+1.011e+04	+0.870
0.900	+2.184e+03	+8.607e+03	+1.012e+04	+0.798
1.000	+2.115e+03	+8.236e+03	+9.730e+03	+0.796
1.100	+2.450e+03	+8.176e+03	+1.007e+04	+0.769
1.200	+1.954e+03	+8.466e+03	+9.013e+03	+0.812
1.300	+2.187e+03	+6.783e+03	+1.031e+04	+0.756
1.400	+1.937e+03	+8.025e+03	+1.003e+04	+0.806
1.500	+2.169e+03	+8.229e+03	+9.925e+03	+0.791
1.600	+1.512e+03	+6.831e+03	+1.015e+04	+0.819
1.700	+1.002e+03	+8.446e+03	+9.566e+03	+0.894
1.800	+2.121e+03	+8.049e+03	+1.001e+04	+0.791
1.900	+2.049e+03	+6.791e+03	+9.524e+03	+0.768
2.000	+1.979e+03	+8.512e+03	+8.910e+03	+0.811
2.100	+3.335e+03	+7.860e+03	+9.812e+03	+0.702
2.200	+1.872e+03	+8.469e+03	+1.039e+04	+0.819
2.300	+3.584e+03	+7.813e+03	+1.071e+04	+0.686
2.400	+1.239e+03	+7.532e+03	+9.920e+03	+0.859
2.500	+2.924e+03	+6.818e+03	+9.352e+03	+0.700
2.600	+4.975e+03	+6.436e+03	+1.021e+04	+0.564
2.700	+4.855e+03	+4.368e+03	+1.010e+04	+0.474
2.800	+4.390e+03	+4.437e+03	+9.807e+03	+0.503
2.900	+5.569e+03	+5.631e+03	+9.485e+03	+0.503
3.000	+5.411e+03	+4.889e+03	+1.005e+04	+0.475
3.100	+4.440e+03	+4.310e+03	+1.004e+04	+0.493
3.200	+5.629e+03	+4.981e+03	+1.041e+04	+0.469
3.300	+3.017e+03	+7.155e+03	+9.440e+03	+0.703
3.400	+1.635e+03	+7.958e+03	+8.758e+03	+0.830
3.500	+5.451e+03	+4.399e+03	+9.105e+03	+0.447
3.600	+6.083e+03	+5.372e+03	+9.950e+03	+0.469
3.700	+5.569e+03	+4.790e+03	+1.023e+04	+0.462
3.800	+3.026e+03	+6.981e+03	+1.013e+04	+0.698
3.900	+2.659e+03	+8.665e+03	+1.057e+04	+0.765
4.000	+4.190e+03	+6.872e+03	+1.035e+04	+0.621
4.100	+7.908e+03	+1.159e+03	+8.959e+03	+0.128
4.200	+7.960e+03	+3.011e+03	+9.996e+03	+0.274
4.300	+7.009e+03	+2.486e+03	+1.141e+04	+0.262
4.400	+8.293e+03	+1.970e+03	+9.876e+03	+0.192
4.500	+8.049e+03	+3.188e+03	+1.092e+04	+0.284
4.600	+6.398e+03	+1.939e+03	+1.023e+04	+0.233
4.700	+8.514e+03	+3.584e+03	+1.074e+04	+0.296
4.800	+7.095e+03	+2.353e+03	+1.022e+04	+0.249
4.900	+7.078e+03	+2.573e+03	+1.021e+04	+0.267
5.000	+7.226e+03	+3.200e+03	+8.883e+03	+0.307
5.100	+7.057e+03	+1.745e+03	+8.850e+03	+0.198
5.200	+7.925e+03	+2.971e+03	+9.958e+03	+0.273
5.300	+3.568e+03	+4.449e+03	+1.035e+04	+0.555
5.400	+5.066e+03	+4.954e+03	+1.012e+04	+0.494
5.500	+6.279e+03	+5.645e+03	+9.172e+03	+0.473
5.600	+5.231e+03	+4.169e+03	+9.731e+03	+0.443
5.700	+5.071e+03	+4.225e+03	+9.970e+03	+0.454
5.800	+3.913e+03	+4.748e+03	+9.797e+03	+0.548
5.900	+4.575e+03	+4.075e+03	+1.008e+04	+0.471
6.000	+4.532e+03	+5.266e+03	+1.003e+04	+0.537
6.100	+5.597e+03	+4.024e+03	+1.126e+04	+0.418
6.200	+4.380e+03	+5.593e+03	+1.049e+04	+0.561
6.300	+5.213e+03	+6.569e+03	+9.515e+03	+0.558
6.400	+4.543e+03	+4.746e+03	+9.615e+03	+0.511
6.500	+5.271e+03	+5.058e+03	+1.075e+04	+0.490
6.600	+5.095e+03	+5.387e+03	+1.078e+04	+0.514
6.700	+5.594e+03	+5.402e+03	+1.027e+04	+0.491
6.800	+4.967e+03	+5.346e+03	+1.006e+04	+0.518
6.900	+5.810e+03	+4.470e+03	+9.877e+03	+0.435
7.000	+2.104e+03	+7.019e+03	+9.651e+03	+0.769
7.100	+2.458e+03	+7.707e+03	+9.195e+03	+0.758
7.200	+2.671e+03	+7.252e+03	+1.037e+04	+0.731
7.300	+2.803e+03	+8.990e+03	+9.524e+03	+0.762
7.400	+2.494e+03	+8.397e+03	+9.681e+03	+0.771
7.500	+5.679e+03	+3.255e+03	+9.887e+03	+0.364
7.600	+5.362e+03	+4.319e+03	+9.656e+03	+0.446
7.700	+4.497e+03	+4.337e+03	+9.406e+03	+0.491
7.800	+4.520e+03	+6.279e+03	+1.063e+04	+0.581
7.900	+4.036e+03	+5.161e+03	+1.107e+04	+0.561
8.000	+5.735e+03	+5.486e+03	+9.968e+03	+0.489
8.100	+5.873e+03	+4.500e+03	+9.582e+03	+0.434
8.200	+5.689e+03	+6.245e+03	+9.899e+03	+0.523
8.300	+5.792e+03	+5.071e+03	+8.834e+03	+0.467
8.400	+5.307e+03	+5.437e+03	+1.065e+04	+0.506
8.500	+6.243e+03	+5.368e+03	+1.139e+04	+0.462
8.600	+5.120e+03	+6.710e+03	+9.172e+03	+0.567
8.700	+5.116e+03	+4.549e+03	+9.338e+03	+0.471
8.800	+5.027e+03	+5.235e+03	+1.015e+04	+0.510
8.900	+5.314e+03	+4.881e+03	+1.016e+04	+0.479
9.000	+4.251e+03	+5.746e+03	+1.011e+04	+0.575
9.100	+6.009e+03	+6.120e+03	+9.728e+03	+0.505
9.200	+5.403e+03	+4.335e+03	+8.807e+03	+0.445
9.300	+4.775e+03	+4.669e+03	+9.716e+03	+0.494
9.400	+4.332e+03	+4.034e+03	+9.963e+03	+0.482
9.500	+5.142e+03	+6.198e+03	+9.791e+03	+0.547
9.600	+5.750e+03	+4.333e+03	+9.509e+03	+0.430
9.700	+5.812e+03	+5.428e+03	+9.936e+03	+0.483
9.800	+4.792e+03	+5.294e+03	+1.058e+04	+0.525
9.900	+5.524e+03	+4.505e+03	+9.919e+03	+0.449
10.000	+5.188e+03	+5.458e+03	+1.095e+04	+0.513
10.100	+4.974e+03	+5.123e+03	+9.893e+03	+0.507
10.200	+3.449e+03	+4.579e+03	+1.023e+04	+0.570
10.300	+4.431e+03	+5.080e+03	+9.964e+03	+0.534
10.400	+4.400e+02	+8.369e+03	+9.964e+03	+0.950
10.500	+2.214e+03	+8.131e+03	+1.082e+04	+0.786
10.600	+3.230e+03	+8.005e+03	+9.954e+03	+0.712
10.700	+5.299e+03	+5.115e+03	+9.705e+03	+0.491
10.800	+5.553e+03	+5.821e+03	+1.064e+04	+0.512
10.900	+5.324e+03	+5.934e+03	+9.676e+03	+0.527
11.000	+4.415e+03	+3.889e+03	+1.050e+04	+0.468
11.100	+3.489e+03	+5.189e+03	+9.537e+03	+0.598
11.200	+4.423e+03	+5.477e+03	+1.038e+04	+0.553
11.300	+4.057e+03	+4.860e+03	+1.003e+04	+0.545
11.400	+4.296e+03	+5.316e+03	+9.819e+03	+0.553
11.500	+6.079e+03	+4.951e+03	+1.079e+04	+0.449
11.600	+5.729e+03	+5.036e+03	+1.123e+04	+0.468
11.700	+4.882e+03	+4.376e+03	+9.340e+03	+0.473
11.800	+5.287e+03	+5.419e+03	+1.135e+04	+0.506
11.900	+6.250e+03	+4.233e+03	+9.813e+03	+0.404
12.000	+5.480e+03	+3.465e+03	+9.743e+03	+0.387
12.100	+5.003e+03	+4.428e+03	+9.369e+03	+0.470
12.200	+4.775e+03	+4.952e+03	+9.085e+03	+0.509
12.300	+6.295e+03	+4.363e+03	+1.119e+04	+0.409
12.400	+4.847e+03	+5.610e+03	+1.026e+04	+0.536
12.500	+4.018e+03	+3.946e+03	+9.713e+03	+0.495
12.600	+5.985e+03	+5.510e+03	+8.673e+03	+0.479
12.700	+5.891e+03	+5.200e+03	+1.026e+04	+0.469
12.800	+5.081e+03	+5.479e+03	+9.707e+03	+0.519
12.900	+3.245e+03	+5.920e+03	+9.413e+03	+0.646
