%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+6.984e-01
3	3	+6.984e-01	+9.648e+00
2	2	+1.035e+01	+1.546e+00
3	3	+1.189e+01	+6.131e+00
1	1	+1.802e+01	+4.381e+00
2	2	+2.240e+01	+3.860e+00
3	3	+2.626e+01	+2.482e+00
2	2	+2.875e+01	+9.354e-01
1	1	+2.968e+01	+5.855e-01
2	2	+3.027e+01	+2.225e+00
3	3	+3.249e+01	+1.287e+00
2	2	+3.378e+01	+3.302e+00
1	1	+3.708e+01	+3.795e-01
2	2	+3.746e+01	+6.976e-02
1	1	+3.753e+01	+4.233e-01
2	2	+3.795e+01	+6.029e-01
3	3	+3.856e+01	+5.863e-01
1	1	+3.914e+01	+1.960e+00
2	2	+4.110e+01	+1.755e+00
3	3	+4.286e+01	+3.762e+00
2	2	+4.662e+01	+2.068e+00
1	1	+4.869e+01	+1.096e+00
2	2	+4.978e+01	+3.594e+00
3	3	+5.338e+01	+9.840e-01
0	0	+5.436e+01	+Inf
