%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+6.317e-01
2	2	+6.317e-01	+2.513e+00
3	3	+3.145e+00	+6.713e-01
2	2	+3.816e+00	+1.424e+00
3	3	+5.240e+00	+3.867e-01
2	2	+5.627e+00	+3.545e+00
3	3	+9.172e+00	+4.316e+00
2	2	+1.349e+01	+7.528e-01
3	3	+1.424e+01	+5.625e+00
1	1	+1.987e+01	+4.447e+00
2	2	+2.431e+01	+1.893e+00
3	3	+2.621e+01	+1.717e+00
2	2	+2.792e+01	+1.170e+01
3	3	+3.963e+01	+2.291e+00
2	2	+4.192e+01	+2.200e-01
3	3	+4.214e+01	+6.889e-01
2	2	+4.283e+01	+2.630e-01
3	3	+4.309e+01	+8.891e-01
1	1	+4.398e+01	+1.238e+00
2	2	+4.522e+01	+6.227e-01
3	3	+4.584e+01	+6.215e-01
1	1	+4.646e+01	+1.525e+00
2	2	+4.799e+01	+2.050e+00
3	3	+5.004e+01	+2.343e-01
2	2	+5.027e+01	+5.947e-01
3	3	+5.086e+01	+2.973e+00
2	2	+5.384e+01	+7.916e-01
3	3	+5.463e+01	+6.963e-02
2	2	+5.470e+01	+8.041e-01
3	3	+5.550e+01	+2.245e-01
2	2	+5.573e+01	+5.650e-01
3	3	+5.629e+01	+1.869e-01
1	1	+5.648e+01	+1.474e+00
3	3	+5.795e+01	+5.343e+00
2	2	+6.330e+01	+4.285e+00
3	3	+6.758e+01	+1.214e+00
2	2	+6.879e+01	+3.571e-03
3	3	+6.880e+01	+1.272e+00
2	2	+7.007e+01	+1.781e+00
3	3	+7.185e+01	+1.558e+00
2	2	+7.341e+01	+3.203e+00
3	3	+7.661e+01	+1.348e+00
1	1	+7.796e+01	+1.908e-01
2	2	+7.815e+01	+2.850e+00
3	3	+8.100e+01	+3.042e+00
2	2	+8.404e+01	+3.141e-01
3	3	+8.436e+01	+8.744e-02
1	1	+8.445e+01	+3.543e+00
2	2	+8.799e+01	+1.076e+00
3	3	+8.906e+01	+9.206e-01
1	1	+8.999e+01	+2.331e+00
2	2	+9.232e+01	+3.003e-01
3	3	+9.262e+01	+2.549e+00
1	1	+9.517e+01	+5.842e-01
3	3	+9.575e+01	+4.671e+00
2	2	+1.004e+02	+6.588e-01
3	3	+1.011e+02	+2.104e+00
2	2	+1.032e+02	+1.797e+00
1	1	+1.050e+02	+6.031e-01
2	2	+1.056e+02	+1.028e+00
3	3	+1.066e+02	+3.559e+00
2	2	+1.102e+02	+2.525e+00
1	1	+1.127e+02	+4.508e+00
2	2	+1.172e+02	+1.157e+00
3	3	+1.184e+02	+6.805e-01
1	1	+1.190e+02	+3.562e+00
3	3	+1.226e+02	+2.487e-01
2	2	+1.229e+02	+1.234e-02
3	3	+1.229e+02	+5.395e-02
2	2	+1.229e+02	+4.882e+00
3	3	+1.278e+02	+4.614e-01
2	2	+1.283e+02	+6.776e-01
3	3	+1.289e+02	+1.162e+00
2	2	+1.301e+02	+1.094e+00
3	3	+1.312e+02	+3.013e+00
1	1	+1.342e+02	+3.362e+00
2	2	+1.376e+02	+1.386e+00
3	3	+1.390e+02	+1.751e+00
1	1	+1.407e+02	+3.392e-01
2	2	+1.410e+02	+9.916e-01
3	3	+1.420e+02	+6.747e+00
2	2	+1.488e+02	+1.133e-01
3	3	+1.489e+02	+3.505e-01
1	1	+1.492e+02	+3.113e+00
2	2	+1.524e+02	+1.903e+00
1	1	+1.543e+02	+1.733e-01
2	2	+1.544e+02	+4.733e+00
1	1	+1.592e+02	+1.475e-01
3	3	+1.593e+02	+8.285e-01
1	1	+1.601e+02	+2.191e+00
2	2	+1.623e+02	+4.465e+00
3	3	+1.668e+02	+1.789e+00
2	2	+1.686e+02	+1.422e+00
3	3	+1.700e+02	+1.626e+00
2	2	+1.716e+02	+3.179e-01
3	3	+1.720e+02	+3.440e+00
2	2	+1.754e+02	+7.749e-01
3	3	+1.762e+02	+2.471e+00
1	1	+1.786e+02	+9.703e-01
3	3	+1.796e+02	+2.146e-01
2	2	+1.798e+02	+3.968e-01
0	0	+1.802e+02	+Inf
