%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.952e+03	+1.595e+03	+9.422e+03	+0.187
0.100	+7.109e+03	+1.870e+03	+8.794e+03	+0.208
0.200	+8.379e+03	+2.895e+03	+8.991e+03	+0.257
0.300	+6.498e+03	+2.562e+03	+9.627e+03	+0.283
0.400	+7.576e+03	+2.572e+03	+9.782e+03	+0.253
0.500	+6.779e+03	+1.641e+03	+9.816e+03	+0.195
0.600	+7.003e+03	+2.498e+03	+1.070e+04	+0.263
0.700	+7.554e+03	+2.309e+03	+9.041e+03	+0.234
0.800	+6.991e+03	+3.320e+03	+9.382e+03	+0.322
0.900	+6.194e+03	+3.130e+03	+9.868e+03	+0.336
1.000	+8.124e+03	+3.317e+03	+9.913e+03	+0.290
1.100	+6.152e+03	+1.954e+03	+1.029e+04	+0.241
1.200	+7.570e+03	+3.110e+03	+9.100e+03	+0.291
1.300	+8.583e+03	+2.341e+03	+9.739e+03	+0.214
1.400	+7.699e+03	+3.798e+03	+1.063e+04	+0.330
1.500	+6.779e+03	+2.301e+03	+9.880e+03	+0.253
1.600	+7.615e+03	+1.879e+03	+9.764e+03	+0.198
1.700	+7.565e+03	+3.150e+03	+8.146e+03	+0.294
1.800	+7.700e+03	+3.284e+03	+1.087e+04	+0.299
1.900	+7.361e+03	+2.274e+03	+9.491e+03	+0.236
2.000	+8.203e+03	+2.457e+03	+9.220e+03	+0.231
2.100	+6.980e+03	+6.822e+02	+9.528e+03	+0.089
2.200	+7.837e+03	+2.878e+03	+1.050e+04	+0.269
2.300	+6.405e+03	+4.044e+03	+1.033e+04	+0.387
2.400	+8.328e+03	+2.306e+03	+9.207e+03	+0.217
2.500	+7.019e+03	+1.469e+03	+9.910e+03	+0.173
2.600	+3.093e+03	+7.272e+03	+1.036e+04	+0.702
2.700	+1.799e+03	+7.536e+03	+1.038e+04	+0.807
2.800	+1.711e+03	+8.503e+03	+9.682e+03	+0.833
2.900	+1.180e+03	+8.519e+03	+1.052e+04	+0.878
3.000	+1.812e+03	+8.032e+03	+9.856e+03	+0.816
3.100	+3.145e+03	+6.563e+03	+9.854e+03	+0.676
3.200	+5.495e+03	+5.457e+03	+9.296e+03	+0.498
3.300	+5.158e+03	+4.279e+03	+1.013e+04	+0.453
3.400	+4.498e+03	+3.568e+03	+9.887e+03	+0.442
3.500	+4.130e+03	+5.680e+03	+1.155e+04	+0.579
3.600	+4.757e+03	+5.889e+03	+1.102e+04	+0.553
3.700	+4.494e+03	+5.270e+03	+9.826e+03	+0.540
3.800	+4.874e+03	+4.953e+03	+1.028e+04	+0.504
3.900	+4.740e+03	+4.103e+03	+9.220e+03	+0.464
4.000	+5.460e+03	+3.997e+03	+1.018e+04	+0.423
4.100	+3.909e+03	+4.424e+03	+1.004e+04	+0.531
