%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.308e+03	+6.553e+03	+1.011e+04	+0.510
0.100	+1.782e+03	+7.679e+03	+9.328e+03	+0.812
0.200	+1.476e+03	+7.946e+03	+9.787e+03	+0.843
0.300	+1.785e+03	+8.277e+03	+8.318e+03	+0.823
0.400	+4.890e+02	+8.703e+03	+1.032e+04	+0.947
0.500	+1.656e+03	+8.178e+03	+9.775e+03	+0.832
0.600	+2.981e+03	+6.499e+03	+1.135e+04	+0.686
0.700	+2.635e+03	+8.489e+03	+1.081e+04	+0.763
0.800	+1.882e+03	+8.601e+03	+1.071e+04	+0.820
0.900	+1.215e+03	+8.085e+03	+1.126e+04	+0.869
1.000	+1.203e+03	+8.328e+03	+9.996e+03	+0.874
1.100	+3.285e+03	+7.038e+03	+1.144e+04	+0.682
1.200	+1.622e+03	+7.043e+03	+1.076e+04	+0.813
1.300	+1.729e+03	+8.936e+03	+9.690e+03	+0.838
1.400	+1.455e+03	+6.944e+03	+9.570e+03	+0.827
1.500	+2.551e+03	+7.253e+03	+1.053e+04	+0.740
1.600	+1.976e+03	+7.799e+03	+1.069e+04	+0.798
1.700	+5.240e+03	+5.870e+03	+1.093e+04	+0.528
1.800	+7.576e+03	+2.952e+03	+9.160e+03	+0.280
1.900	+8.739e+03	+3.430e+03	+8.942e+03	+0.282
2.000	+7.183e+03	+3.343e+03	+9.612e+03	+0.318
2.100	+6.448e+03	+2.548e+03	+1.039e+04	+0.283
2.200	+7.366e+03	+3.632e+03	+1.001e+04	+0.330
2.300	+7.509e+03	+1.485e+03	+1.054e+04	+0.165
2.400	+7.080e+03	+2.289e+03	+1.108e+04	+0.244
2.500	+7.318e+03	+2.995e+03	+9.137e+03	+0.290
2.600	+8.212e+03	+2.256e+03	+1.139e+04	+0.216
2.700	+6.241e+03	+1.749e+03	+9.612e+03	+0.219
2.800	+7.092e+03	+2.773e+03	+9.608e+03	+0.281
2.900	+6.844e+03	+2.708e+03	+9.923e+03	+0.284
3.000	+7.276e+03	+2.989e+03	+8.942e+03	+0.291
3.100	+8.422e+03	+3.569e+03	+9.634e+03	+0.298
3.200	+8.682e+03	+3.134e+03	+9.351e+03	+0.265
3.300	+8.306e+03	+3.159e+03	+1.062e+04	+0.276
3.400	+3.650e+03	+6.463e+03	+1.069e+04	+0.639
3.500	+1.860e+03	+8.256e+03	+9.465e+03	+0.816
3.600	+2.876e+03	+9.341e+03	+9.683e+03	+0.765
3.700	+1.022e+03	+8.512e+03	+8.997e+03	+0.893
3.800	+2.648e+03	+8.296e+03	+1.012e+04	+0.758
3.900	+2.139e+03	+6.815e+03	+1.004e+04	+0.761
4.000	+1.767e+03	+6.990e+03	+1.083e+04	+0.798
4.100	+2.225e+03	+9.099e+03	+1.023e+04	+0.804
4.200	+1.214e+03	+9.034e+03	+8.696e+03	+0.881
4.300	+2.826e+03	+7.960e+03	+7.350e+03	+0.738
4.400	+7.973e+03	+3.140e+03	+1.032e+04	+0.283
4.500	+8.374e+03	+1.683e+03	+1.088e+04	+0.167
4.600	+7.740e+03	+2.049e+03	+9.930e+03	+0.209
4.700	+8.384e+03	+1.956e+03	+8.833e+03	+0.189
4.800	+7.821e+03	+2.855e+03	+1.120e+04	+0.267
4.900	+4.444e+03	+5.479e+03	+1.087e+04	+0.552
5.000	+6.254e+03	+4.384e+03	+1.047e+04	+0.412
5.100	+5.212e+03	+4.468e+03	+1.036e+04	+0.462
5.200	+5.096e+03	+4.715e+03	+1.235e+04	+0.481
5.300	+4.225e+03	+5.222e+03	+1.088e+04	+0.553
5.400	+4.501e+03	+3.947e+03	+1.044e+04	+0.467
5.500	+5.191e+03	+5.998e+03	+8.087e+03	+0.536
5.600	+5.854e+03	+4.757e+03	+9.757e+03	+0.448
5.700	+6.381e+03	+5.904e+03	+9.132e+03	+0.481
5.800	+5.412e+03	+4.510e+03	+9.272e+03	+0.455
5.900	+4.408e+03	+5.174e+03	+1.024e+04	+0.540
6.000	+5.129e+03	+4.594e+03	+1.020e+04	+0.472
6.100	+3.693e+03	+5.716e+03	+1.041e+04	+0.607
6.200	+5.604e+03	+5.172e+03	+9.762e+03	+0.480
6.300	+3.518e+03	+5.100e+03	+8.992e+03	+0.592
6.400	+4.829e+03	+6.189e+03	+1.010e+04	+0.562
6.500	+4.507e+03	+4.195e+03	+9.329e+03	+0.482
6.600	+4.446e+03	+4.715e+03	+9.806e+03	+0.515
6.700	+5.523e+03	+3.932e+03	+1.049e+04	+0.416
6.800	+5.853e+03	+4.765e+03	+1.024e+04	+0.449
6.900	+5.513e+03	+4.545e+03	+1.123e+04	+0.452
7.000	+4.651e+03	+4.590e+03	+9.554e+03	+0.497
