%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.856e+03	+2.044e+03	+9.337e+03	+0.206
0.100	+6.707e+03	+8.577e+02	+1.098e+04	+0.113
0.200	+8.142e+03	+3.915e+03	+1.104e+04	+0.325
0.300	+8.027e+03	+2.323e+03	+9.175e+03	+0.224
0.400	+8.421e+03	+2.375e+03	+9.297e+03	+0.220
0.500	+9.040e+03	+3.174e+03	+1.041e+04	+0.260
0.600	+7.529e+03	+1.582e+03	+1.154e+04	+0.174
0.700	+7.717e+03	+2.092e+03	+1.098e+04	+0.213
0.800	+7.395e+03	+1.602e+03	+1.031e+04	+0.178
0.900	+8.433e+03	+1.873e+03	+9.156e+03	+0.182
1.000	+7.576e+03	+1.893e+03	+9.628e+03	+0.200
1.100	+6.327e+03	+3.089e+03	+1.107e+04	+0.328
1.200	+7.307e+03	+2.148e+03	+1.135e+04	+0.227
1.300	+6.991e+03	+1.003e+03	+1.062e+04	+0.125
1.400	+7.457e+03	+2.083e+03	+1.060e+04	+0.218
1.500	+7.224e+03	+2.242e+03	+9.618e+03	+0.237
1.600	+7.889e+03	+3.654e+03	+9.588e+03	+0.317
1.700	+7.208e+03	+2.229e+03	+1.045e+04	+0.236
1.800	+8.047e+03	+2.534e+03	+1.014e+04	+0.239
1.900	+8.689e+03	+2.819e+03	+9.102e+03	+0.245
2.000	+6.938e+03	+1.530e+03	+8.937e+03	+0.181
2.100	+8.250e+03	+3.432e+03	+9.103e+03	+0.294
2.200	+7.366e+03	+7.527e+02	+1.025e+04	+0.093
2.300	+7.933e+03	+2.033e+03	+1.020e+04	+0.204
2.400	+5.948e+03	+2.583e+03	+1.001e+04	+0.303
2.500	+6.851e+03	+3.351e+03	+1.033e+04	+0.328
2.600	+8.118e+03	+2.810e+03	+9.573e+03	+0.257
2.700	+7.670e+03	+3.276e+03	+1.134e+04	+0.299
2.800	+6.492e+03	+2.974e+03	+1.055e+04	+0.314
2.900	+7.966e+03	+1.414e+03	+1.037e+04	+0.151
3.000	+7.803e+03	+1.150e+03	+9.450e+03	+0.128
3.100	+6.521e+03	+3.612e+03	+9.018e+03	+0.356
3.200	+4.765e+03	+5.671e+03	+1.017e+04	+0.543
3.300	+4.733e+03	+6.914e+03	+8.867e+03	+0.594
3.400	+5.259e+03	+6.503e+03	+1.186e+04	+0.553
3.500	+5.689e+03	+6.061e+03	+8.964e+03	+0.516
3.600	+5.295e+03	+5.449e+03	+1.003e+04	+0.507
3.700	+5.218e+03	+4.524e+03	+9.752e+03	+0.464
3.800	+5.788e+03	+5.463e+03	+9.350e+03	+0.486
3.900	+4.046e+03	+4.688e+03	+1.083e+04	+0.537
4.000	+5.757e+03	+4.539e+03	+1.017e+04	+0.441
4.100	+5.108e+03	+6.612e+03	+1.062e+04	+0.564
4.200	+4.887e+03	+4.931e+03	+9.545e+03	+0.502
4.300	+5.344e+03	+4.884e+03	+1.017e+04	+0.478
4.400	+4.946e+03	+4.840e+03	+9.553e+03	+0.495
4.500	+7.099e+03	+3.528e+03	+9.577e+03	+0.332
4.600	+7.214e+03	+2.041e+03	+1.021e+04	+0.221
4.700	+7.107e+03	+2.888e+03	+8.949e+03	+0.289
4.800	+6.354e+03	+2.389e+03	+1.004e+04	+0.273
4.900	+5.936e+03	+2.879e+03	+9.210e+03	+0.327
5.000	+8.434e+03	+2.717e+03	+9.758e+03	+0.244
5.100	+8.328e+03	+2.807e+03	+1.017e+04	+0.252
5.200	+8.339e+03	+1.736e+03	+1.024e+04	+0.172
5.300	+6.064e+03	+3.876e+03	+1.032e+04	+0.390
5.400	+7.548e+03	+2.227e+03	+1.088e+04	+0.228
5.500	+8.141e+03	+2.713e+03	+9.802e+03	+0.250
5.600	+7.486e+03	+2.391e+03	+1.097e+04	+0.242
5.700	+8.264e+03	+2.436e+03	+9.206e+03	+0.228
5.800	+6.671e+03	+1.335e+03	+1.094e+04	+0.167
5.900	+7.042e+03	+1.801e+03	+1.159e+04	+0.204
6.000	+7.732e+03	+3.144e+03	+9.198e+03	+0.289
6.100	+7.674e+03	+2.658e+03	+9.623e+03	+0.257
6.200	+8.221e+03	+2.255e+03	+1.041e+04	+0.215
6.300	+8.305e+03	+3.740e+03	+9.274e+03	+0.310
6.400	+8.397e+03	+2.160e+03	+9.887e+03	+0.205
6.500	+8.530e+03	+2.840e+03	+1.073e+04	+0.250
6.600	+7.261e+03	+3.133e+03	+1.121e+04	+0.301
6.700	+7.758e+03	+1.267e+03	+1.019e+04	+0.140
6.800	+8.611e+03	+2.903e+03	+1.035e+04	+0.252
6.900	+6.851e+03	+1.340e+03	+9.588e+03	+0.164
7.000	+6.623e+03	+3.331e+03	+1.077e+04	+0.335
7.100	+7.783e+03	+2.034e+03	+1.013e+04	+0.207
7.200	+7.264e+03	+2.745e+03	+9.738e+03	+0.274
7.300	+6.087e+03	+2.846e+03	+1.058e+04	+0.319
7.400	+7.571e+03	+1.371e+03	+1.067e+04	+0.153
7.500	+7.609e+03	+2.011e+03	+1.048e+04	+0.209
7.600	+7.049e+03	+1.767e+03	+9.821e+03	+0.200
7.700	+7.546e+03	+3.942e+03	+1.007e+04	+0.343
7.800	+8.145e+03	+2.811e+03	+8.824e+03	+0.257
7.900	+8.725e+03	+2.603e+03	+1.097e+04	+0.230
8.000	+7.733e+03	+3.206e+03	+1.001e+04	+0.293
8.100	+7.582e+03	+1.558e+03	+9.391e+03	+0.170
8.200	+6.539e+03	+2.023e+03	+9.642e+03	+0.236
8.300	+8.551e+03	+2.610e+03	+9.902e+03	+0.234
8.400	+7.204e+03	+3.240e+03	+1.064e+04	+0.310
8.500	+8.387e+03	+3.698e+03	+1.044e+04	+0.306
8.600	+6.944e+03	+2.056e+03	+1.023e+04	+0.228
8.700	+7.899e+03	+1.926e+03	+8.495e+03	+0.196
8.800	+6.655e+03	+3.490e+03	+9.141e+03	+0.344
8.900	+7.671e+03	+3.032e+03	+9.425e+03	+0.283
9.000	+8.794e+03	+2.670e+03	+9.092e+03	+0.233
9.100	+8.852e+03	+2.624e+03	+9.331e+03	+0.229
9.200	+7.575e+03	+3.107e+03	+9.553e+03	+0.291
9.300	+7.448e+03	+1.791e+03	+9.901e+03	+0.194
9.400	+6.973e+03	+1.997e+03	+1.093e+04	+0.223
9.500	+7.294e+03	+2.340e+03	+9.512e+03	+0.243
9.600	+7.131e+03	+2.422e+03	+9.618e+03	+0.254
9.700	+8.234e+03	+2.031e+03	+8.821e+03	+0.198
9.800	+6.965e+03	+2.272e+03	+1.010e+04	+0.246
9.900	+7.925e+03	+2.770e+03	+1.083e+04	+0.259
10.000	+7.755e+03	+3.152e+03	+9.195e+03	+0.289
10.100	+7.962e+03	+1.703e+03	+9.187e+03	+0.176
10.200	+6.719e+03	+2.198e+03	+1.003e+04	+0.246
10.300	+6.447e+03	+2.760e+03	+9.628e+03	+0.300
10.400	+7.154e+03	+3.015e+03	+1.025e+04	+0.296
10.500	+8.259e+03	+2.813e+03	+8.465e+03	+0.254
10.600	+8.594e+03	+3.439e+03	+1.110e+04	+0.286
10.700	+8.403e+03	+3.234e+03	+1.069e+04	+0.278
