%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+6.900e-01
3	3	+6.900e-01	+8.287e-01
1	1	+1.519e+00	+3.320e+00
2	2	+4.839e+00	+9.895e-01
3	3	+5.828e+00	+6.368e-01
2	2	+6.465e+00	+2.957e+00
3	3	+9.422e+00	+3.586e-01
1	1	+9.780e+00	+5.722e-01
2	2	+1.035e+01	+1.550e+00
3	3	+1.190e+01	+2.001e+00
1	1	+1.390e+01	+9.130e-01
2	2	+1.482e+01	+2.862e+00
3	3	+1.768e+01	+4.802e-01
1	1	+1.816e+01	+2.067e+00
2	2	+2.023e+01	+2.779e+00
3	3	+2.301e+01	+2.307e-01
2	2	+2.324e+01	+4.217e+00
3	3	+2.745e+01	+2.212e+00
2	2	+2.966e+01	+1.189e+00
3	3	+3.085e+01	+4.814e-01
2	2	+3.133e+01	+4.742e+00
3	3	+3.608e+01	+1.421e-01
2	2	+3.622e+01	+1.185e+00
3	3	+3.740e+01	+2.706e+00
1	1	+4.011e+01	+1.022e-01
3	3	+4.021e+01	+2.148e+00
1	1	+4.236e+01	+9.887e-01
2	2	+4.335e+01	+2.796e+00
3	3	+4.614e+01	+7.106e-01
1	1	+4.685e+01	+7.836e-01
2	2	+4.764e+01	+6.579e-01
3	3	+4.830e+01	+1.049e+00
2	2	+4.934e+01	+1.110e+00
3	3	+5.045e+01	+2.825e+00
2	2	+5.328e+01	+8.403e-01
3	3	+5.412e+01	+3.031e+00
2	2	+5.715e+01	+1.428e+00
3	3	+5.858e+01	+2.765e+00
2	2	+6.134e+01	+8.719e-01
1	1	+6.222e+01	+2.308e-01
2	2	+6.245e+01	+3.669e+00
3	3	+6.611e+01	+3.300e+00
2	2	+6.942e+01	+4.498e-01
3	3	+6.986e+01	+2.625e+00
2	2	+7.249e+01	+1.397e+00
3	3	+7.389e+01	+3.276e-01
1	1	+7.421e+01	+4.712e+00
2	2	+7.893e+01	+1.096e+00
3	3	+8.002e+01	+3.713e-01
2	2	+8.039e+01	+5.108e+00
3	3	+8.550e+01	+8.598e-02
2	2	+8.559e+01	+3.875e+00
1	1	+8.946e+01	+1.645e-01
2	2	+8.963e+01	+3.860e+00
3	3	+9.349e+01	+1.770e-01
1	1	+9.366e+01	+6.563e+00
2	2	+1.002e+02	+9.094e-02
1	1	+1.003e+02	+8.251e-01
0	0	+1.011e+02	+Inf
