%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.477e+03	+7.891e+03	+9.020e+03	+0.842
0.100	+1.501e+03	+7.703e+03	+9.999e+03	+0.837
0.200	+2.020e+03	+8.095e+03	+9.348e+03	+0.800
0.300	+3.891e+03	+8.162e+03	+9.348e+03	+0.677
0.400	+2.024e+03	+7.746e+03	+8.416e+03	+0.793
0.500	+2.048e+03	+7.237e+03	+9.129e+03	+0.779
0.600	+1.223e+03	+8.305e+03	+9.448e+03	+0.872
0.700	+2.557e+03	+7.829e+03	+1.024e+04	+0.754
0.800	+1.438e+03	+6.498e+03	+1.002e+04	+0.819
0.900	+1.720e+03	+9.356e+03	+1.045e+04	+0.845
1.000	+1.113e+03	+8.408e+03	+1.018e+04	+0.883
1.100	+2.233e+03	+8.329e+03	+1.002e+04	+0.789
1.200	+2.731e+03	+7.631e+03	+9.227e+03	+0.736
1.300	+3.824e+03	+6.113e+03	+9.351e+03	+0.615
1.400	+7.027e+03	+3.040e+03	+1.023e+04	+0.302
1.500	+7.246e+03	+3.823e+03	+9.635e+03	+0.345
1.600	+8.182e+03	+2.712e+03	+9.597e+03	+0.249
1.700	+6.977e+03	+2.754e+03	+9.575e+03	+0.283
1.800	+7.361e+03	+1.810e+03	+9.872e+03	+0.197
1.900	+8.319e+03	+2.772e+03	+1.082e+04	+0.250
2.000	+7.325e+03	+3.030e+03	+1.030e+04	+0.293
2.100	+7.448e+03	+2.735e+03	+1.017e+04	+0.269
2.200	+6.167e+03	+9.170e+02	+9.707e+03	+0.129
2.300	+5.878e+03	+4.386e+03	+1.009e+04	+0.427
2.400	+4.254e+03	+4.858e+03	+1.113e+04	+0.533
2.500	+4.834e+03	+4.895e+03	+9.659e+03	+0.503
2.600	+4.582e+03	+5.285e+03	+9.572e+03	+0.536
2.700	+3.263e+03	+5.751e+03	+9.315e+03	+0.638
2.800	+4.981e+03	+5.115e+03	+1.028e+04	+0.507
2.900	+5.126e+03	+4.120e+03	+1.030e+04	+0.446
3.000	+4.358e+03	+3.646e+03	+9.883e+03	+0.455
3.100	+7.767e+03	+4.084e+03	+1.034e+04	+0.345
3.200	+7.575e+03	+1.935e+03	+9.763e+03	+0.203
3.300	+7.425e+03	+2.638e+03	+8.916e+03	+0.262
3.400	+7.986e+03	+1.951e+03	+9.988e+03	+0.196
3.500	+6.912e+03	+2.332e+03	+1.074e+04	+0.252
3.600	+1.012e+04	+2.368e+03	+9.810e+03	+0.190
3.700	+7.048e+03	+2.798e+03	+1.046e+04	+0.284
3.800	+7.417e+03	+3.254e+03	+9.968e+03	+0.305
3.900	+5.249e+03	+4.104e+03	+9.624e+03	+0.439
4.000	+5.115e+03	+5.376e+03	+9.343e+03	+0.512
4.100	+4.600e+03	+5.426e+03	+9.533e+03	+0.541
4.200	+4.170e+03	+4.436e+03	+9.687e+03	+0.515
4.300	+4.986e+03	+5.434e+03	+9.973e+03	+0.521
4.400	+4.444e+03	+3.600e+03	+9.864e+03	+0.448
4.500	+4.942e+03	+3.922e+03	+1.111e+04	+0.442
4.600	+5.309e+03	+4.030e+03	+1.047e+04	+0.432
4.700	+5.569e+03	+5.618e+03	+9.854e+03	+0.502
4.800	+5.550e+03	+5.291e+03	+9.488e+03	+0.488
4.900	+5.472e+03	+4.589e+03	+9.568e+03	+0.456
5.000	+5.200e+03	+4.814e+03	+1.026e+04	+0.481
5.100	+4.408e+03	+5.314e+03	+8.490e+03	+0.547
5.200	+4.819e+03	+5.892e+03	+1.079e+04	+0.550
5.300	+4.893e+03	+5.368e+03	+1.073e+04	+0.523
5.400	+5.380e+03	+4.701e+03	+1.092e+04	+0.466
5.500	+5.950e+03	+4.113e+03	+9.532e+03	+0.409
5.600	+5.713e+03	+5.449e+03	+9.257e+03	+0.488
