%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.483e+03	+8.263e+03	+1.020e+04	+0.769
0.100	+2.885e+03	+8.341e+03	+9.922e+03	+0.743
0.200	+3.321e+03	+7.594e+03	+1.135e+04	+0.696
0.300	+9.545e+02	+9.106e+03	+1.114e+04	+0.905
0.400	+1.342e+03	+8.458e+03	+9.868e+03	+0.863
0.500	+2.617e+03	+7.566e+03	+1.104e+04	+0.743
0.600	+2.183e+03	+8.207e+03	+1.021e+04	+0.790
0.700	+1.764e+03	+7.584e+03	+9.749e+03	+0.811
0.800	+2.838e+03	+9.014e+03	+9.488e+03	+0.761
0.900	+1.639e+03	+8.204e+03	+1.091e+04	+0.833
1.000	+1.771e+03	+8.941e+03	+1.026e+04	+0.835
1.100	+3.318e+03	+8.945e+03	+1.076e+04	+0.729
1.200	+1.923e+03	+6.761e+03	+9.303e+03	+0.779
1.300	+9.974e+02	+6.880e+03	+1.154e+04	+0.873
1.400	+1.013e+03	+9.194e+03	+9.034e+03	+0.901
1.500	+2.367e+03	+7.865e+03	+9.263e+03	+0.769
1.600	+5.375e+03	+3.665e+03	+9.898e+03	+0.405
1.700	+6.778e+03	+2.698e+03	+1.024e+04	+0.285
1.800	+7.946e+03	+3.889e+03	+9.549e+03	+0.329
1.900	+6.670e+03	+2.644e+03	+1.073e+04	+0.284
2.000	+6.367e+03	+2.767e+03	+1.045e+04	+0.303
2.100	+7.492e+03	+2.348e+03	+9.508e+03	+0.239
2.200	+6.572e+03	+3.388e+03	+8.906e+03	+0.340
2.300	+6.728e+03	+3.324e+03	+9.631e+03	+0.331
2.400	+6.784e+03	+2.768e+03	+9.903e+03	+0.290
2.500	+6.619e+03	+3.033e+03	+1.070e+04	+0.314
2.600	+7.922e+03	+2.760e+03	+1.108e+04	+0.258
2.700	+6.605e+03	+3.838e+03	+1.044e+04	+0.367
2.800	+5.183e+03	+4.072e+03	+8.577e+03	+0.440
2.900	+5.931e+03	+3.074e+03	+1.055e+04	+0.341
3.000	+5.560e+03	+5.017e+03	+1.050e+04	+0.474
3.100	+1.326e+03	+7.502e+03	+9.953e+03	+0.850
3.200	+2.094e+03	+7.455e+03	+1.015e+04	+0.781
3.300	+1.807e+03	+7.562e+03	+9.261e+03	+0.807
3.400	+2.924e+03	+7.968e+03	+1.049e+04	+0.732
3.500	+2.801e+03	+8.484e+03	+1.036e+04	+0.752
3.600	+1.777e+03	+8.194e+03	+1.075e+04	+0.822
3.700	+2.737e+03	+8.416e+03	+9.842e+03	+0.755
3.800	+5.806e+03	+6.386e+03	+1.042e+04	+0.524
3.900	+3.892e+03	+6.727e+03	+9.539e+03	+0.633
4.000	+1.516e+03	+7.398e+03	+9.152e+03	+0.830
4.100	+8.690e+02	+7.609e+03	+9.647e+03	+0.897
4.200	+2.753e+03	+7.684e+03	+1.000e+04	+0.736
4.300	+1.830e+03	+7.826e+03	+9.239e+03	+0.811
4.400	+1.630e+03	+9.163e+03	+1.093e+04	+0.849
4.500	+2.491e+03	+7.917e+03	+1.040e+04	+0.761
4.600	+4.501e+02	+8.790e+03	+1.122e+04	+0.951
4.700	+1.080e+03	+7.686e+03	+9.905e+03	+0.877
4.800	+2.085e+03	+7.485e+03	+9.527e+03	+0.782
