%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+4.369e+00
3	3	+4.369e+00	+4.608e+00
1	1	+8.977e+00	+1.006e+00
3	3	+9.983e+00	+4.658e+00
2	2	+1.464e+01	+4.707e-01
3	3	+1.511e+01	+2.208e+00
1	1	+1.732e+01	+7.443e-01
2	2	+1.806e+01	+6.989e-01
1	1	+1.876e+01	+2.043e+00
2	2	+2.081e+01	+4.930e-01
3	3	+2.130e+01	+5.789e-01
2	2	+2.188e+01	+5.293e-01
3	3	+2.241e+01	+2.818e-01
1	1	+2.269e+01	+6.499e+00
2	2	+2.919e+01	+3.488e+00
3	3	+3.268e+01	+5.233e+00
1	1	+3.791e+01	+7.486e-01
2	2	+3.866e+01	+5.639e+00
3	3	+4.430e+01	+5.698e+00
2	2	+4.999e+01	+4.004e-01
3	3	+5.039e+01	+1.794e+00
1	1	+5.219e+01	+9.257e-01
2	2	+5.311e+01	+2.465e-01
3	3	+5.336e+01	+4.633e+00
2	2	+5.799e+01	+1.084e+00
3	3	+5.908e+01	+1.244e+00
2	2	+6.032e+01	+2.914e+00
3	3	+6.323e+01	+3.128e-01
2	2	+6.355e+01	+5.059e-01
1	1	+6.405e+01	+1.370e+00
2	2	+6.542e+01	+2.558e+00
3	3	+6.798e+01	+4.725e+00
2	2	+7.271e+01	+1.872e+00
3	3	+7.458e+01	+7.582e-01
2	2	+7.534e+01	+9.876e-01
3	3	+7.632e+01	+2.104e-01
2	2	+7.653e+01	+8.197e-01
3	3	+7.735e+01	+1.936e+00
2	2	+7.929e+01	+3.454e+00
3	3	+8.274e+01	+1.194e+00
2	2	+8.394e+01	+3.311e-01
1	1	+8.427e+01	+6.127e+00
2	2	+9.040e+01	+2.034e+00
3	3	+9.243e+01	+1.019e+00
2	2	+9.345e+01	+3.027e+00
3	3	+9.648e+01	+2.108e+00
1	1	+9.858e+01	+2.729e+00
2	2	+1.013e+02	+8.502e+00
1	1	+1.098e+02	+6.809e-01
2	2	+1.105e+02	+2.778e+00
3	3	+1.133e+02	+1.759e+00
2	2	+1.150e+02	+2.320e+00
1	1	+1.174e+02	+1.379e+01
3	3	+1.311e+02	+3.747e-01
2	2	+1.315e+02	+2.419e+00
3	3	+1.339e+02	+2.402e-02
2	2	+1.340e+02	+6.460e-01
3	3	+1.346e+02	+3.626e+00
1	1	+1.382e+02	+1.753e+00
2	2	+1.400e+02	+4.651e+00
3	3	+1.446e+02	+7.890e-01
2	2	+1.454e+02	+2.762e+00
1	1	+1.482e+02	+4.207e+00
3	3	+1.524e+02	+2.283e+00
2	2	+1.547e+02	+5.577e+00
3	3	+1.603e+02	+6.437e-01
1	1	+1.609e+02	+3.825e+00
2	2	+1.647e+02	+3.112e+00
3	3	+1.678e+02	+6.066e-01
1	1	+1.684e+02	+7.406e-01
3	3	+1.692e+02	+3.563e+00
2	2	+1.727e+02	+4.319e-01
3	3	+1.732e+02	+2.065e+00
2	2	+1.752e+02	+2.189e+00
3	3	+1.774e+02	+7.374e-01
2	2	+1.782e+02	+7.207e-01
0	0	+1.789e+02	+Inf
