%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.417e+00
1	1	+1.417e+00	+6.269e-01
2	2	+2.044e+00	+3.554e+00
3	3	+5.598e+00	+4.536e-01
1	1	+6.052e+00	+2.211e-01
2	2	+6.273e+00	+1.839e+00
3	3	+8.112e+00	+1.134e+00
2	2	+9.247e+00	+8.091e+00
1	1	+1.734e+01	+4.045e-01
2	2	+1.774e+01	+1.111e+00
1	1	+1.885e+01	+7.902e-02
3	3	+1.893e+01	+6.342e-01
2	2	+1.957e+01	+4.822e+00
1	1	+2.439e+01	+3.588e-02
2	2	+2.442e+01	+2.496e-01
3	3	+2.467e+01	+1.603e+00
1	1	+2.628e+01	+6.721e-01
2	2	+2.695e+01	+1.636e+00
1	1	+2.859e+01	+9.859e-01
0	0	+2.957e+01	+Inf
