%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.055e+00
3	3	+1.055e+00	+5.327e-02
2	2	+1.108e+00	+2.091e+00
3	3	+3.199e+00	+1.586e+00
2	2	+4.785e+00	+4.735e-01
3	3	+5.259e+00	+1.421e+00
2	2	+6.680e+00	+3.112e-01
3	3	+6.991e+00	+1.620e+00
2	2	+8.612e+00	+2.536e+00
3	3	+1.115e+01	+3.370e-01
1	1	+1.148e+01	+1.840e+00
2	2	+1.332e+01	+1.866e+00
3	3	+1.519e+01	+6.105e-01
2	2	+1.580e+01	+1.046e+00
3	3	+1.685e+01	+1.216e+00
1	1	+1.806e+01	+4.442e+00
2	2	+2.250e+01	+5.555e+00
3	3	+2.806e+01	+1.461e+00
1	1	+2.952e+01	+1.519e+00
2	2	+3.104e+01	+1.361e+00
3	3	+3.240e+01	+1.589e+00
2	2	+3.399e+01	+2.676e+00
3	3	+3.667e+01	+5.147e+00
2	2	+4.181e+01	+2.444e-01
3	3	+4.206e+01	+2.160e-02
2	2	+4.208e+01	+1.681e+00
3	3	+4.376e+01	+3.462e+00
1	1	+4.722e+01	+2.523e+00
2	2	+4.974e+01	+7.537e-01
3	3	+5.050e+01	+3.844e-01
2	2	+5.088e+01	+1.588e+00
3	3	+5.247e+01	+3.826e-01
2	2	+5.285e+01	+1.344e+00
3	3	+5.420e+01	+5.427e+00
1	1	+5.962e+01	+3.871e+00
2	2	+6.350e+01	+3.040e-02
3	3	+6.353e+01	+9.145e-01
2	2	+6.444e+01	+2.628e+00
3	3	+6.707e+01	+1.332e-01
1	1	+6.720e+01	+7.436e+00
2	2	+7.464e+01	+2.834e+00
3	3	+7.747e+01	+1.231e+00
2	2	+7.870e+01	+3.474e-02
3	3	+7.874e+01	+4.071e+00
1	1	+8.281e+01	+5.618e-01
3	3	+8.337e+01	+9.558e-02
1	1	+8.347e+01	+7.782e-01
2	2	+8.424e+01	+3.095e-01
3	3	+8.455e+01	+9.779e-01
2	2	+8.553e+01	+2.341e+00
3	3	+8.787e+01	+5.574e-03
2	2	+8.788e+01	+1.042e+00
3	3	+8.892e+01	+1.320e+00
2	2	+9.024e+01	+1.664e+00
3	3	+9.190e+01	+1.791e+00
1	1	+9.369e+01	+2.302e+00
2	2	+9.600e+01	+1.041e+00
1	1	+9.704e+01	+8.716e+00
3	3	+1.058e+02	+2.045e-02
2	2	+1.058e+02	+2.970e+00
3	3	+1.087e+02	+2.310e-01
1	1	+1.090e+02	+4.465e-01
2	2	+1.094e+02	+9.286e-01
3	3	+1.103e+02	+2.817e+00
2	2	+1.132e+02	+9.017e-01
1	1	+1.141e+02	+5.497e+00
2	2	+1.196e+02	+1.096e+00
1	1	+1.207e+02	+3.827e+00
2	2	+1.245e+02	+1.626e+00
3	3	+1.261e+02	+9.320e-01
2	2	+1.270e+02	+2.563e+00
3	3	+1.296e+02	+3.459e-01
1	1	+1.300e+02	+1.383e+00
2	2	+1.313e+02	+2.795e+00
3	3	+1.341e+02	+4.575e+00
2	2	+1.387e+02	+2.079e+00
3	3	+1.408e+02	+1.046e-01
2	2	+1.409e+02	+3.083e+00
3	3	+1.440e+02	+1.015e+00
2	2	+1.450e+02	+1.465e+00
3	3	+1.465e+02	+1.614e+00
2	2	+1.481e+02	+2.724e+00
3	3	+1.508e+02	+2.596e+00
2	2	+1.534e+02	+1.935e+00
1	1	+1.553e+02	+6.133e-01
2	2	+1.559e+02	+6.314e-01
3	3	+1.566e+02	+2.625e+00
1	1	+1.592e+02	+1.377e+00
0	0	+1.606e+02	+Inf
