%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+4.295e-01
1	1	+4.295e-01	+1.201e+00
2	2	+1.630e+00	+5.501e-01
3	3	+2.180e+00	+1.726e+00
2	2	+3.906e+00	+6.511e+00
3	3	+1.042e+01	+2.311e+00
2	2	+1.273e+01	+8.760e-01
3	3	+1.360e+01	+7.647e-01
2	2	+1.437e+01	+1.749e+00
3	3	+1.612e+01	+1.415e+00
2	2	+1.753e+01	+3.252e+00
3	3	+2.079e+01	+3.507e+00
2	2	+2.429e+01	+8.345e-01
3	3	+2.513e+01	+1.669e+00
1	1	+2.679e+01	+2.582e+00
2	2	+2.938e+01	+2.221e+00
3	3	+3.160e+01	+1.164e+00
2	2	+3.276e+01	+7.395e-02
1	1	+3.284e+01	+8.256e-03
2	2	+3.284e+01	+2.446e+00
3	3	+3.529e+01	+6.340e-01
1	1	+3.592e+01	+1.297e+00
3	3	+3.722e+01	+2.230e-01
1	1	+3.744e+01	+1.232e+00
2	2	+3.868e+01	+1.693e+00
3	3	+4.037e+01	+1.269e+00
1	1	+4.164e+01	+1.075e+00
3	3	+4.271e+01	+3.989e-01
1	1	+4.311e+01	+4.802e-01
2	2	+4.359e+01	+1.147e+00
3	3	+4.474e+01	+4.463e-01
2	2	+4.519e+01	+1.768e+00
3	3	+4.695e+01	+1.583e+00
2	2	+4.854e+01	+7.975e-01
3	3	+4.933e+01	+3.686e+00
2	2	+5.302e+01	+2.023e+00
3	3	+5.504e+01	+5.867e-01
2	2	+5.563e+01	+5.440e+00
3	3	+6.107e+01	+1.005e+00
1	1	+6.207e+01	+5.962e+00
2	2	+6.804e+01	+1.908e+00
3	3	+6.994e+01	+1.476e-01
2	2	+7.009e+01	+2.080e-01
3	3	+7.030e+01	+1.150e+00
2	2	+7.145e+01	+7.055e-03
1	1	+7.146e+01	+2.100e+00
2	2	+7.356e+01	+8.431e+00
3	3	+8.199e+01	+1.883e-01
2	2	+8.218e+01	+2.329e+00
3	3	+8.451e+01	+9.221e-01
2	2	+8.543e+01	+1.528e-01
3	3	+8.558e+01	+4.171e+00
1	1	+8.975e+01	+1.806e+00
2	2	+9.156e+01	+2.218e+00
3	3	+9.378e+01	+8.863e-01
2	2	+9.466e+01	+2.785e+00
1	1	+9.745e+01	+3.931e+00
3	3	+1.014e+02	+6.021e-01
2	2	+1.020e+02	+1.626e-01
3	3	+1.021e+02	+1.957e+00
1	1	+1.041e+02	+7.493e-01
2	2	+1.048e+02	+1.906e+00
3	3	+1.068e+02	+8.718e-01
2	2	+1.076e+02	+4.584e+00
3	3	+1.122e+02	+6.740e-02
2	2	+1.123e+02	+3.132e+00
3	3	+1.154e+02	+1.873e+00
2	2	+1.173e+02	+8.438e-01
3	3	+1.181e+02	+7.456e-02
2	2	+1.182e+02	+9.098e-01
3	3	+1.191e+02	+2.288e+00
1	1	+1.214e+02	+5.040e+00
3	3	+1.264e+02	+5.886e-01
2	2	+1.270e+02	+5.617e+00
1	1	+1.326e+02	+2.899e+00
2	2	+1.355e+02	+6.070e-01
3	3	+1.362e+02	+8.852e-01
1	1	+1.370e+02	+1.519e+00
2	2	+1.386e+02	+2.398e+00
3	3	+1.410e+02	+4.115e+00
2	2	+1.451e+02	+4.171e+00
1	1	+1.492e+02	+3.757e+00
2	2	+1.530e+02	+3.590e+00
3	3	+1.566e+02	+2.114e+00
2	2	+1.587e+02	+4.333e-01
3	3	+1.591e+02	+3.229e+00
2	2	+1.624e+02	+7.644e+00
3	3	+1.700e+02	+2.991e+00
2	2	+1.730e+02	+4.145e-01
3	3	+1.734e+02	+9.816e-02
2	2	+1.735e+02	+5.699e+00
3	3	+1.792e+02	+1.004e+00
0	0	+1.802e+02	+Inf
