%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+7.581e-01
2	2	+7.581e-01	+6.157e-01
1	1	+1.374e+00	+4.724e-02
2	2	+1.421e+00	+1.934e+00
3	3	+3.355e+00	+1.900e+00
2	2	+5.255e+00	+1.352e+00
1	1	+6.606e+00	+1.504e-01
3	3	+6.757e+00	+2.903e+00
2	2	+9.660e+00	+5.838e-01
3	3	+1.024e+01	+1.731e-01
2	2	+1.042e+01	+3.462e-01
3	3	+1.076e+01	+7.960e+00
2	2	+1.872e+01	+3.648e+00
3	3	+2.237e+01	+1.970e+00
2	2	+2.434e+01	+4.338e-01
3	3	+2.477e+01	+1.848e-01
1	1	+2.496e+01	+2.196e+00
3	3	+2.716e+01	+4.615e+00
2	2	+3.177e+01	+2.834e+00
3	3	+3.460e+01	+1.839e+00
2	2	+3.644e+01	+1.014e+00
3	3	+3.746e+01	+2.088e+00
2	2	+3.955e+01	+2.099e+00
3	3	+4.164e+01	+2.296e+00
2	2	+4.394e+01	+4.306e-01
3	3	+4.437e+01	+7.261e-01
2	2	+4.510e+01	+9.811e-01
3	3	+4.608e+01	+1.160e+00
2	2	+4.724e+01	+2.495e+00
3	3	+4.973e+01	+2.741e+00
2	2	+5.247e+01	+2.861e+00
1	1	+5.534e+01	+5.605e-01
2	2	+5.590e+01	+5.441e-01
3	3	+5.644e+01	+7.950e-01
2	2	+5.724e+01	+2.448e+00
3	3	+5.968e+01	+1.021e+00
1	1	+6.071e+01	+1.485e+00
2	2	+6.219e+01	+1.015e+00
1	1	+6.321e+01	+4.346e+00
2	2	+6.755e+01	+1.177e+01
3	3	+7.932e+01	+7.797e-01
2	2	+8.010e+01	+1.344e-01
3	3	+8.023e+01	+8.547e-01
1	1	+8.109e+01	+5.396e+00
2	2	+8.648e+01	+9.705e+00
3	3	+9.619e+01	+3.054e+00
1	1	+9.924e+01	+5.822e+00
3	3	+1.051e+02	+1.479e+00
1	1	+1.065e+02	+1.078e+00
2	2	+1.076e+02	+2.559e+00
3	3	+1.102e+02	+3.939e+00
2	2	+1.141e+02	+4.494e-01
1	1	+1.146e+02	+1.305e+00
2	2	+1.159e+02	+2.877e+00
3	3	+1.188e+02	+3.920e+00
2	2	+1.227e+02	+1.448e-02
3	3	+1.227e+02	+2.163e+00
1	1	+1.248e+02	+3.444e-01
2	2	+1.252e+02	+2.196e+00
3	3	+1.274e+02	+8.731e-01
2	2	+1.283e+02	+4.383e-02
0	0	+1.283e+02	+Inf
